"Sample.Name","pHmean","SE"
"Sump",7.97148934834594,0.00210892167535499
"Tank1",7.82688403032442,0.00231563652274609
"Tank10",7.73842872511275,0.00301371018374721
"Tank11",7.90392320528616,0.000953713281625315
"Tank12",7.90992264576572,0.00123818503247701
"Tank13",7.9216732336846,0.000780019379654072
"Tank14",7.93347550317291,0.00153499399773885
"Tank15",7.89337566601424,0.00218576291627012
"Tank16",7.87096580700458,0.00264689768784709
"Tank17",7.80485698485292,0.00316045886442073
"Tank18",7.81434470071632,0.00212669678129246
"Tank19",7.80593231511516,0.00234588610317138
"Tank2",7.79583302686714,0.00245224427005556
"Tank20",7.80022429704817,0.00227837421641841
"Tank3",7.75763053934396,0.00412814836490445
"Tank4",7.75301042651223,0.00454379377084907
"Tank7",7.75101927294355,0.0056897813138452
"Tank8",7.73971639628371,0.0051540018557077
"Tank9",7.72659515430303,0.00698506104966593
