"Rows","Column","NoDye_730","NoDye_578","NoDye_434","Dye_730","Dye_578","Dye_434","Well.Location","A1_A2","A1_A2_corr","pH_in_lab","pHtris","pHtris_error","daterun","Sample.Name","TempInSitu","pHinsitu"
"A","02",0.0374,0.034,0.0365,0.0347,0.387,0.3189,"A02",1.24763240968081,1.33005508891617,7.80663426150211,8.09008870581408,3.50372479980678,2020-02-06,"Sump",13.5,7.97757526870062
"A","03",0.037,0.034,0.0366,0.0365,0.3201,0.3803,"A03",0.832655432887856,0.916314536025567,7.63310084941708,8.09008870581408,5.64873727612627,2020-02-06,"Tank1",17,7.74580165796204
"A","04",0.0365,0.0337,0.0377,0.0348,0.288,0.3268,"A04",0.880330123796424,0.963847180192572,7.65643287467865,8.09008870581408,5.36033468735363,2020-02-06,"Tank2",17,7.76998438448983
"A","05",0.0379,0.0351,0.0378,0.0366,0.2782,0.3217,"A05",0.856942496493689,0.940529236325386,7.64512695377054,8.09008870581408,5.50008495857114,2020-02-06,"Tank3",17,7.75827241399845
"A","06",0.0367,0.0334,0.0365,0.0352,0.2732,0.3238,"A06",0.835526315789474,0.919176865131579,7.63453805690413,8.09008870581408,5.6309722362199,2020-02-06,"Tank4",16.9,7.74873562119103
"A","07",0.0362,0.0331,0.0362,0.0349,0.2696,0.3288,"A07",0.809118747873426,0.892847978564138,7.62115421833514,8.09008870581408,5.79640724015713,2020-02-06,"Tank7",17,7.73340021481202
"A","08",0.036,0.0334,0.0371,0.0356,0.2751,0.3384,"A08",0.802452767649984,0.886201859628771,7.61771635270692,8.09008870581408,5.83890202301104,2020-02-06,"Tank8",17,7.72982903957661
"A","09",0.036,0.0332,0.0375,0.0351,0.2613,0.3317,"A09",0.776008132836327,0.859836016604541,7.60383113468186,8.09008870581408,6.01053448008257,2020-02-06,"Tank9",16.9,7.71682354132507
"A","10",0.0364,0.0328,0.0356,0.0348,0.2849,0.3535,"A10",0.794053208137715,0.877827326604069,7.61334923968195,8.09008870581408,5.89288305070765,2020-02-06,"Tank10",17,7.72529101538318
"A","11",0.0385,0.0382,0.0394,0.0367,0.4481,0.3814,"A11",1.19749854566608,1.28007059874927,7.7885986355221,8.09008870581408,3.72665963570106,2020-02-06,"Tank11",17,7.90609376694863
"A","12",0.0339,0.0312,0.0343,0.0346,0.371,0.3191,"A12",1.19359380499824,1.27617749225625,7.78716668826149,8.09008870581408,3.74435965497997,2020-02-06,"Tank12",17,7.90462632503043
"B","02",0.0375,0.0348,0.0384,0.0389,0.4338,0.3636,"B02",1.22791846819024,1.31039988511427,7.79961817674183,8.09008870581408,3.59044924765167,2020-02-06,"Sump",13.5,7.97032935733939
"B","03",0.0371,0.0336,0.0362,0.0357,0.3121,0.35,"B03",0.888007614213198,0.97150179552665,7.66008776735999,8.09008870581408,5.31515727565585,2020-02-06,"Tank1",17,7.7737680782259
"B","04",0.0353,0.0317,0.0348,0.0347,0.282,0.3116,"B04",0.904470079307859,0.987915210706561,7.66783366278721,8.09008870581408,5.21941178127514,2020-02-06,"Tank2",17,7.78178299561307
"B","05",0.0348,0.0313,0.035,0.0373,0.2948,0.3305,"B05",0.890784982935154,0.974270889078498,7.66140322224313,8.09008870581408,5.29889719581039,2020-02-06,"Tank3",17,7.77512959764509
"B","06",0.0352,0.0322,0.0367,0.0347,0.2935,0.3376,"B06",0.868613138686131,0.952165105839416,7.65080155967028,8.09008870581408,5.429942267853,2020-02-06,"Tank4",16.9,7.76560202534058
