"Sample.Name","pHmean","SE"
"Sump",8.00537802554244,0.00227107295158202
"Tank1",7.77431370782662,0.00383285130259038
"Tank10",7.76225512841666,0.00449376483356123
"Tank11",7.96366511684475,0.00130017372139867
"Tank12",7.96026397433747,0.00128111225230394
"Tank13",7.91306327372756,0.0107524159091563
"Tank14",7.94979722588235,0.00190367842476089
"Tank15",7.95233163875704,0.0016333793671345
"Tank16",7.94878710748408,0.000712435482056762
"Tank17",7.85927386514442,0.00254613916930086
"Tank18",7.83177342159155,0.00177055014468589
"Tank19",7.85385042657401,0.00160704086696722
"Tank2",7.8142045481993,0.00113480690720612
"Tank20",7.80878809456318,0.00306157397468437
"Tank3",7.73776039706189,0.00379628232760116
"Tank4",7.73454610650677,0.00426813926937446
"Tank7",7.7147470477645,0.0202797890170994
"Tank8",7.751239448302,0.00225085283319342
"Tank9",7.73979005072914,0.0057182023799925
