"Sample.Name","pHmean","SE"
"Sump",7.82690900620371,0.0348201887463072
"Tank1",7.70964183263984,0.00791606549055729
"Tank10",7.67600353207806,0.00792009091154042
"Tank11",7.89999018751938,0.00958766000187264
"Tank12",7.91942177535642,0.00391225214311681
"Tank13",7.85424657491746,0.0167477934581674
"Tank14",7.91543111180376,0.00691332350455912
"Tank15",7.74036187210222,0.0627431684363322
"Tank16",7.89977702783243,0.00407587292230474
"Tank17",7.63745589560489,0.0600526556483296
"Tank18",7.63730989079146,0.0361388191340208
"Tank19",7.75511393407643,0.0136144741691893
"Tank2",7.66353322695712,0.0482189668995579
"Tank20",7.64085376899482,0.00743969650955062
"Tank3",7.73564389822508,0.0123621246928136
"Tank4",7.58054244797658,0.0557526299496237
"Tank7",7.63826645482789,0.0314320944192146
"Tank8",7.67516185296201,0.00935880815980101
"Tank9",7.57679535895844,0.0112660489103152
