"Sample.Name","pHmean","SE"
"Sump",7.83947044727047,0.00284134468717843
"Tank1",7.75971512231084,0.00794718191626623
"Tank10",7.75374319798092,0.00583173835548682
"Tank11",7.9329771462373,0.00119687427261791
"Tank12",7.92088335455959,0.00318310986160678
"Tank13",7.85552656502014,0.00322843988143443
"Tank14",7.92260470212765,0.00170794780360151
"Tank15",7.90257499328614,0.0017410788994063
"Tank16",7.87288148190144,0.00161172196004707
"Tank17",7.84911499141198,0.00119126556238783
"Tank18",7.79095238432846,0.00551604317069836
"Tank19",7.90738764049115,0.000193171251558789
"Tank2",7.78318676837045,0.00684705754716109
"Tank20",7.77459476615369,0.00622482882022506
"Tank3",7.79919711251987,0.00102592019320088
"Tank4",7.74020517728874,0.00610855124934756
"Tank7",7.75995591995148,0.00415938539743491
"Tank8",7.74635337571297,0.00426615156650317
"Tank9",7.7147220555019,0.0044636166726058
