"Rows","Column","NoDye_730","NoDye_578","NoDye_434","Dye_730","Dye_578","Dye_434","Well.Location","A1_A2","A1_A2_corr","pH_in_lab","pHtris","pHtris_error","daterun","Sample.Name","TempInSitu"
"A","01",0.0348,0.031,0.033,0.0347,0.5895,0.2415,"A01",2.67785234899329,2.82651993959732,8.17585769685689,8.09149162219381,1.04265169640252,2020-01-20,"Tris",22
"B","01",0.0349,0.0312,0.0328,0.035,0.582,0.2382,"B01",2.68241597661958,2.8310693925962,8.1766909420307,8.09149162219381,1.05294949083548,2020-01-20,"Tris",22
"C","01",0.0348,0.0312,0.0331,0.0352,0.5685,0.2344,"C01",2.67247386759582,2.82115816376307,8.17487427449668,8.09149162219381,1.03049791306905,2020-01-20,"Tris",22
