"Sample.Name","pHmean","SE"
"Sump",7.88867362410514,0.00373297609093515
"Tank1",7.82888922760736,0.00449271371153546
"Tank10",7.6985551379351,0.00992382387407923
"Tank11",7.92187616461203,0.00150483682508091
"Tank12",7.91050636662873,0.00242468683202328
"Tank13",7.92579931406702,0.00149322693243903
"Tank14",7.93642403569293,0.0021671733336113
"Tank15",7.92251460353373,0.000926217463451416
"Tank16",7.93488488732567,0.00183830031034981
"Tank17",7.85364288555171,0.00283515391176366
"Tank18",7.83915524195544,0.00145049206390721
"Tank19",7.84986534345298,0.00329158371053413
"Tank2",7.8231076467725,0.00381151054321443
"Tank20",7.8323325046743,0.00428413117281299
"Tank3",7.68119568856158,0.00601504765806223
"Tank4",7.7311442093221,0.00752699125879218
"Tank7",7.73624532133001,0.00709719292721613
"Tank8",7.73467742283666,0.00550358245529919
"Tank9",7.72123983540317,0.00738649550331566
