"Rows","Column","NoDye_730","NoDye_578","NoDye_434","Dye_730","Dye_578","Dye_434","Well.Location","A1_A2","A1_A2_corr","pH_in_lab","pHtris","pHtris_error","daterun","Sample.Name","TempInSitu","pHinsitu"
"A","02",0.0336,0.0297,0.0327,0.0345,0.5361,0.2324,"A02",2.54275653923541,2.60878231136821,8.12034945338126,8.05574285988538,0.801994237149659,2020-10-29,"T26",26.15,8.12034945338126
"A","03",0.0301,0.0304,0.0323,0.0299,0.0304,0.0323,"A03",1,1.070418,7.68952266495935,8.05574285988538,4.54607602670235,2020-10-29,"T27",27.07,7.67664293770233
"A","06",0.0301,0.0306,0.0329,0.0301,0.0306,0.0328,"A06",0,0.073265,6.46614340582777,8.05574285988538,19.7324999283832,2020-10-29,"T30",29.977,6.43513676807686
"B","02",0.0337,0.0299,0.0328,0.0343,0.5498,0.2368,"B02",2.55309734513274,2.61909367699115,8.1223662433565,8.05574285988538,0.827029668522309,2020-10-29,"T26",26.15,8.1223662433565
"B","03",0.0301,0.0309,0.0332,0.0302,0.0309,0.0331,"B03",0.5,0.5718415,7.40224786256275,8.05574285988538,8.11216307035818,2020-10-29,"T27",27.07,7.39095964447386
"B","04",0.0307,0.0314,0.0338,0.0307,0.0314,0.0337,"B04",0,0.073265,6.46614340582777,8.05574285988538,19.7324999283832,2020-10-29,"T28",28.127,6.44984494456881
"B","05",0.0302,0.0311,0.0331,0.0303,0.0311,0.0331,"B05",1,1.070418,7.68952266495935,8.05574285988538,4.54607602670235,2020-10-29,"T29",29.08,7.64869812495012
"B","06",0.0298,0.0307,0.0325,0.0298,0.0307,0.0324,"B06",0,0.073265,6.46614340582777,8.05574285988538,19.7324999283832,2020-10-29,"T30",29.977,6.43513676807686
"C","02",0.034,0.0298,0.0314,0.0347,0.5356,0.233,"C02",2.51418616226979,2.5802932742658,8.11474279287227,8.05574285988538,0.732395931859745,2020-10-29,"T26",26.15,8.11474279287227
"C","03",0.0311,0.0317,0.0343,0.031,0.0317,0.0343,"C03",1,1.070418,7.68952266495935,8.05574285988538,4.54607602670235,2020-10-29,"T27",27.07,7.67664293770233
"C","05",0.0302,0.0308,0.0331,0.0299,0.0308,0.0331,"C05",1,1.070418,7.68952266495935,8.05574285988538,4.54607602670235,2020-10-29,"T29",29.08,7.64869812495012
"C","06",0.03,0.031,0.0331,0.0302,0.031,0.0331,"C06",1,1.070418,7.68952266495935,8.05574285988538,4.54607602670235,2020-10-29,"T30",29.977,7.63631164773463
