"Rows","Column","NoDye_730","NoDye_578","NoDye_434","Dye_730","Dye_578","Dye_434","Well.Location","A1_A2","A1_A2_corr","pH_in_lab","pHtris","pHtris_error","daterun","Sample.Name","TempInSitu","pHinsitu"
"A","03",0.0341,0.0303,0.034,0.0343,0.5626,0.246,"A03",2.51227573182247,2.57838828281398,8.10297825077427,8.02728739576157,0.942919460597203,2020-10-29,"T27",27.07,8.10297825077427
"A","04",0.0302,0.0308,0.0327,0.0302,0.0308,0.0328,"A04",0,0.073265,6.45418839800002,8.02728739576157,19.5968939469159,2020-10-29,"T28",28.127,6.44555345566631
"A","05",0.0305,0.0312,0.0332,0.0307,0.0312,0.0333,"A05",2.00000000000003,2.06757100000003,7.99220751043181,8.02728739576157,0.437007965458982,2020-10-29,"T29",29.08,7.96229975514559
"A","06",0.0301,0.0306,0.0328,0.03,0.0306,0.0329,"A06",0.500000000000009,0.571841500000009,7.39058224419598,8.02728739576157,7.93175976110902,2020-10-29,"T30",29.977,7.35542762009952
"B","03",0.0337,0.0299,0.0327,0.0348,0.5315,0.2308,"B03",2.54060913705584,2.60664102284264,8.10854612698589,8.02728739576157,1.01228132516135,2020-10-29,"T27",27.07,8.10854612698589
"B","04",0.0307,0.0314,0.0337,0.0306,0.0314,0.0337,"B04",1,1.070418,7.67792906379853,8.02728739576157,4.3521343479928,2020-10-29,"T28",28.127,7.66319467138969
"B","05",0.0303,0.031,0.0331,0.0303,0.031,0.0332,"B05",0,0.073265,6.45418839800002,8.02728739576157,19.5968939469159,2020-10-29,"T29",29.08,6.43791518787917
"B","06",0.0298,0.0306,0.0323,0.0298,0.0307,0.0325,"B06",0.500000000000017,0.571841500000017,7.39058224419598,8.02728739576157,7.93175976110894,2020-10-29,"T30",29.977,7.35542762009952
"C","03",0.0339,0.0296,0.0324,0.035,0.5573,0.2444,"C03",2.49691797060218,2.56307424513988,8.09993908926263,8.02728739576157,0.905059080598261,2020-10-29,"T27",27.07,8.09993908926263
"C","06",0.0301,0.031,0.033,0.0301,0.031,0.0331,"C06",0,0.073265,6.45418839800002,8.02728739576157,19.5968939469159,2020-10-29,"T30",29.977,6.43085148366775
