"Rows","Column","NoDye_730","NoDye_578","NoDye_434","Dye_730","Dye_578","Dye_434","Well.Location","A1_A2","A1_A2_corr","pH_in_lab","pHtris","pHtris_error","daterun","Sample.Name","TempInSitu","pHinsitu"
"A","02",0.0351,0.0772,0.0573,0.0348,0.4125,0.3176,"A02",1.28779739063699,1.37010039831159,7.81970313340111,8.09149162219381,3.35894173142597,2020-02-21,"Sump",14,7.98341420175226
"A","03",0.0345,0.0526,0.0488,0.0349,0.3537,0.3331,"A03",1.05917576611483,1.14215995191969,7.73427389335244,8.09149162219381,4.4147327281607,2020-02-21,"Tank1",17,7.85031796378536
"A","04",0.0347,0.0566,0.0512,0.035,0.3623,0.3383,"A04",1.06485355648536,1.14782082531381,7.73658083758784,8.09149162219381,4.38622198696344,2020-02-21,"Tank2",17,7.85269108201485
"A","05",0.0372,0.0474,0.056,0.0368,0.3225,0.3545,"A05",0.921712947474072,1.00510670374707,7.67486938437256,8.09149162219381,5.14889290224953,2020-02-21,"Tank3",17,7.789058455563
"A","06",0.0351,0.0414,0.047,0.0353,0.3095,0.3545,"A06",0.871786527822974,0.955329039863326,7.65138356761537,8.09149162219381,5.43914614422008,2020-02-21,"Tank4",17,7.76475515983834
"A","07",0.0347,0.0319,0.036,0.0354,0.3048,0.3558,"A07",0.853024130366656,0.936622544970229,7.64225650592933,8.09149162219381,5.55194440333226,2020-02-21,"Tank7",17,7.75529703174394
"A","08",0.0363,0.0351,0.0406,0.0372,0.2814,0.3652,"A08",0.758109360518999,0.841990573679333,7.59324672106533,8.09149162219381,6.15763970838045,2020-02-21,"Tank8",17,7.70437911978185
"A","09",0.0357,0.0336,0.0376,0.0356,0.2959,0.3429,"A09",0.859201047806156,0.942781058284218,7.64528026219416,8.09149162219381,5.51457482543466,2020-02-21,"Tank9",17,7.75843130583138
"A","10",0.036,0.0365,0.043,0.0361,0.2962,0.353,"A10",0.837689577282995,0.92133368118748,7.63466740198981,8.09149162219381,5.64573556439213,2020-02-21,"Tank10",17,7.7474268796699
"A","11",0.0374,0.043,0.0458,0.0373,0.527,0.4389,"A11",1.23118006103764,1.31365176004578,7.79984902402485,8.09149162219381,3.6043119338965,2020-02-21,"Tank11",17,7.91761814137729
"A","12",0.0398,0.0439,0.0481,0.0411,0.3976,0.3253,"A12",1.27727437477347,1.35960873577383,7.81607075626662,8.09149162219381,3.40383304818299,2020-02-21,"Tank12",17,7.93422009940587
"B","02",0.0365,0.0373,0.0395,0.0355,0.4087,0.3213,"B02",1.31683168316832,1.39904818316832,7.82959424852233,8.09149162219381,3.23670079510606,2020-02-21,"Sump",14,7.99359891112747
"B","03",0.0585,0.0605,0.0642,0.0407,0.356,0.3433,"B03",1.05523745368811,1.13823337369485,7.73266742369298,8.09149162219381,4.43458654170307,2020-02-21,"Tank1",17,7.84866516385469
"B","04",0.0384,0.0373,0.0416,0.0382,0.3828,0.3641,"B04",1.07127362875736,1.15422176898048,7.73917659290328,8.09149162219381,4.35414192760437,2020-02-21,"Tank2",17,7.85536079378173
"B","05",0.0348,0.0326,0.0366,0.035,0.3025,0.3591,"B05",0.836798014272417,0.920444774588892,7.63422249053822,8.09149162219381,5.65123407409046,2020-02-21,"Tank3",17,7.74696532860894
"B","06",0.0367,0.0347,0.0395,0.0368,0.3138,0.3597,"B06",0.871602624179944,0.9551456841612,7.65129493296119,8.09149162219381,5.44024154984267,2020-02-21,"Tank4",17,7.76466334640691
"B","07",0.037,0.0341,0.037,0.0366,0.2924,0.3279,"B07",0.888087881908685,0.971581824064538,7.65917680838983,8.09149162219381,5.3428321252686,2020-02-21,"Tank7",17,7.77282512852151
"B","08",0.036,0.0333,0.0372,0.0359,0.2954,0.3456,"B08",0.849918962722853,0.93352662917342,7.64072930714493,8.09149162219381,5.57081853502154,2020-02-21,"Tank8",17,7.7537136980307
"B","09",0.0367,0.0347,0.0391,0.0365,0.2824,0.3384,"B09",0.82771285475793,0.911386684307179,7.62966532401812,8.09149162219381,5.7075545491386,2020-02-21,"Tank9",17,7.74223668189009
"B","10",0.0382,0.0356,0.0399,0.0388,0.2868,0.3569,"B10",0.792035398230088,0.875815528761062,7.6113418066271,8.09149162219381,5.93400868450175,2020-02-21,"Tank10",17,7.72320443041864
"B","11",0.0406,0.0403,0.0449,0.0412,0.6428,0.5893,"B11",1.10684075027584,1.18968291826039,7.75331788400054,8.09149162219381,4.17937450822673,2020-02-21,"Tank11",17,7.86989578573139
"B","12",0.0367,0.0339,0.0377,0.0369,0.3832,0.3065,"B12",1.29970215934475,1.38196969676098,7.82378174776302,8.09149162219381,3.30853552015679,2020-02-21,"Tank12",17,7.94210590748056
"C","02",0.037,0.0401,0.042,0.036,0.3988,0.3134,"C02",1.3204845814978,1.40269019768722,7.83082534011897,8.09149162219381,3.22148615169888,2020-02-21,"Sump",14,7.99486598411082
