"Sample.Name","pHmean","SE"
"Sump",7.99062636566352,0.00209265513691292
"Tank1",7.85727349483428,0.00450133668831535
"Tank10",7.72416832775107,0.0075972983449353
"Tank11",7.90909903464645,0.0119046827541136
"Tank12",7.93951624212967,0.00152898866630717
"Tank13",7.95165443197167,0.00108143503874453
"Tank14",7.95440516661451,0.00236250740273299
"Tank15",7.95209158982644,0.00286404229368342
"Tank16",7.94980013656797,0.00280769871976353
"Tank17",7.87959278005897,0.00251861653556218
"Tank18",7.80766689156906,0.00717815155710932
"Tank19",7.87259333514586,0.0038164177218016
"Tank2",7.8590740558242,0.00294830128135971
"Tank3",7.75569991523769,0.0099872816673716
"Tank4",7.76765797937995,0.00170251666816888
"Tank7",7.76750201194092,0.00353283926242015
"Tank8",7.73952219181069,0.0102073025881197
"Tank9",7.75420644148335,0.00350482227984493
