"Rows","Column","NoDye_730","NoDye_578","NoDye_434","Dye_730","Dye_578","Dye_434","Well.Location","A1_A2","A1_A2_corr","pH_in_lab","pHtris","pHtris_error","daterun","Sample.Name","TempInSitu","pHinsitu"
"A","01",0.0366,0.0337,0.037,0.0359,0.557,0.2405,"A01",2.56611165523996,2.64460592556317,8.16658969999449,8.15415476643081,0.152498130338036,2020-03-03,"T24",24.2,8.14825468822841
"A","02",0.0348,0.0321,0.0342,0.035,0.5316,0.224,"A02",2.6334388185654,2.71173248760549,8.17942548443973,8.15415476643081,0.309912170332548,2020-03-03,"T23",23.6,8.17023779752681
"A","04",0.0344,0.0312,0.0327,0.0351,0.5435,0.2332,"A04",2.56056056056056,2.63907137037037,8.16551942857537,8.15415476643081,0.139372656885821,2020-03-03,"T25",24.9,8.13652194309308
"A","05",0.0349,0.0314,0.0344,0.0352,0.5667,0.2455,"A05",2.53795066413662,2.61652884013283,8.16114085077521,8.15415476643081,0.0856751502087564,2020-03-03,"T26",26.2,8.11241640818645
"A","06",0.0345,0.0312,0.0334,0.0349,0.6538,0.2846,"A06",2.48086124401914,2.55960951794258,8.14994393611581,8.15415476643081,0.0516403040611453,2020-03-03,"T27",26.8,8.09220233261251
"A","07",0.0344,0.031,0.0344,0.0355,0.5474,0.2491,"A07",2.4124531835206,2.4914052792603,8.13625004985437,8.15415476643081,0.219577835953654,2020-03-03,"T28",28.5,8.05300099718388
"B","01",0.0445,0.0403,0.0418,0.0436,0.5561,0.2396,"B01",2.60040261701057,2.67879471741319,8.17316036555842,8.15415476643081,0.233078714741211,2020-03-03,"T24",24.2,8.15481294517423
"B","02",0.0346,0.0316,0.0346,0.0348,0.5127,0.2154,"B02",2.66279069767442,2.7409969127907,8.18493959876401,8.15415476643081,0.37753554126704,2020-03-03,"T23",23.6,8.17574678842157
"B","04",0.0369,0.0344,0.0376,0.0368,0.5188,0.2236,"B04",2.60343901128426,2.68182206475013,8.17373884072788,8.15415476643081,0.240172953028709,2020-03-03,"T25",24.9,8.14471657117172
"B","05",0.0362,0.0337,0.0387,0.0356,0.4978,0.2181,"B05",2.58166666666667,2.66011459083333,8.16957892144489,8.15415476643081,0.189157005917675,2020-03-03,"T26",26.2,8.12081081113871
"B","06",0.0351,0.032,0.0358,0.0352,0.5211,0.235,"B06",2.45605223505776,2.53487442742341,8.1450133644593,8.15415476643081,0.112107290496236,2020-03-03,"T27",26.8,8.08730279678553
"B","07",0.035,0.0315,0.0343,0.0358,0.534,0.2406,"B07",2.44136253041363,2.52022849075426,8.14207492569675,8.15415476643081,0.148143383098387,2020-03-03,"T28",28.5,8.0587712242974
"C","01",0.0379,0.0339,0.0366,0.0378,0.5929,0.2552,"C01",2.55647005029721,2.63499304778235,8.16472957310294,8.15415476643081,0.129686116771573,2020-03-03,"T24",24.2,8.14639808632049
"C","02",0.035,0.0326,0.0348,0.0353,0.5375,0.2245,"C02",2.66420274551214,2.74240475343189,8.18520364894481,8.15415476643081,0.380773769978229,2020-03-03,"T23",23.6,8.1760105937364
"C","04",0.0353,0.0327,0.0356,0.0362,0.4995,0.2168,"C04",2.58402662229617,2.66246751497504,8.1700311766957,8.15415476643081,0.194703322657578,2020-03-03,"T25",24.9,8.14102006652464
"C","05",0.0357,0.0322,0.036,0.0369,0.4694,0.2091,"C05",2.53635834787667,2.61494126817917,8.16083130894829,8.15415476643081,0.0818790261985144,2020-03-03,"T26",26.2,8.11210847437523
"C","06",0.0352,0.0315,0.0337,0.0355,0.5676,0.2496,"C06",2.48515769944341,2.56389317207792,8.15079377431231,8.15415476643081,0.0412181546068239,2020-03-03,"T27",26.8,8.09304683719077
"C","07",0.0351,0.0317,0.0351,0.0358,0.5289,0.2473,"C07",2.34751773049645,2.42666330141844,8.1229569768321,8.15415476643081,0.382599919824284,2020-03-03,"T28",28.5,8.03983403872301
