"Sample.Name","pHmean","SE"
"Sump",8.02661922520881,0.00154914079963648
"Tank1",7.90840714498836,0.00106784034071693
"Tank10",7.73021912269698,0.00305261509509921
"Tank11",7.95777078321863,0.000384267774773498
"Tank12",7.98900051996436,0.00391828924825281
"Tank13",7.94472192661865,0.00176206152320057
"Tank14",7.89272775634547,0.000528323027194452
"Tank15",7.95632057854772,0.00110049280698018
"Tank16",7.93654400047007,0.000465719956527819
"Tank17",7.91505928845287,0.000706630607259497
"Tank18",7.93161914122336,0.00113347475526826
"Tank19",7.91935705468461,0.00070804746882391
"Tank2",7.92998094071589,0.0011160285238417
"Tank20",7.90202952288157,4.52172525585584e-05
"Tank3",7.78181311847085,0.00303896949198107
"Tank4",7.78578290964634,0.00321654520839647
"Tank7",7.78726246452988,0.00313139151339375
"Tank8",7.76873476614815,0.00259340237237676
"Tank9",7.78307109679797,0.00466186649193786
