"Rows","Column","NoDye_730","NoDye_578","NoDye_434","Dye_730","Dye_578","Dye_434","Well.Location","A1_A2","A1_A2_corr","pH_in_lab","pHtris","pHtris_error","daterun","Sample.Name","TempInSitu","pHinsitu"
"A","02",0.0366,0.0337,0.0355,0.0363,0.3537,0.2545,"A02",1.46055631554948,1.5423445880073,7.87688438670183,8.09008870581408,2.6353767784898,2020-02-04,"Sump",13.7,8.04681060226491
"A","03",0.0362,0.0331,0.0352,0.035,0.3151,0.3071,"A03",1.03698279018674,1.12003309996338,7.72609646350364,8.09008870581408,4.49923672714309,2020-02-04,"Tank1",16.7,7.84633827379725
"A","04",0.0354,0.0319,0.034,0.0349,0.2852,0.2841,"A04",1.01276935355148,1.09589180726257,7.71595108699571,8.09008870581408,4.62464173661652,2020-02-04,"Tank2",16.7,7.83587982742467
"A","05",0.0343,0.0312,0.0347,0.0343,0.2919,0.32,"A05",0.913774973711882,0.997192381177708,7.67215806291189,8.09008870581408,5.16595871936289,2020-02-04,"Tank3",16.7,7.79063268164055
"A","06",0.0372,0.0334,0.0369,0.0367,0.2857,0.3109,"A06",0.920947176684882,1.00434321457195,7.67546541068555,8.09008870581408,5.12507724211421,2020-02-04,"Tank4",16.7,7.79405583715199
"A","07",0.0407,0.0385,0.0418,0.0404,0.2783,0.3041,"A07",0.914318354912414,0.997734143373953,7.67240941859201,8.09008870581408,5.1628517610926,2020-02-04,"Tank7",16.7,7.79089287369875
"A","08",0.0369,0.0344,0.0385,0.036,0.2624,0.3023,"A08",0.864752550056668,0.948316019833774,7.64893175140404,8.09008870581408,5.45305460115655,2020-02-04,"Tank8",16.7,7.76656468364687
"A","09",0.036,0.0337,0.0379,0.0353,0.2723,0.3107,"A09",0.874954296160878,0.958487369835466,7.65385727632315,8.09008870581408,5.39217115354284,2020-02-04,"Tank9",16.7,7.77167289050597
"A","10",0.0387,0.036,0.0395,0.037,0.2724,0.2953,"A10",0.924660194174757,1.00804516912621,7.67716887292846,8.09008870581408,5.10402107938405,2020-02-04,"Tank10",16.7,7.79581855753249
"A","11",0.0412,0.0392,0.0434,0.0392,0.3196,0.278,"A11",1.19357565511412,1.2761593964497,7.78716002288731,8.09008870581408,3.74444204436313,2020-02-04,"Tank11",16.7,7.90911133008658
"A","12",0.035,0.0321,0.0364,0.0345,0.3563,0.2884,"A12",1.28594059405941,1.36824913405941,7.81999865071994,8.09008870581408,3.33853020548511,2020-02-04,"Tank12",16.7,7.94275571264261
"B","02",0.0356,0.0326,0.034,0.0363,0.3606,0.2583,"B02",1.46377459749553,1.54555328108229,7.87787673946443,8.09008870581408,2.62311050059492,2020-02-04,"Sump",13.7,8.0478290736278
"B","03",0.0356,0.0321,0.0343,0.0348,0.3102,0.2962,"B03",1.06166730110392,1.14464406338028,7.73623035675151,8.09008870581408,4.37397365999546,2020-02-04,"Tank1",16.7,7.85677629884215
"B","04",0.037,0.0336,0.036,0.0353,0.3168,0.3103,"B04",1.03224637681159,1.11531079873188,7.72412816225384,8.09008870581408,4.52356651290157,2020-02-04,"Tank2",16.7,7.84430991185297
"B","05",0.0371,0.0342,0.0365,0.0352,0.2918,0.3191,"B05",0.912126537785589,0.995548856766257,7.67139474312799,8.09008870581408,5.1753939655222,2020-02-04,"Tank3",16.7,7.78984249200444
"B","06",0.0366,0.0334,0.0354,0.0351,0.3006,0.3264,"B06",0.918632478632479,1.00203541316239,7.67440046470014,8.09008870581408,5.13824083060055,2020-02-04,"Tank4",16.7,7.79295371076047
"B","07",0.0426,0.04,0.042,0.0419,0.2973,0.3162,"B07",0.93852309930884,1.02186676973445,7.68347710106407,8.09008870581408,5.02604630846381,2020-02-04,"Tank7",16.7,7.80234393713041
"B","08",0.0373,0.0345,0.0373,0.0356,0.2506,0.2858,"B08",0.870503597122302,0.954049931654676,7.65171455492317,8.09008870581408,5.41865691257342,2020-02-04,"Tank8",16.7,7.76945097700911
"B","09",0.0374,0.0337,0.0369,0.0356,0.281,0.3199,"B09",0.874648876404494,0.958182860077247,7.65371053768969,8.09008870581408,5.39398496101506,2020-02-04,"Tank9",16.7,7.77152074229119
"B","10",0.0368,0.0336,0.0362,0.0358,0.281,0.3122,"B10",0.896750902527076,0.980219033212997,7.66421694604747,8.09008870581408,5.26411730764526,2020-02-04,"Tank10",16.7,7.78240941029231
"B","11",0.0375,0.0346,0.0377,0.0355,0.3406,0.2953,"B11",1.1864406779661,1.2690456779661,7.78453295964618,8.09008870581408,3.77691465791114,2020-02-04,"Tank11",16.7,7.90641655858058
"B","12",0.0384,0.0355,0.0378,0.0359,0.3527,0.2925,"B12",1.24300155520995,1.32543803207621,7.80499481161635,8.09008870581408,3.52398971834319,2020-02-04,"Tank12",16.7,7.92739286824029
"C","02",0.0368,0.0338,0.0369,0.0356,0.379,0.2726,"C02",1.46222034613761,1.54400366061629,7.87739772200295,8.09008870581408,2.62903154149935,2020-02-04,"Sump",13.7,8.04733745705413
"C","03",0.0362,0.0325,0.0344,0.0356,0.3414,0.3304,"C03",1.04349291975725,1.12652383260283,7.7287892076608,8.09008870581408,4.46595224467222,2020-02-04,"Tank1",16.7,7.8491126602754
"C","04",0.0359,0.0321,0.0329,0.0361,0.2995,0.2927,"C04",1.02927580893683,1.1123490816641,7.72288969818168,8.09008870581408,4.53887492443075,2020-02-04,"Tank2",16.7,7.84303349083315
"C","05",0.0366,0.0336,0.0361,0.0353,0.2842,0.3076,"C05",0.923387096774194,1.00677586491936,7.6765854670783,8.09008870581408,5.11123244469013,2020-02-04,"Tank3",16.7,7.79521488654115
"C","06",0.037,0.0339,0.0368,0.0361,0.2865,0.3056,"C06",0.939933259176863,1.02327272803115,7.68411426291357,8.09008870581408,5.01817047579154,2020-02-04,"Tank4",16.7,7.8030028324399
"C","07",0.0374,0.0342,0.0364,0.0361,0.29,0.3056,"C07",0.950462107208872,1.03377020536044,7.68884562961586,8.09008870581408,4.95968697982091,2020-02-04,"Tank7",16.7,7.80789444415797
"C","08",0.0366,0.0338,0.0368,0.0357,0.2709,0.3049,"C08",0.884758364312268,0.968262226765799,7.6585442958363,8.09008870581408,5.33423582448048,2020-02-04,"Tank8",16.7,7.77653164297544
"C","09",0.0351,0.0315,0.0334,0.0347,0.2948,0.3238,"C09",0.906808803301238,0.990246966471802,7.66892417640618,8.09008870581408,5.20593215628438,2020-02-04,"Tank9",16.7,7.78728459201424
"C","10",0.0375,0.0343,0.0368,0.0356,0.2842,0.3061,"C10",0.928466076696165,1.01183971202065,7.67890881435516,8.09008870581408,5.08251400461678,2020-02-04,"Tank10",16.7,7.79761875380303
"C","11",0.0364,0.0333,0.0369,0.036,0.3442,0.2948,"C11",1.20518776616338,1.28773690921409,7.79140667365915,8.09008870581408,3.69195002695435,2020-02-04,"Tank11",16.7,7.91346638483707
"C","12",0.0355,0.0322,0.0337,0.0372,0.3467,0.2808,"C12",1.27465362673187,1.35699579625102,7.81609711227795,8.09008870581408,3.38675635706221,2020-02-04,"Tank12",16.7,7.93876225601553
"D","01",0.036,0.0324,0.035,0.0349,0.3991,0.327,"D01",1.25486182190379,1.33726296110542,7.80918320282828,8.09008870581408,3.47221783592964,2020-02-04,"Tank13",16.7,7.93168299023621
"D","02",0.0382,0.036,0.0401,0.0372,0.3217,0.2988,"D02",1.10396611474779,1.18681684770889,7.75313094002399,8.09008870581408,4.16506886442332,2020-02-04,"Tank14",16.7,7.87416551383687
"D","03",0.0363,0.032,0.0345,0.0354,0.3389,0.2823,"D03",1.23763570566948,1.32008817008444,7.80308854617504,8.09008870581408,3.54755269163838,2020-02-04,"Tank15",16.7,7.92543990716917
"D","04",0.0369,0.0336,0.036,0.0364,0.3148,0.2903,"D04",1.10557299843014,1.18841894368132,7.75376185641523,8.09008870581408,4.15727023063592,2020-02-04,"Tank16",16.7,7.87481423106927
"D","05",0.0365,0.0336,0.0363,0.0354,0.3021,0.3123,"D05",0.972933958859617,1.05617510212919,7.69879411105937,8.09008870581408,4.83671575162713,2020-02-04,"Tank17",16.7,7.81817335843395
"D","06",0.0361,0.0327,0.0353,0.0348,0.3094,0.3172,"D06",0.981638418079096,1.06485362641243,7.70259430631609,8.09008870581408,4.78974228328934,2020-02-04,"Tank18",16.7,7.82209746924712
"D","07",0.0352,0.0317,0.0337,0.0344,0.295,0.2996,"D07",0.990251218597675,1.07344076509186,7.70632589995821,8.09008870581408,4.74361678605665,2020-02-04,"Tank19",16.7,7.82594951340889
"D","08",0.0363,0.0329,0.0358,0.035,0.3147,0.3169,"D08",1.00247875354108,1.0856318680949,7.71157567620242,8.09008870581408,4.67872533140014,2020-02-04,"Tank20",16.7,7.83136670021398
"E","01",0.0395,0.0374,0.0395,0.0385,0.3819,0.3178,"E01",1.23702112423917,1.3194754197995,7.80286975553249,8.09008870581408,3.55025711986547,2020-02-04,"Tank13",16.7,7.92521574115707
"E","02",0.0376,0.0345,0.0369,0.036,0.316,0.2921,"E02",1.10241433021807,1.18526968672118,7.75252090289313,8.09008870581408,4.17260941376764,2020-02-04,"Tank14",16.7,7.87353823521263
