"Sample.Name","pHmean","SE"
"Sump",8.04732571098228,0.0001697790907531
"Tank1",7.8507424109716,0.00180216404507604
"Tank10",7.79194890720928,0.00277011186546529
"Tank11",7.90966475783474,0.00118578264197251
"Tank12",7.93630361229948,0.00265702305690649
"Tank13",7.93020045696154,0.00147780954707722
"Tank14",7.87888946705785,0.00291033379541637
"Tank15",7.93426521251543,0.00254957913042795
"Tank16",7.880946073871,0.00192626622904108
"Tank17",7.82570248802787,0.00237398473923362
"Tank18",7.82802402436311,0.00185307340113197
"Tank19",7.8350784534362,0.00294952545168168
"Tank2",7.84107441003693,0.00151456187437101
"Tank20",7.83874985715653,0.00215693246869884
"Tank3",7.79189668672871,0.000966892928214165
"Tank4",7.79667079345078,0.00183710850600222
"Tank7",7.80037708499571,0.00288991983759949
"Tank8",7.77084910121048,0.00170948767588986
"Tank9",7.77682607493714,0.00301922031618423
