"Rows","Column","NoDye_730","NoDye_578","NoDye_434","Dye_730","Dye_578","Dye_434","Well.Location","A1_A2","A1_A2_corr","pH_in_lab","pHtris","pHtris_error","daterun","Sample.Name","TempInSitu","pHinsitu"
"A","02",0.0372,0.0385,0.0369,0.0421,0.3771,0.2663,"A02",1.48641425389755,1.56812548262806,7.8848052813689,8.09008870581408,2.53746815282329,2020-02-03,"Sump",13.7,8.05493808031388
"A","03",0.0422,0.0451,0.0462,0.0427,0.3532,0.3067,"A03",1.18307692307692,1.26569194538462,7.78328970332257,8.09008870581408,3.7922823055206,2020-02-03,"Tank1",16.7,7.90514108551382
"A","04",0.0344,0.0317,0.0338,0.0347,0.2631,0.3097,"A04",0.838534107402032,0.922175695029028,7.63603924295881,8.09008870581408,5.61241636978548,2020-02-03,"Tank2",16.7,7.75318321513604
"A","05",0.0364,0.0338,0.0365,0.0364,0.2927,0.3104,"A05",0.945235487404162,1.02855915826944,7.68650263078002,8.09008870581408,4.98864832896103,2020-02-03,"Tank3",16.7,7.80547234208935
"A","06",0.0362,0.0336,0.0369,0.0361,0.289,0.2979,"A06",0.978552278820375,1.06177668230563,7.70125030640211,8.09008870581408,4.80635520266334,2020-02-03,"Tank4",16.7,7.82070978928225
"A","07",0.0348,0.0318,0.0358,0.0346,0.2799,0.322,"A07",0.866969273743017,0.9505261387919,7.65000626124724,8.09008870581408,5.43977279569966,2020-02-03,"Tank7",16.7,7.76767923946187
"A","08",0.0376,0.0357,0.0412,0.0373,0.2675,0.3163,"A08",0.842774146695715,0.926403101125635,7.63814757558754,8.09008870581408,5.58635568361252,2020-02-03,"Tank8",16.7,7.75537258058357
"A","09",0.0371,0.0344,0.0386,0.037,0.2683,0.3216,"A09",0.826563051925115,0.910240307311904,7.63003670432905,8.09008870581408,5.6866125726707,2020-02-03,"Tank9",16.7,7.74694766602449
"A","10",0.0353,0.0334,0.0384,0.0351,0.311,0.3152,"A10",1.0028880866426,1.08603998158845,7.71175045913071,8.09008870581408,4.67656487389898,2020-02-03,"Tank10",16.6,7.83302230842431
"A","11",0.0395,0.0369,0.041,0.039,0.3678,0.2869,"A11",1.34496753246753,1.42710020170455,7.83993403548395,8.09008870581408,3.0921128238106,2020-02-03,"Tank11",16.7,7.96314558961495
"A","12",0.0345,0.0319,0.0358,0.0351,0.3541,0.275,"A12",1.34786253143336,1.42998657502096,7.84089224905224,8.09008870581408,3.0802685338018,2020-02-03,"Tank12",16.7,7.96412502681902
"B","02",0.0342,0.0312,0.0336,0.0348,0.3719,0.2563,"B02",1.53129221071589,1.61286972557407,7.89827658837443,8.09008870581408,2.37095196869477,2020-02-03,"Sump",13.7,8.06875105289211
"B","03",0.0368,0.035,0.0394,0.0353,0.3191,0.2908,"B03",1.12930011862396,1.21207536892052,7.76298677503092,8.09008870581408,4.04324282066383,2020-02-03,"Tank1",16.7,7.88429588215372
"B","04",0.0378,0.0362,0.0401,0.0369,0.2755,0.3086,"B04",0.891610987379362,0.975094432442465,7.66179376215711,8.09008870581408,5.29406980851984,2020-02-03,"Tank2",16.7,7.77989897131433
"B","05",0.0469,0.0471,0.0519,0.0538,0.3164,0.3244,"B05",0.987951807228916,1.07114820481928,7.70533240990655,8.09008870581408,4.75589712175859,2020-02-03,"Tank3",16.7,7.82492407332655
"B","06",0.036,0.0331,0.0371,0.0356,0.3061,0.311,"B06",0.996718920889537,1.07988919686475,7.70910968950781,8.09008870581408,4.7092069093442,2020-02-03,"Tank4",16.7,7.82882237198759
"B","07",0.0359,0.0327,0.0361,0.0353,0.2661,0.3005,"B07",0.883018867924528,0.966527913207547,7.65771598046637,8.09008870581408,5.34447446833284,2020-02-03,"Tank7",16.7,7.77567312681211
"B","08",0.0367,0.0344,0.0399,0.0366,0.2686,0.3092,"B08",0.869710467706013,0.953259165367483,7.6513317223717,8.09008870581408,5.42338903066741,2020-02-03,"Tank8",16.7,7.76905395028668
"B","09",0.0375,0.0353,0.0403,0.0359,0.2588,0.3104,"B09",0.828487302171513,0.912158824254693,7.63100659776596,8.09008870581408,5.67462391009624,2020-02-03,"Tank9",16.7,7.74795544087956
"B","10",0.0354,0.0328,0.0373,0.0355,0.3129,0.3178,"B10",0.998573466476462,1.0817382168331,7.70990502844816,8.09008870581408,4.69937588067109,2020-02-03,"Tank10",16.6,7.83111768766406
"B","11",0.0356,0.0342,0.0373,0.0358,0.3566,0.2779,"B11",1.34026622296173,1.42241289975042,7.83837416298454,8.09008870581408,3.11139410187981,2020-02-03,"Tank11",16.7,7.9615510477304
"B","12",0.0365,0.0337,0.0382,0.0386,0.3521,0.2762,"B12",1.34082238236541,1.42296740207715,7.83855893951386,8.09008870581408,3.1091101154362,2020-02-03,"Tank12",16.7,7.96173993881353
"C","02",0.036,0.0326,0.0352,0.0362,0.3999,0.2771,"C02",1.5188249896566,1.60043965059992,7.89456847087131,8.09008870581408,2.416787281977,2020-02-03,"Sump",13.7,8.06495007523072
