"Rows","Column","NoDye_730","NoDye_578","NoDye_434","Dye_730","Dye_578","Dye_434","Well.Location","A1_A2","A1_A2_corr","pH_in_lab","pHtris","pHtris_error","daterun","Sample.Name","TempInSitu","pHinsitu"
"A","02",0.0413,0.0389,0.0423,0.0381,0.3409,0.3748,"A02",0.909145070002979,0.992576272266905,7.6700111204962,8.09008870581408,5.19249665354087,2020-02-13,"Sump",13.5,7.83555548753602
"A","03",0.0404,0.0374,0.0394,0.0396,0.3755,0.4585,"A03",0.807096927839962,0.890832182543463,7.62011408408516,8.09008870581408,5.80926413564745,2020-02-13,"Tank1",17,7.73231986212309
"A","04",0.0351,0.0315,0.0339,0.0356,0.3441,0.3975,"A04",0.85954282566786,0.943121817818783,7.64639705852793,8.09008870581408,5.48438544273673,2020-02-13,"Tank2",17,7.75958871091416
"A","05",0.0378,0.0353,0.0395,0.0366,0.3026,0.3215,"A05",0.948093220338983,1.03140837658898,7.68778508472158,8.09008870581408,4.9727961672828,2020-02-13,"Tank3",17,7.8024029394996
"A","06",0.0349,0.0311,0.0337,0.0354,0.2791,0.3367,"A06",0.818181818181818,0.901884045454546,7.62578942226326,8.09008870581408,5.73911239338009,2020-02-13,"Tank4",17,7.73821343737126
"A","07",0.0376,0.0339,0.0368,0.0369,0.2598,0.3084,"A07",0.832170400293794,0.915830948586118,7.63285761301619,8.09008870581408,5.65174387357826,2020-02-13,"Tank7",17,7.74554929195344
"A","08",0.0368,0.0336,0.0378,0.0373,0.2606,0.3185,"A08",0.808351177730193,0.892082695396146,7.62075960234324,8.09008870581408,5.80128501104759,2020-02-13,"Tank8",17,7.73299035207917
"A","09",0.0384,0.0358,0.0402,0.0377,0.2529,0.3304,"A09",0.748710897215538,0.832620113097284,7.58906480581949,8.09008870581408,6.19305817542547,2020-02-13,"Tank9",17,7.70002416054623
"A","10",0.037,0.0335,0.0369,0.0371,0.2624,0.3137,"A10",0.826888326707626,0.9105646129382,7.63020079146388,8.09008870581408,5.68458432377501,2020-02-13,"Tank10",17,7.74279239687927
"A","11",0.0391,0.0368,0.0399,0.0377,0.3424,0.2817,"A11",1.26233552631579,1.34471439761513,7.8118049890009,8.09008870581408,3.43981045119064,2020-02-13,"Tank11",17,7.92985600318779
"A","12",0.0348,0.0316,0.0355,0.0352,0.3466,0.2881,"A12",1.24742268041237,1.32984598453608,7.806560125216,8.09008870581408,3.50464118390102,2020-02-13,"Tank12",17,7.9244886316159
"B","02",0.0394,0.0362,0.0383,0.0384,0.3948,0.4208,"B02",0.93767926988266,1.02102545449804,7.68309543207021,8.09008870581408,5.03076404405028,2020-02-13,"Sump",13.5,7.84924866715322
"B","03",0.0357,0.0317,0.0337,0.0352,0.3429,0.3864,"B03",0.882502831257078,0.966013414071348,7.65746998252048,8.09008870581408,5.34751520070096,2020-02-13,"Tank1",17,7.77105816260478
"B","04",0.0369,0.0333,0.0358,0.0362,0.3127,0.337,"B04",0.927790659158662,1.0111663068897,7.67860048317857,8.09008870581408,5.08632522582582,2020-02-13,"Tank2",17,7.79291491885389
"B","05",0.0372,0.0348,0.038,0.0381,0.3524,0.3756,"B05",0.940599940599941,1.02393742307692,7.68441520628252,8.09008870581408,5.01445057382399,2020-02-13,"Tank3",17,7.79892258723283
"B","06",0.0388,0.0357,0.0384,0.0379,0.4221,0.5279,"B06",0.789763458401305,0.873550358176998,7.61110354713304,8.09008870581408,5.92064161591718,2020-02-13,"Tank4",17,7.72295675185497
"B","07",0.0406,0.0379,0.0389,0.0394,0.2825,0.3186,"B07",0.875044499822001,0.958577304734781,7.65390060612765,8.09008870581408,5.39163556232655,2020-02-13,"Tank7",17,7.76736217299104
"B","08",0.0364,0.0328,0.0347,0.0358,0.2724,0.3214,"B08",0.836059867734076,0.919708827358162,7.63480469180093,8.09008870581408,5.62767641454856,2020-02-13,"Tank8",17,7.7475693004418
"B","09",0.0379,0.034,0.0371,0.0375,0.2577,0.3238,"B09",0.780564263322884,0.864378572100314,7.60625214616786,8.09008870581408,5.98060883187236,2020-02-13,"Tank9",17,7.71791242424369
"B","10",0.0377,0.0348,0.0375,0.0363,0.2754,0.3276,"B10",0.830188679245283,0.913855132075472,7.63186253881235,8.09008870581408,5.66404379067468,2020-02-13,"Tank10",17,7.74451681235979
"B","11",0.0367,0.0331,0.0363,0.0358,0.3692,0.301,"B11",1.26882530120482,1.35118483621988,7.81407076937428,8.09008870581408,3.41180358432208,2020-02-13,"Tank11",17,7.93217415651502
"B","12",0.0376,0.0347,0.0367,0.0366,0.335,0.2851,"B12",1.20809943865277,1.2906399063753,7.79246595281109,8.09008870581408,3.67885648508529,2020-02-13,"Tank12",17,7.91005623939676
"C","02",0.0357,0.032,0.035,0.0352,0.4199,0.4636,"C02",0.905150314611979,0.988593419249592,7.66815109783235,8.09008870581408,5.21548802893224,2020-02-13,"Sump",13.5,7.83360718712218
"C","03",0.0381,0.0345,0.0368,0.0364,0.3147,0.3511,"C03",0.892088607594937,0.975570629588608,7.66201944131986,8.09008870581408,5.29128023264551,2020-02-13,"Tank1",17,7.77576734220466
"C","04",0.0362,0.0325,0.0337,0.0365,0.2943,0.3132,"C04",0.936604584527221,1.01995397116762,7.6826089154059,8.09008870581408,5.03677778113039,2020-02-13,"Tank2",17,7.79705667534331
"C","05",0.0376,0.0354,0.0394,0.0371,0.4012,0.4307,"C05",0.934915773353752,1.01827019180704,7.68184340415273,8.09008870581408,5.04624011561164,2020-02-13,"Tank3",17,7.79626581082718
"C","06",0.037,0.0334,0.0359,0.0372,0.3236,0.3736,"C06",0.859259259259259,0.942839096296296,7.6462587145521,8.09008870581408,5.4860954854922,2020-02-13,"Tank4",17,7.75944534263998
"C","07",0.0365,0.0325,0.0342,0.0365,0.2876,0.326,"C07",0.874228923920493,0.957764158841672,7.65350869966568,8.09008870581408,5.39647984124873,2020-02-13,"Tank7",17,7.76695629490996
"C","08",0.0366,0.0332,0.0357,0.0358,0.2777,0.321,"C08",0.857392520097868,0.940977919084236,7.64534700105435,8.09008870581408,5.497364997248,2020-02-13,"Tank8",17,7.75850047461794
"C","09",0.0367,0.0327,0.0353,0.036,0.2736,0.3382,"C09",0.795783926218709,0.87955288801054,7.61425231913775,8.09008870581408,5.88172026265128,2020-02-13,"Tank9",17,7.72622958171577
"C","10",0.0379,0.0339,0.0367,0.0357,0.291,0.3264,"C10",0.888317917094895,0.971811173860911,7.66023491339018,8.09008870581408,5.31333843243256,2020-02-13,"Tank10",17,7.77392038470369
"C","11",0.0366,0.0327,0.0364,0.0366,0.3617,0.293,"C11",1.282151208106,1.36447103858145,7.81869208764546,8.09008870581408,3.35468037542751,2020-02-13,"Tank11",17,7.93690127900909
"C","12",0.0351,0.0314,0.0336,0.0349,0.3433,0.2816,"C12",1.25745366639807,1.33984708319903,7.81009394803747,8.09008870581408,3.46096029299884,2020-02-13,"Tank12",17,7.92810519266613
"D","01",0.0368,0.0331,0.0355,0.0369,0.4793,0.4484,"D01",1.08066860465116,1.1635887525436,7.74389312769738,8.09008870581408,4.27925565102769,2020-02-13,"Tank13",17,7.8602103580818
"D","02",0.0375,0.0343,0.038,0.0368,0.4629,0.3861,"D02",1.23079128440367,1.31326414177179,7.8006466227084,8.09008870581408,3.57773682874047,2020-02-13,"Tank14",17,7.91843483963482
"D","03",0.0367,0.0326,0.0359,0.0359,0.4316,0.3759,"D03",1.1731220657277,1.25576674853286,7.77959236717823,8.09008870581408,3.83798435254124,2020-02-13,"Tank15",17,7.89686187290603
"D","04",0.0365,0.0327,0.0355,0.036,0.3811,0.3516,"D04",1.10202147820594,1.18487800521162,7.75236634717786,8.09008870581408,4.17451984665528,2020-02-13,"Tank16",17,7.86891823968458
"D","05",0.0362,0.0328,0.0364,0.0354,0.3743,0.3632,"D05",1.04487179487179,1.12789859935897,7.72935767688178,8.09008870581408,4.45892550811042,2020-02-13,"Tank17",17,7.8452593162933
"D","06",0.0361,0.0324,0.035,0.0357,0.3151,0.3538,"D06",0.886904761904762,0.970402229166667,7.65956443370934,8.09008870581408,5.32162610028413,2020-02-13,"Tank18",17,7.77322637541886
"D","07",0.0354,0.0317,0.0338,0.0352,0.3612,0.3082,"D07",1.2006554989075,1.28321814584851,7.78975340764396,8.09008870581408,3.71238572395724,2020-02-13,"Tank19",17,7.90727705992885
"D","08",0.036,0.0321,0.0357,0.0363,0.2997,0.3517,"D08",0.846689895470383,0.930307182926829,7.64008654718986,8.09008870581408,5.5623884358749,2020-02-13,"Tank20",17,7.75304724877912
"E","01",0.0369,0.0334,0.0365,0.0361,0.5099,0.4934,"E01",1.04282280970068,1.12585571913917,7.72851270645974,8.09008870581408,4.46937002179582,2020-02-13,"Tank13",17,7.84438967113121
"E","02",0.0366,0.033,0.0354,0.0363,0.4827,0.3986,"E02",1.23796423658872,1.3204157221458,7.80320546452849,8.09008870581408,3.54610748679945,2020-02-13,"Tank14",17,7.92105467032177
"E","03",0.0358,0.0318,0.0349,0.0361,0.3966,0.3389,"E03",1.20019756338492,1.28276157474481,7.78958606361729,8.09008870581408,3.71445423065428,2020-02-13,"Tank15",17,7.90710558849595
"E","04",0.0359,0.0324,0.0354,0.0356,0.3355,0.3047,"E04",1.12537091988131,1.20815787722552,7.76147078773992,8.09008870581408,4.06198164227789,2020-02-13,"Tank16",17,7.87826873987195
"E","05",0.0359,0.0321,0.0359,0.0354,0.3565,0.3432,"E05",1.05555555555556,1.13855052777778,7.73374040650146,8.09008870581408,4.40475144674898,2020-02-13,"Tank17",17,7.84976911401277
"E","06",0.0385,0.0352,0.0392,0.0373,0.3088,0.3337,"E06",0.929320257017247,1.01269134731146,7.67929847400655,8.09008870581408,5.07769749807945,2020-02-13,"Tank18",17,7.79363622650577
"E","07",0.0372,0.0335,0.0361,0.0365,0.3533,0.3019,"E07",1.20262664165103,1.28518341557223,7.79047309620279,8.09008870581408,3.70348979481489,2020-02-13,"Tank19",17,7.90801447704889
"E","08",0.0372,0.0336,0.0365,0.0364,0.2991,0.3282,"E08",0.91042735042735,0.993854732136752,7.67060667374706,8.09008870581408,5.18513513659685,2020-02-13,"Tank20",17,7.78465101817591
"F","01",0.0391,0.036,0.038,0.0389,0.4814,0.4485,"F01",1.08497686876065,1.16788418018018,7.74561432034898,8.09008870581408,4.25798032619277,2020-02-13,"Tank13",17,7.8619796658474
"F","02",0.0365,0.033,0.0345,0.0358,0.4418,0.3593,"F02",1.25806451612903,1.34045611290323,7.81030835790895,8.09008870581408,3.45831001462399,2020-02-13,"Tank14",17,7.92832459642637
"F","03",0.0358,0.0318,0.0345,0.0356,0.4582,0.3924,"F03",1.19128734990226,1.27387790924323,7.7863189618921,8.09008870581408,3.75483823439007,2020-02-13,"Tank15",17,7.90375751845643
"F","04",0.0423,0.0394,0.0424,0.0407,0.4215,0.387,"F04",1.10831889081456,1.19115665467938,7.75483815208299,8.09008870581408,4.14396635095191,2020-02-13,"Tank16",17,7.8714574661478
"F","05",0.0363,0.0335,0.0357,0.0354,0.3926,0.3739,"F05",1.06163373636096,1.14461059864347,7.73621671624668,8.09008870581408,4.37414226760073,2020-02-13,"Tank17",17,7.85231654392986
"F","06",0.0358,0.0325,0.0364,0.0356,0.3183,0.3354,"F06",0.955882352941177,1.03917430147059,7.69126368787758,8.09008870581408,4.92979783583687,2020-02-13,"Tank18",17,7.80599455106075
"F","07",0.035,0.0318,0.0345,0.0346,0.368,0.3147,"F07",1.19957234497505,1.2821382191732,7.78935750007252,8.09008870581408,3.71727945980911,2020-02-13,"Tank19",17,7.9068713844957
"F","08",0.0381,0.0344,0.038,0.0372,0.3173,0.3478,"F08",0.913421306726746,0.996839767943354,7.67199439526914,8.09008870581408,5.16798178299908,2020-02-13,"Tank20",17,7.78608603150603
