"Rows","Column","NoDye_730","NoDye_578","NoDye_434","Dye_730","Dye_578","Dye_434","Well.Location","A1_A2","A1_A2_corr","pH_in_lab","pHtris","pHtris_error","daterun","Sample.Name","TempInSitu","pHinsitu"
"A","02",0.034,0.0313,0.034,0.0335,0.3587,0.2689,"A02",1.39294817332201,1.47493788423959,7.85559112943276,8.09008870581408,2.89857855591616,2020-02-04,"Sump",13.8,8.02340261338416
"A","03",0.0369,0.0344,0.0386,0.0356,0.3808,0.3272,"A03",1.19937909624008,1.28194554622284,7.78928683255202,8.09008870581408,3.7181529671719,2020-02-04,"Tank1",16.7,7.9112925915868
"A","04",0.0358,0.0324,0.0343,0.0345,0.3685,0.3061,"A04",1.23544489198096,1.3179038839253,7.80230818844953,8.09008870581408,3.55719854045276,2020-02-04,"Tank2",16.6,7.92614326601918
"A","05",0.0509,0.0484,0.0525,0.0496,0.3272,0.3709,"A05",0.876133875508289,0.959663434626212,7.65442358920047,8.09008870581408,5.38517107112209,2020-02-04,"Tank3",16.7,7.77226006189891
"A","06",0.0356,0.0328,0.036,0.0344,0.3348,0.3773,"A06",0.885255474452555,0.968757855766423,7.65878075191516,8.09008870581408,5.33131303725949,2020-02-04,"Tank4",16.7,7.77677670866091
"A","07",0.0363,0.0334,0.0366,0.0348,0.29,0.3204,"A07",0.904661759551349,0.988106319838766,7.66792313215391,8.09008870581408,5.21830586797866,2020-02-04,"Tank7",16.8,7.78478967531624
"A","08",0.0352,0.032,0.0356,0.0348,0.2939,0.3414,"A08",0.856629653821032,0.940217325767472,7.64497392485641,8.09008870581408,5.50197651896926,2020-02-04,"Tank8",16.7,7.76245841810723
"A","09",0.0384,0.0355,0.0394,0.0393,0.316,0.36,"A09",0.874569909289959,0.95810412824523,7.65367259081653,8.09008870581408,5.39445401487273,2020-02-04,"Tank9",16.6,7.77293489210465
"A","10",0.0362,0.0338,0.0369,0.0355,0.2698,0.3386,"A10",0.782738095238095,0.866545927083333,7.60740298523758,8.09008870581408,5.96638353581477,2020-02-04,"Tank10",16.7,7.72340450665477
"A","11",0.0356,0.033,0.035,0.0375,0.4001,0.3103,"A11",1.33577176298464,1.41793183101683,7.83687851144581,8.09008870581408,3.1298815572479,2020-02-04,"Tank11",16.8,7.95851102601619
"A","12",0.0373,0.0367,0.0388,0.0364,0.3993,0.2865,"A12",1.46218825422365,1.54397166432019,7.87738782673455,8.09008870581408,2.62915385497158,2020-02-04,"Tank12",16.7,8.00138922090864
"B","02",0.0338,0.0306,0.0339,0.0338,0.396,0.2914,"B02",1.41902912621359,1.50094112893204,7.86390833891892,8.09008870581408,2.79577116048948,2020-02-04,"Sump",13.8,8.03194755682414
"B","03",0.034,0.0308,0.0333,0.0344,0.3715,0.3189,"B03",1.19319775596073,1.27578262324684,7.78702122307951,8.09008870581408,3.74615772156826,2020-02-04,"Tank1",16.7,7.90896896537412
"B","04",0.0357,0.0327,0.0348,0.0348,0.3966,0.3257,"B04",1.25017135023989,1.33258646470185,7.80753088831483,8.09008870581408,3.49264177160614,2020-02-04,"Tank2",16.6,7.93149497356084
"B","05",0.0356,0.0332,0.0377,0.0362,0.3236,0.3556,"B05",0.913331232272297,0.996749961865742,7.67195270246522,8.09008870581408,5.16849713957232,2020-02-04,"Tank3",16.7,7.79042009748208
"B","06",0.034,0.0308,0.0339,0.0343,0.3086,0.3421,"B06",0.901266645014615,0.984721321045794,7.6663359861619,8.09008870581408,5.23792426834138,2020-02-04,"Tank4",16.7,7.7846043092004
