PST,date,SampleID,Salinity_lab,pH,TempInSitu
2020-03-03T10:48:25Z,20200303,SN197,34,8.150918531,23.1
2020-03-03T10:48:30Z,20200303,SN197,34,8.150918531,23.1
2020-03-03T10:48:35Z,20200303,SN197,34,8.150918531,23.1
2020-03-03T10:48:40Z,20200303,SN197,34,8.150918531,23.1
2020-03-03T10:48:45Z,20200303,SN197,34,8.150578293,23.1
2020-03-03T10:48:50Z,20200303,SN197,34,8.15036773,23.12
2020-03-03T10:48:55Z,20200303,SN197,34,8.150197622,23.12
2020-03-03T10:49:00Z,20200303,SN197,34,8.150197622,23.12
2020-03-03T10:49:05Z,20200303,SN197,34,8.150197622,23.12
2020-03-03T10:49:10Z,20200303,SN197,34,8.150197622,23.12
2020-03-03T10:49:15Z,20200303,SN197,34,8.150197622,23.12
2020-03-03T10:49:20Z,20200303,SN197,34,8.149857407,23.12
2020-03-03T10:49:25Z,20200303,SN197,34,8.149857407,23.12
2020-03-03T10:49:30Z,20200303,SN197,34,8.149857407,23.12
2020-03-03T10:49:35Z,20200303,SN197,34,8.149857407,23.12
2020-03-03T10:49:40Z,20200303,SN197,34,8.149371539,23.15
2020-03-03T10:49:45Z,20200303,SN197,34,8.149371539,23.15
2020-03-03T10:49:50Z,20200303,SN197,34,8.149371539,23.15
2020-03-03T10:49:55Z,20200303,SN197,34,8.149031359,23.15
2020-03-03T10:50:00Z,20200303,SN197,34,8.149371539,23.15
2020-03-03T10:50:05Z,20200303,SN197,34,8.149031359,23.15
2020-03-03T10:50:10Z,20200303,SN197,34,8.149031359,23.15
2020-03-03T10:50:15Z,20200303,SN197,34,8.149031359,23.15
2020-03-03T10:50:20Z,20200303,SN197,34,8.149031359,23.15
2020-03-03T10:50:25Z,20200303,SN197,34,8.148861269,23.15
2020-03-03T10:50:30Z,20200303,SN197,34,8.149031359,23.15
2020-03-03T10:50:35Z,20200303,SN197,34,8.148861269,23.15
2020-03-03T10:50:40Z,20200303,SN197,34,8.148650806,23.17
2020-03-03T10:50:45Z,20200303,SN197,34,8.148310649,23.17
2020-03-03T10:50:50Z,20200303,SN197,34,8.148650806,23.17
2020-03-03T10:50:55Z,20200303,SN197,34,8.148650806,23.17
2020-03-03T10:51:00Z,20200303,SN197,34,8.148310649,23.17
2020-03-03T10:51:05Z,20200303,SN197,34,8.148310649,23.17
2020-03-03T10:51:10Z,20200303,SN197,34,8.148310649,23.17
2020-03-03T10:51:15Z,20200303,SN197,34,8.148310649,23.17
2020-03-03T10:51:20Z,20200303,SN197,34,8.148310649,23.17
2020-03-03T10:51:25Z,20200303,SN197,34,8.147970491,23.17
2020-03-03T10:51:30Z,20200303,SN197,34,8.147970491,23.17
2020-03-03T10:51:35Z,20200303,SN197,34,8.147970491,23.17
2020-03-03T10:51:40Z,20200303,SN197,34,8.147970491,23.17
2020-03-03T10:51:45Z,20200303,SN197,34,8.147970491,23.17
2020-03-03T10:51:50Z,20200303,SN197,34,8.147970491,23.17
2020-03-03T10:51:55Z,20200303,SN197,34,8.147970491,23.17
2020-03-03T10:52:00Z,20200303,SN197,34,8.147800413,23.17
2020-03-03T10:52:05Z,20200303,SN197,34,8.147800413,23.17
2020-03-03T10:52:10Z,20200303,SN197,34,8.147800413,23.17
2020-03-03T10:52:15Z,20200303,SN197,34,8.147484821,23.2
2020-03-03T10:52:20Z,20200303,SN197,34,8.147484821,23.2
2020-03-03T10:52:25Z,20200303,SN197,34,8.147484821,23.2
2020-03-03T10:52:30Z,20200303,SN197,34,8.147144698,23.2
2020-03-03T10:52:35Z,20200303,SN197,34,8.147144698,23.2
2020-03-03T10:52:40Z,20200303,SN197,34,8.147144698,23.2
2020-03-03T10:52:45Z,20200303,SN197,34,8.147144698,23.2
2020-03-03T10:52:50Z,20200303,SN197,34,8.147144698,23.2
2020-03-03T10:52:55Z,20200303,SN197,34,8.146974636,23.2
2020-03-03T10:53:00Z,20200303,SN197,34,8.147144698,23.2
2020-03-03T10:53:05Z,20200303,SN197,34,8.146974636,23.2
2020-03-03T10:53:10Z,20200303,SN197,34,8.146974636,23.2
2020-03-03T10:53:15Z,20200303,SN197,34,8.146974636,23.2
2020-03-03T10:53:20Z,20200303,SN197,34,8.146634513,23.2
2020-03-03T10:53:25Z,20200303,SN197,34,8.149355498,23.2
2020-03-03T10:53:30Z,20200303,SN197,34,8.146974636,23.2
2020-03-03T10:53:35Z,20200303,SN197,34,8.146974636,23.2
2020-03-03T10:53:40Z,20200303,SN197,34,8.146974636,23.2
2020-03-03T10:53:45Z,20200303,SN197,34,8.146764287,23.22
2020-03-03T10:53:50Z,20200303,SN197,34,8.146424187,23.22
2020-03-03T10:53:55Z,20200303,SN197,34,8.146424187,23.22
2020-03-03T10:54:00Z,20200303,SN197,34,8.146424187,23.22
2020-03-03T10:54:05Z,20200303,SN197,34,8.146424187,23.22
2020-03-03T10:54:10Z,20200303,SN197,34,8.146424187,23.22
2020-03-03T10:54:15Z,20200303,SN197,34,8.146254137,23.22
2020-03-03T10:54:20Z,20200303,SN197,34,8.146424187,23.22
2020-03-03T10:54:25Z,20200303,SN197,34,8.145914037,23.22
2020-03-03T10:54:30Z,20200303,SN197,34,8.145914037,23.22
2020-03-03T10:54:35Z,20200303,SN197,34,8.146254137,23.22
2020-03-03T10:54:40Z,20200303,SN197,34,8.145914037,23.22
2020-03-03T10:54:45Z,20200303,SN197,34,8.146254137,23.22
2020-03-03T10:54:50Z,20200303,SN197,34,8.146254137,23.22
2020-03-03T10:54:55Z,20200303,SN197,34,8.145914037,23.22
2020-03-03T10:55:00Z,20200303,SN197,34,8.145914037,23.22
2020-03-03T10:55:05Z,20200303,SN197,34,8.145914037,23.22
2020-03-03T10:55:10Z,20200303,SN197,34,8.145914037,23.22
2020-03-03T10:55:15Z,20200303,SN197,34,8.145573937,23.22
2020-03-03T10:55:20Z,20200303,SN197,34,8.145914037,23.22
2020-03-03T10:55:25Z,20200303,SN197,34,8.145914037,23.22
2020-03-03T10:55:30Z,20200303,SN197,34,8.145363675,23.24
2020-03-03T10:55:35Z,20200303,SN197,34,8.145363675,23.24
2020-03-03T10:55:40Z,20200303,SN197,34,8.145193637,23.24
2020-03-03T10:55:45Z,20200303,SN197,34,8.145363675,23.24
2020-03-03T10:55:50Z,20200303,SN197,34,8.145363675,23.24
2020-03-03T10:55:55Z,20200303,SN197,34,8.145363675,23.24
2020-03-03T10:56:00Z,20200303,SN197,34,8.145193637,23.24
2020-03-03T10:56:05Z,20200303,SN197,34,8.145363675,23.24
2020-03-03T10:56:10Z,20200303,SN197,34,8.145193637,23.24
2020-03-03T10:56:15Z,20200303,SN197,34,8.145193637,23.24
2020-03-03T10:56:20Z,20200303,SN197,34,8.145363675,23.24
2020-03-03T10:56:25Z,20200303,SN197,34,8.145193637,23.24
2020-03-03T10:56:30Z,20200303,SN197,34,8.145193637,23.24
2020-03-03T10:56:35Z,20200303,SN197,34,8.145363675,23.24
2020-03-03T10:56:40Z,20200303,SN197,34,8.145193637,23.24
2020-03-03T10:56:45Z,20200303,SN197,34,8.145193637,23.24
2020-03-03T10:56:50Z,20200303,SN197,34,8.14485356,23.24
2020-03-03T10:56:55Z,20200303,SN197,34,8.145193637,23.24
2020-03-03T10:57:00Z,20200303,SN197,34,8.15420568,23.24
2020-03-03T10:57:05Z,20200303,SN197,34,8.143833328,23.24
2020-03-03T10:57:10Z,20200303,SN197,34,8.144683521,23.24
2020-03-03T10:57:15Z,20200303,SN197,34,8.144368214,23.27
2020-03-03T10:57:20Z,20200303,SN197,34,8.144538235,23.27
2020-03-03T10:57:25Z,20200303,SN197,34,8.144368214,23.27
2020-03-03T10:57:30Z,20200303,SN197,34,8.144538235,23.27
2020-03-03T10:57:35Z,20200303,SN197,34,8.144368214,23.27
2020-03-03T10:57:40Z,20200303,SN197,34,8.144368214,23.27
2020-03-03T10:57:45Z,20200303,SN197,34,8.144028171,23.27
2020-03-03T10:57:50Z,20200303,SN197,34,8.144368214,23.27
2020-03-03T10:57:55Z,20200303,SN197,34,8.144028171,23.27
2020-03-03T10:58:00Z,20200303,SN197,34,8.144368214,23.27
2020-03-03T10:58:05Z,20200303,SN197,34,8.144028171,23.27
2020-03-03T10:58:10Z,20200303,SN197,34,8.144878278,23.27
2020-03-03T10:58:15Z,20200303,SN197,34,8.144538235,23.27
2020-03-03T10:58:20Z,20200303,SN197,34,8.144368214,23.27
2020-03-03T10:58:25Z,20200303,SN197,34,8.144158019,23.29
2020-03-03T10:58:30Z,20200303,SN197,34,8.144158019,23.29
2020-03-03T10:58:35Z,20200303,SN197,34,8.144158019,23.29
2020-03-03T10:58:40Z,20200303,SN197,34,8.144158019,23.29
2020-03-03T10:58:45Z,20200303,SN197,34,8.14313796,23.29
2020-03-03T10:58:50Z,20200303,SN197,34,8.14313796,23.29
2020-03-03T10:58:55Z,20200303,SN197,34,8.143817999,23.29
2020-03-03T10:59:00Z,20200303,SN197,34,8.144158019,23.29
2020-03-03T10:59:05Z,20200303,SN197,34,8.144158019,23.29
2020-03-03T10:59:10Z,20200303,SN197,34,8.143817999,23.29
2020-03-03T10:59:15Z,20200303,SN197,34,8.143817999,23.29
2020-03-03T10:59:20Z,20200303,SN197,34,8.143817999,23.29
2020-03-03T10:59:25Z,20200303,SN197,34,8.143817999,23.29
2020-03-03T10:59:30Z,20200303,SN197,34,8.143817999,23.29
2020-03-03T10:59:35Z,20200303,SN197,34,8.143817999,23.29
2020-03-03T10:59:40Z,20200303,SN197,34,8.143817999,23.29
2020-03-03T10:59:45Z,20200303,SN197,34,8.143502757,23.32
2020-03-03T10:59:50Z,20200303,SN197,34,8.143502757,23.32
2020-03-03T10:59:55Z,20200303,SN197,34,8.143502757,23.32
2020-03-03T11:00:00Z,20200303,SN197,34,8.143842742,23.32
2020-03-03T11:00:05Z,20200303,SN197,34,8.143502757,23.32
2020-03-03T11:00:10Z,20200303,SN197,34,8.143502757,23.32
2020-03-03T11:00:15Z,20200303,SN197,34,8.143502757,23.32
2020-03-03T11:00:20Z,20200303,SN197,34,8.143502757,23.32
2020-03-03T11:00:25Z,20200303,SN197,34,8.143502757,23.32
2020-03-03T11:00:30Z,20200303,SN197,34,8.143502757,23.32
2020-03-03T11:00:35Z,20200303,SN197,34,8.143502757,23.32
2020-03-03T11:00:40Z,20200303,SN197,34,8.143502757,23.32
2020-03-03T11:00:45Z,20200303,SN197,34,8.143502757,23.32
2020-03-03T11:00:50Z,20200303,SN197,34,8.143502757,23.32
2020-03-03T11:00:55Z,20200303,SN197,34,8.143502757,23.32
2020-03-03T11:01:00Z,20200303,SN197,34,8.145202684,23.32
2020-03-03T11:01:05Z,20200303,SN197,34,8.143842742,23.32
2020-03-03T11:01:10Z,20200303,SN197,34,8.143332764,23.32
2020-03-03T11:01:15Z,20200303,SN197,34,8.143332764,23.32
2020-03-03T11:01:20Z,20200303,SN197,34,8.143332764,23.32
2020-03-03T11:01:25Z,20200303,SN197,34,8.143332764,23.32
2020-03-03T11:01:30Z,20200303,SN197,34,8.143332764,23.32
2020-03-03T11:01:35Z,20200303,SN197,34,8.143332764,23.32
2020-03-03T11:01:40Z,20200303,SN197,34,8.143502757,23.32
2020-03-03T11:01:45Z,20200303,SN197,34,8.143332764,23.32
2020-03-03T11:01:50Z,20200303,SN197,34,8.143332764,23.32
2020-03-03T11:01:55Z,20200303,SN197,34,8.143332764,23.32
2020-03-03T11:02:00Z,20200303,SN197,34,8.143332764,23.32
2020-03-03T11:02:05Z,20200303,SN197,34,8.14261268,23.34
2020-03-03T11:02:10Z,20200303,SN197,34,8.143122624,23.34
2020-03-03T11:02:15Z,20200303,SN197,34,8.142782662,23.34
2020-03-03T11:02:20Z,20200303,SN197,34,8.142782662,23.34
2020-03-03T11:02:25Z,20200303,SN197,34,8.143122624,23.34
2020-03-03T11:02:30Z,20200303,SN197,34,8.142782662,23.34
2020-03-03T11:02:35Z,20200303,SN197,34,8.14261268,23.34
2020-03-03T11:02:40Z,20200303,SN197,34,8.144312493,23.34
2020-03-03T11:02:45Z,20200303,SN197,34,8.143292605,23.34
2020-03-03T11:02:50Z,20200303,SN197,34,8.14261268,23.34
2020-03-03T11:02:55Z,20200303,SN197,34,8.14261268,23.34
2020-03-03T11:03:00Z,20200303,SN197,34,8.142782662,23.34
2020-03-03T11:03:05Z,20200303,SN197,34,8.142782662,23.34
2020-03-03T11:03:10Z,20200303,SN197,34,8.14261268,23.34
2020-03-03T11:03:15Z,20200303,SN197,34,8.142782662,23.34
2020-03-03T11:03:20Z,20200303,SN197,34,8.142782662,23.34
2020-03-03T11:03:25Z,20200303,SN197,34,8.142782662,23.34
2020-03-03T11:03:30Z,20200303,SN197,34,8.14261268,23.34
2020-03-03T11:03:35Z,20200303,SN197,34,8.142782662,23.34
2020-03-03T11:03:40Z,20200303,SN197,34,8.142782662,23.34
2020-03-03T11:03:45Z,20200303,SN197,34,8.142782662,23.34
2020-03-03T11:03:50Z,20200303,SN197,34,8.142782662,23.34
2020-03-03T11:03:55Z,20200303,SN197,34,8.14261268,23.34
2020-03-03T11:04:00Z,20200303,SN197,34,8.14261268,23.34
2020-03-03T11:04:05Z,20200303,SN197,34,8.14261268,23.34
2020-03-03T11:04:10Z,20200303,SN197,34,8.137003301,23.34
2020-03-03T11:04:15Z,20200303,SN197,34,8.14261268,23.34
2020-03-03T11:04:20Z,20200303,SN197,34,8.142782662,23.34
2020-03-03T11:04:25Z,20200303,SN197,34,8.143292605,23.34
2020-03-03T11:04:30Z,20200303,SN197,34,8.14261268,23.34
2020-03-03T11:04:35Z,20200303,SN197,34,8.142272718,23.34
2020-03-03T11:04:40Z,20200303,SN197,34,8.141932756,23.34
2020-03-03T11:04:45Z,20200303,SN197,34,8.141722704,23.36
2020-03-03T11:04:50Z,20200303,SN197,34,8.141552734,23.36
2020-03-03T11:04:55Z,20200303,SN197,34,8.141212795,23.36
2020-03-03T11:05:00Z,20200303,SN197,34,8.141212795,23.36
2020-03-03T11:05:05Z,20200303,SN197,34,8.140727831,23.39
2020-03-03T11:05:10Z,20200303,SN197,34,8.140387926,23.39
2020-03-03T11:05:15Z,20200303,SN197,34,8.140387926,23.39
2020-03-03T11:05:20Z,20200303,SN197,34,8.140217974,23.39
2020-03-03T11:05:25Z,20200303,SN197,34,8.139878069,23.39
2020-03-03T11:05:30Z,20200303,SN197,34,8.139878069,23.39
2020-03-03T11:05:35Z,20200303,SN197,34,8.139328258,23.41
2020-03-03T11:05:40Z,20200303,SN197,34,8.139158317,23.41
2020-03-03T11:05:45Z,20200303,SN197,34,8.139158317,23.41
2020-03-03T11:05:50Z,20200303,SN197,34,8.138818435,23.41
2020-03-03T11:05:55Z,20200303,SN197,34,8.138648494,23.41
2020-03-03T11:06:00Z,20200303,SN197,34,8.138333719,23.44
2020-03-03T11:06:05Z,20200303,SN197,34,8.137993871,23.44
2020-03-03T11:06:10Z,20200303,SN197,34,8.137823948,23.44
2020-03-03T11:06:15Z,20200303,SN197,34,8.137614142,23.46
2020-03-03T11:06:20Z,20200303,SN197,34,8.137274317,23.46
2020-03-03T11:06:25Z,20200303,SN197,34,8.137104405,23.46
2020-03-03T11:06:30Z,20200303,SN197,34,8.13655484,23.48
2020-03-03T11:06:35Z,20200303,SN197,34,8.13655484,23.48
2020-03-03T11:06:40Z,20200303,SN197,34,8.135900477,23.51
2020-03-03T11:06:45Z,20200303,SN197,34,8.135730593,23.51
2020-03-03T11:06:50Z,20200303,SN197,34,8.135390826,23.51
2020-03-03T11:06:55Z,20200303,SN197,34,8.13501129,23.53
2020-03-03T11:07:00Z,20200303,SN197,34,8.134671545,23.53
2020-03-03T11:07:05Z,20200303,SN197,34,8.134187262,23.56
2020-03-03T11:07:10Z,20200303,SN197,34,8.133847551,23.56
2020-03-03T11:07:15Z,20200303,SN197,34,8.133637977,23.58
2020-03-03T11:07:20Z,20200303,SN197,34,8.133298289,23.58
2020-03-03T11:07:25Z,20200303,SN197,34,8.132918913,23.6
2020-03-03T11:07:30Z,20200303,SN197,34,8.132579248,23.6
2020-03-03T11:07:35Z,20200303,SN197,34,8.132095183,23.63
2020-03-03T11:07:40Z,20200303,SN197,34,8.131755553,23.63
2020-03-03T11:07:45Z,20200303,SN197,34,8.131376293,23.65
2020-03-03T11:07:50Z,20200303,SN197,34,8.131376293,23.65
2020-03-03T11:07:55Z,20200303,SN197,34,8.130722567,23.68
2020-03-03T11:08:00Z,20200303,SN197,34,8.130343389,23.7
2020-03-03T11:08:05Z,20200303,SN197,34,8.130003839,23.7
2020-03-03T11:08:10Z,20200303,SN197,34,8.129454951,23.72
2020-03-03T11:08:15Z,20200303,SN197,34,8.129285188,23.72
2020-03-03T11:08:20Z,20200303,SN197,34,8.128971213,23.75
2020-03-03T11:08:25Z,20200303,SN197,34,8.12863172,23.75
2020-03-03T11:08:30Z,20200303,SN197,34,8.1282527,23.77
2020-03-03T11:08:35Z,20200303,SN197,34,8.1282527,23.77
2020-03-03T11:08:40Z,20200303,SN197,34,8.127599369,23.8
2020-03-03T11:08:45Z,20200303,SN197,34,8.127429651,23.8
2020-03-03T11:08:50Z,20200303,SN197,34,8.126881018,23.82
2020-03-03T11:08:55Z,20200303,SN197,34,8.126881018,23.82
2020-03-03T11:09:00Z,20200303,SN197,34,8.126058169,23.85
2020-03-03T11:09:05Z,20200303,SN197,34,8.126058169,23.85
2020-03-03T11:09:10Z,20200303,SN197,34,8.125509669,23.87
2020-03-03T11:09:15Z,20200303,SN197,34,8.125339991,23.87
2020-03-03T11:09:20Z,20200303,SN197,34,8.125130889,23.89
2020-03-03T11:09:25Z,20200303,SN197,34,8.124791556,23.89
2020-03-03T11:09:30Z,20200303,SN197,34,8.124621889,23.89
2020-03-03T11:09:35Z,20200303,SN197,34,8.123969002,23.92
2020-03-03T11:09:40Z,20200303,SN197,34,8.123969002,23.92
2020-03-03T11:09:45Z,20200303,SN197,34,8.123590338,23.94
2020-03-03T11:09:50Z,20200303,SN197,34,8.123251062,23.94
2020-03-03T11:09:55Z,20200303,SN197,34,8.122598346,23.97
2020-03-03T11:10:00Z,20200303,SN197,34,8.122598346,23.97
2020-03-03T11:10:05Z,20200303,SN197,34,8.122089483,23.97
2020-03-03T11:10:10Z,20200303,SN197,34,8.121880566,23.99
2020-03-03T11:10:15Z,20200303,SN197,34,8.121880566,23.99
2020-03-03T11:10:20Z,20200303,SN197,34,8.121502059,24.01
2020-03-03T11:10:25Z,20200303,SN197,34,8.121162863,24.01
2020-03-03T11:10:30Z,20200303,SN197,34,8.120993265,24.01
2020-03-03T11:10:35Z,20200303,SN197,34,8.120340821,24.04
2020-03-03T11:10:40Z,20200303,SN197,34,8.120340821,24.04
2020-03-03T11:10:45Z,20200303,SN197,34,8.119792859,24.06
2020-03-03T11:10:50Z,20200303,SN197,34,8.119623289,24.06
2020-03-03T11:10:55Z,20200303,SN197,34,8.119623289,24.06
2020-03-03T11:11:00Z,20200303,SN197,34,8.118971015,24.09
2020-03-03T11:11:05Z,20200303,SN197,34,8.118801463,24.09
2020-03-03T11:11:10Z,20200303,SN197,34,8.118801463,24.09
2020-03-03T11:11:15Z,20200303,SN197,34,8.118253644,24.11
2020-03-03T11:11:20Z,20200303,SN197,34,8.118253644,24.11
2020-03-03T11:11:25Z,20200303,SN197,34,8.118084103,24.11
2020-03-03T11:11:30Z,20200303,SN197,34,8.117536349,24.13
2020-03-03T11:11:35Z,20200303,SN197,34,8.117536349,24.13
2020-03-03T11:11:40Z,20200303,SN197,34,8.11736682,24.13
2020-03-03T11:11:45Z,20200303,SN197,34,8.117053841,24.16
2020-03-03T11:11:50Z,20200303,SN197,34,8.116714817,24.16
2020-03-03T11:11:55Z,20200303,SN197,34,8.116714817,24.16
2020-03-03T11:12:00Z,20200303,SN197,34,8.116845198,24.18
2020-03-03T11:12:05Z,20200303,SN197,34,8.123455737,24.18
2020-03-03T11:12:10Z,20200303,SN197,34,8.115854311,24.21
2020-03-03T11:12:15Z,20200303,SN197,34,8.11534586,24.21
2020-03-03T11:12:20Z,20200303,SN197,34,8.11534586,24.21
2020-03-03T11:12:25Z,20200303,SN197,34,8.115176376,24.21
2020-03-03T11:12:30Z,20200303,SN197,34,8.115176376,24.21
2020-03-03T11:12:35Z,20200303,SN197,34,8.115176376,24.21
2020-03-03T11:12:40Z,20200303,SN197,34,8.115176376,24.21
2020-03-03T11:12:45Z,20200303,SN197,34,8.114837408,24.21
2020-03-03T11:12:50Z,20200303,SN197,34,8.114628896,24.23
2020-03-03T11:12:55Z,20200303,SN197,34,8.114628896,24.23
2020-03-03T11:13:00Z,20200303,SN197,34,8.114628896,24.23
2020-03-03T11:13:05Z,20200303,SN197,34,8.114459424,24.23
2020-03-03T11:13:10Z,20200303,SN197,34,8.115137314,24.23
2020-03-03T11:13:15Z,20200303,SN197,34,8.114628896,24.23
2020-03-03T11:13:20Z,20200303,SN197,34,8.114250931,24.25
2020-03-03T11:13:25Z,20200303,SN197,34,8.114250931,24.25
2020-03-03T11:13:30Z,20200303,SN197,34,8.114250931,24.25
2020-03-03T11:13:35Z,20200303,SN197,34,8.113912008,24.25
2020-03-03T11:13:40Z,20200303,SN197,34,8.113912008,24.25
2020-03-03T11:13:45Z,20200303,SN197,34,8.113912008,24.25
2020-03-03T11:13:50Z,20200303,SN197,34,8.113912008,24.25
2020-03-03T11:13:55Z,20200303,SN197,34,8.113260428,24.28
2020-03-03T11:14:00Z,20200303,SN197,34,8.113260428,24.28
2020-03-03T11:14:05Z,20200303,SN197,34,8.113090984,24.28
2020-03-03T11:14:10Z,20200303,SN197,34,8.113090984,24.28
2020-03-03T11:14:15Z,20200303,SN197,34,8.113260428,24.28
2020-03-03T11:14:20Z,20200303,SN197,34,8.113090984,24.28
2020-03-03T11:14:25Z,20200303,SN197,34,8.113090984,24.28
2020-03-03T11:14:30Z,20200303,SN197,34,8.113090984,24.28
2020-03-03T11:14:35Z,20200303,SN197,34,8.112882565,24.3
2020-03-03T11:14:40Z,20200303,SN197,34,8.112882565,24.3
2020-03-03T11:14:45Z,20200303,SN197,34,8.112882565,24.3
2020-03-03T11:14:50Z,20200303,SN197,34,8.1125437,24.3
2020-03-03T11:14:55Z,20200303,SN197,34,8.1125437,24.3
2020-03-03T11:15:00Z,20200303,SN197,34,8.1125437,24.3
2020-03-03T11:15:05Z,20200303,SN197,34,8.1125437,24.3
2020-03-03T11:15:10Z,20200303,SN197,34,8.112231119,24.33
2020-03-03T11:15:15Z,20200303,SN197,34,8.112231119,24.33
2020-03-03T11:15:20Z,20200303,SN197,34,8.112061704,24.33
2020-03-03T11:15:25Z,20200303,SN197,34,8.112061704,24.33
2020-03-03T11:15:30Z,20200303,SN197,34,8.112231119,24.33
2020-03-03T11:15:35Z,20200303,SN197,34,8.112061704,24.33
2020-03-03T11:15:40Z,20200303,SN197,34,8.112231119,24.33
2020-03-03T11:15:45Z,20200303,SN197,34,8.112061704,24.33
2020-03-03T11:15:50Z,20200303,SN197,34,8.112061704,24.33
2020-03-03T11:15:55Z,20200303,SN197,34,8.111853336,24.35
2020-03-03T11:16:00Z,20200303,SN197,34,8.111853336,24.35
2020-03-03T11:16:05Z,20200303,SN197,34,8.111853336,24.35
2020-03-03T11:16:10Z,20200303,SN197,34,8.111853336,24.35
