"Sample.Name","pHmean","SE"
"Sump",7.53175092635813,0.0242955309766565
"Tank10",7.3083908956867,0.0519666187909893
"Tank11",7.3543794185745,0.0377463277915286
"Tank12",7.37118373460808,0.017415309464988
"Tank13",7.48311826523287,0.0610960108082696
"Tank14",7.20355071377367,0.0148503585235457
"Tank15",7.25613525524059,0.00738190223015924
"Tank16",7.30018020881201,0.0692326351838806
"Tank18",7.39377467940902,0.0103856294330521
"Tank2",7.38566620094727,0.0349117641686253
"Tank3",7.41949909455466,0.0241861551491705
"Tank4",7.3003677548633,0.039683177540221
"Tank5",7.41722812275724,0.0228417433141496
"Tank6",7.32895612660979,0.0308988024158568
"Tank7",7.11697205618605,0.0228014921479667
"Tank8",6.95530606991824,0.0998018550549353
"Tank9",7.43172193234517,0.0296037842062072
