"","date","TempInSitu","pH","mV","pH_calc","mVTris"
"1","2020-03-03 10:43:00",22.57,8.04,-87.88,8.21779244680762,-84.941376073455
"2","2020-03-03 10:43:00",22.6,8.03,-87.38,8.20881473091975,-84.912358510967
"3","2020-03-03 10:43:00",22.6,8.02,-86.92,8.20097603102135,-84.912358510967
"4","2020-03-03 10:43:00",22.6,8.02,-86.6,8.19552302239638,-84.912358510967
"5","2020-03-03 10:43:00",22.6,8.01,-86.28,8.19007001377141,-84.912358510967
"6","2020-03-03 10:43:00",22.6,8.01,-86.03,8.18580985078315,-84.912358510967
"7","2020-03-03 10:43:00",22.6,8,-85.72,8.18052724867771,-84.912358510967
"8","2020-03-03 10:43:00",22.6,8,-85.57,8.17797115088476,-84.912358510967
"9","2020-03-03 10:43:00",22.6,8,-85.36,8.17439261397462,-84.912358510967
"10","2020-03-03 10:43:00",22.6,7.99,-85.19,8.17149570314261,-84.912358510967
"11","2020-03-03 10:43:00",22.6,7.99,-85.03,8.16876919883012,-84.912358510967
"12","2020-03-03 10:43:00",22.6,7.99,-84.91,8.16672432059576,-84.912358510967
"13","2020-03-03 10:44:00",22.6,7.98,-84.67,8.16263456412703,-84.912358510967
"14","2020-03-03 10:44:00",22.6,7.98,-84.53,8.16024887285361,-84.912358510967
"15","2020-03-03 10:44:00",22.6,7.98,-84.52,8.16007846633408,-84.912358510967
"16","2020-03-03 10:44:00",22.6,7.98,-84.47,8.15922643373642,-84.912358510967
"17","2020-03-03 10:44:00",22.6,7.98,-84.3,8.15632952290441,-84.912358510967
"18","2020-03-03 10:44:00",22.6,7.98,-84.25,8.15547749030676,-84.912358510967
"19","2020-03-03 10:44:00",22.6,7.98,-84.22,8.15496627074817,-84.912358510967
"20","2020-03-03 10:44:00",22.6,7.97,-84.19,8.15445505118958,-84.912358510967
"21","2020-03-03 10:44:00",22.6,7.97,-84.13,8.15343261207239,-84.912358510967
"22","2020-03-03 10:44:00",22.6,7.97,-84.11,8.15309179903333,-84.912358510967
"23","2020-03-03 10:44:00",22.6,7.97,-84.08,8.15258057947474,-84.912358510967
"24","2020-03-03 10:44:00",22.6,7.97,-84.05,8.15206935991615,-84.912358510967
"25","2020-03-03 10:45:00",22.6,7.97,-84.03,8.15172854687709,-84.912358510967
"26","2020-03-03 10:45:00",22.6,7.97,-84.05,8.15206935991615,-84.912358510967
"27","2020-03-03 10:45:00",22.6,7.97,-83.99,8.15104692079897,-84.912358510967
"28","2020-03-03 10:45:00",22.6,7.97,-83.97,8.15070610775991,-84.912358510967
"29","2020-03-03 10:45:00",22.6,7.97,-83.92,8.14985407516226,-84.912358510967
"30","2020-03-03 10:45:00",22.6,7.97,-83.96,8.15053570124038,-84.912358510967
"31","2020-03-03 10:45:00",22.6,7.97,-83.92,8.14985407516226,-84.912358510967
"32","2020-03-03 10:45:00",22.62,7.97,-83.91,8.14938334368046,-84.8930134693082
"33","2020-03-03 10:45:00",22.62,7.97,-83.88,8.14887215869059,-84.8930134693082
"34","2020-03-03 10:45:00",22.62,7.97,-83.85,8.14836097370072,-84.8930134693082
"35","2020-03-03 10:45:00",22.62,7.97,-83.8,8.14750899871761,-84.8930134693082
"36","2020-03-03 10:45:00",22.64,7.97,-83.72,8.14584575368287,-84.8736684276495
"37","2020-03-03 10:46:00",22.64,7.91,-80.3,8.08757460513939,-84.8736684276495
"38","2020-03-03 10:46:00",22.64,7.96,-83.6,8.14380115197958,-84.8736684276495
"39","2020-03-03 10:46:00",22.64,7.97,-83.75,8.14635690410869,-84.8736684276495
"40","2020-03-03 10:46:00",22.67,7.98,-84.25,8.15442507374616,-84.8446508651614
"41","2020-03-03 10:46:00",22.67,7.97,-83.75,8.14590676393765,-84.8446508651614
"42","2020-03-03 10:46:00",22.67,7.97,-83.74,8.14573639774148,-84.8446508651614
"43","2020-03-03 10:46:00",22.69,7.96,-83.63,8.14356244049012,-84.8253058235027
"44","2020-03-03 10:46:00",22.69,7.97,-83.69,8.14458456856241,-84.8253058235027
"45","2020-03-03 10:46:00",22.69,7.97,-83.71,8.14492527791984,-84.8253058235027
"46","2020-03-03 10:46:00",22.72,7.97,-83.67,8.14379393559498,-84.7962882610146
"47","2020-03-03 10:46:00",22.72,7.97,-83.67,8.14379393559498,-84.7962882610146
"48","2020-03-03 10:46:00",22.72,7.97,-83.66,8.14362359818953,-84.7962882610146
"49","2020-03-03 10:47:00",22.74,7.96,-83.64,8.14298303490193,-84.7769432193559
"50","2020-03-03 10:47:00",22.74,7.96,-83.64,8.14298303490193,-84.7769432193559
"51","2020-03-03 10:47:00",22.74,7.96,-83.63,8.14281270901004,-84.7769432193559
"52","2020-03-03 10:47:00",22.76,7.96,-83.63,8.14251285285858,-84.7575981776972
"53","2020-03-03 10:47:00",22.76,7.96,-83.63,8.14251285285858,-84.7575981776972
"54","2020-03-03 10:47:00",22.76,7.96,-83.63,8.14251285285858,-84.7575981776972
"55","2020-03-03 10:47:00",22.79,7.96,-83.61,8.14172251337231,-84.7285806152091
"56","2020-03-03 10:47:00",22.79,7.96,-83.61,8.14172251337231,-84.7285806152091
"57","2020-03-03 10:47:00",22.79,7.96,-83.55,8.14070073068357,-84.7285806152091
"58","2020-03-03 10:47:00",22.81,7.96,-83.57,8.14074158973723,-84.7092355735504
"59","2020-03-03 10:47:00",22.81,7.96,-83.57,8.14074158973723,-84.7092355735504
"60","2020-03-03 10:47:00",22.81,7.96,-83.57,8.14074158973723,-84.7092355735504
"61","2020-03-03 10:48:00",22.81,7.96,-83.57,8.14074158973723,-84.7092355735504
"62","2020-03-03 10:48:00",22.84,7.96,-83.57,8.14029202581758,-84.6802180110623
"63","2020-03-03 10:48:00",22.84,7.96,-83.55,8.13995148912275,-84.6802180110623
"64","2020-03-03 10:48:00",22.84,7.96,-83.55,8.13995148912275,-84.6802180110623
"65","2020-03-03 10:48:00",22.84,7.96,-83.53,8.13961095242792,-84.6802180110623
"66","2020-03-03 10:48:00",22.84,7.96,-83.53,8.13961095242792,-84.6802180110623
"67","2020-03-03 10:48:00",22.86,7.96,-83.53,8.13931131502731,-84.6608729694036
"68","2020-03-03 10:48:00",22.86,7.96,-83.55,8.13965182871368,-84.6608729694036
"69","2020-03-03 10:48:00",22.86,7.96,-83.55,8.13965182871368,-84.6608729694036
"70","2020-03-03 10:48:00",22.86,7.96,-83.55,8.13965182871368,-84.6608729694036
"71","2020-03-03 10:48:00",22.86,7.96,-83.55,8.13965182871368,-84.6608729694036
"72","2020-03-03 10:48:00",22.88,7.96,-83.55,8.13935218896428,-84.6415279277448
"73","2020-03-03 10:49:00",22.88,7.96,-83.53,8.13901169828326,-84.6415279277448
"74","2020-03-03 10:49:00",22.88,7.96,-83.53,8.13901169828326,-84.6415279277448
"75","2020-03-03 10:49:00",22.88,7.96,-83.55,8.13935218896428,-84.6415279277448
"76","2020-03-03 10:49:00",22.88,7.96,-83.53,8.13901169828326,-84.6415279277448
"77","2020-03-03 10:49:00",22.91,7.96,-83.53,8.13856231184734,-84.6125103652568
"78","2020-03-03 10:49:00",22.91,7.96,-83.53,8.13856231184734,-84.6125103652568
"79","2020-03-03 10:49:00",22.91,7.96,-83.55,8.13890276802616,-84.6125103652568
"80","2020-03-03 10:49:00",22.91,7.96,-83.55,8.13890276802616,-84.6125103652568
"81","2020-03-03 10:49:00",22.91,7.96,-83.55,8.13890276802616,-84.6125103652568
"82","2020-03-03 10:49:00",22.91,7.96,-83.53,8.13856231184734,-84.6125103652568
"83","2020-03-03 10:49:00",22.91,7.96,-83.53,8.13856231184734,-84.6125103652568
"84","2020-03-03 10:49:00",22.93,7.96,-83.53,8.13826274664311,-84.593165323598
"85","2020-03-03 10:50:00",22.93,7.96,-83.53,8.13826274664311,-84.593165323598
"86","2020-03-03 10:50:00",22.93,7.96,-83.55,8.13860317982435,-84.593165323598
"87","2020-03-03 10:50:00",22.93,7.96,-83.53,8.13826274664311,-84.593165323598
"88","2020-03-03 10:50:00",22.93,7.96,-83.55,8.13860317982435,-84.593165323598
"89","2020-03-03 10:50:00",22.93,7.96,-83.55,8.13860317982435,-84.593165323598
"90","2020-03-03 10:50:00",22.93,7.96,-83.55,8.13860317982435,-84.593165323598
"91","2020-03-03 10:50:00",22.96,7.96,-83.55,8.13815383609881,-84.5641477611099
"92","2020-03-03 10:50:00",22.96,7.96,-83.55,8.13815383609881,-84.5641477611099
"93","2020-03-03 10:50:00",22.96,7.96,-83.53,8.13781343740811,-84.5641477611099
"94","2020-03-03 10:50:00",22.96,7.96,-83.55,8.13815383609881,-84.5641477611099
"95","2020-03-03 10:50:00",22.96,7.96,-83.55,8.13815383609881,-84.5641477611099
"96","2020-03-03 10:50:00",22.96,7.96,-83.55,8.13815383609881,-84.5641477611099
"97","2020-03-03 10:51:00",22.96,7.96,-83.55,8.13815383609881,-84.5641477611099
"98","2020-03-03 10:51:00",22.98,7.96,-83.55,8.13785429929962,-84.5448027194512
"99","2020-03-03 10:51:00",22.98,7.96,-83.55,8.13785429929962,-84.5448027194512
"100","2020-03-03 10:51:00",22.98,7.96,-83.55,8.13785429929962,-84.5448027194512
"101","2020-03-03 10:51:00",22.98,7.96,-83.55,8.13785429929962,-84.5448027194512
"102","2020-03-03 10:51:00",22.98,7.96,-83.55,8.13785429929962,-84.5448027194512
"103","2020-03-03 10:51:00",22.98,7.96,-83.55,8.13785429929962,-84.5448027194512
"104","2020-03-03 10:51:00",22.98,7.96,-83.55,8.13785429929962,-84.5448027194512
"105","2020-03-03 10:51:00",22.98,7.96,-83.55,8.13785429929962,-84.5448027194512
"106","2020-03-03 10:51:00",23,7.96,-83.57,8.13789513573513,-84.5254576777925
"107","2020-03-03 10:51:00",23,7.96,-83.55,8.13755478302096,-84.5254576777925
"108","2020-03-03 10:51:00",23,7.96,-83.55,8.13755478302096,-84.5254576777925
"109","2020-03-03 10:52:00",23,7.96,-83.55,8.13755478302096,-84.5254576777925
"110","2020-03-03 10:52:00",23,7.96,-83.53,8.13721443030679,-84.5254576777925
"111","2020-03-03 10:52:00",23,7.96,-83.55,8.13755478302096,-84.5254576777925
"112","2020-03-03 10:52:00",23,7.96,-83.57,8.13789513573513,-84.5254576777925
"113","2020-03-03 10:52:00",23.03,7.96,-83.57,8.13744586526825,-84.4964401153044
"114","2020-03-03 10:52:00",23.03,7.96,-83.57,8.13744586526825,-84.4964401153044
"115","2020-03-03 10:52:00",23.03,7.96,-83.58,8.13761602438821,-84.4964401153044
"116","2020-03-03 10:52:00",23.03,7.96,-83.58,8.13761602438821,-84.4964401153044
"117","2020-03-03 10:52:00",23.03,7.96,-83.58,8.13761602438821,-84.4964401153044
"118","2020-03-03 10:52:00",23.03,7.96,-83.58,8.13761602438821,-84.4964401153044
"119","2020-03-03 10:52:00",23.03,7.96,-83.57,8.13744586526825,-84.4964401153044
"120","2020-03-03 10:52:00",23.05,7.96,-83.58,8.13731652484115,-84.4770950736457
"121","2020-03-03 10:53:00",23.05,7.96,-83.57,8.13714637721066,-84.4770950736457
"122","2020-03-03 10:53:00",23.05,7.96,-83.58,8.13731652484115,-84.4770950736457
"123","2020-03-03 10:53:00",23.05,7.96,-83.58,8.13731652484115,-84.4770950736457
"124","2020-03-03 10:53:00",23.05,7.96,-83.58,8.13731652484115,-84.4770950736457
"125","2020-03-03 10:53:00",23.05,7.96,-83.58,8.13731652484115,-84.4770950736457
"126","2020-03-03 10:53:00",23.05,7.95,-82.82,8.12438530492392,-84.4770950736457
"127","2020-03-03 10:53:00",23.08,7.96,-83.63,8.13771796584219,-84.4480775111576
"128","2020-03-03 10:53:00",23.08,7.96,-83.6,8.13720757464463,-84.4480775111576
"129","2020-03-03 10:53:00",23.08,7.96,-83.6,8.13720757464463,-84.4480775111576
"130","2020-03-03 10:53:00",23.08,7.96,-83.6,8.13720757464463,-84.4480775111576
"131","2020-03-03 10:53:00",23.08,7.96,-83.6,8.13720757464463,-84.4480775111576
"132","2020-03-03 10:53:00",23.08,7.96,-83.6,8.13720757464463,-84.4480775111576
"133","2020-03-03 10:54:00",23.08,7.96,-83.6,8.13720757464463,-84.4480775111576
"134","2020-03-03 10:54:00",23.08,7.96,-83.6,8.13720757464463,-84.4480775111576
"135","2020-03-03 10:54:00",23.1,7.96,-83.6,8.13690810319363,-84.4287324694989
"136","2020-03-03 10:54:00",23.1,7.96,-83.6,8.13690810319363,-84.4287324694989
"137","2020-03-03 10:54:00",23.1,7.96,-83.58,8.13656786536644,-84.4287324694989
"138","2020-03-03 10:54:00",23.1,7.96,-83.58,8.13656786536644,-84.4287324694989
"139","2020-03-03 10:54:00",23.1,7.96,-83.58,8.13656786536644,-84.4287324694989
"140","2020-03-03 10:54:00",23.1,7.96,-83.58,8.13656786536644,-84.4287324694989
"141","2020-03-03 10:54:00",23.1,7.96,-83.58,8.13656786536644,-84.4287324694989
"142","2020-03-03 10:54:00",23.1,7.96,-83.58,8.13656786536644,-84.4287324694989
"143","2020-03-03 10:54:00",23.1,7.96,-83.58,8.13656786536644,-84.4287324694989
"144","2020-03-03 10:54:00",23.1,7.96,-83.58,8.13656786536644,-84.4287324694989
"145","2020-03-03 10:55:00",23.1,7.96,-83.58,8.13656786536644,-84.4287324694989
"146","2020-03-03 10:55:00",23.12,7.96,-83.6,8.13660865213206,-84.4093874278402
"147","2020-03-03 10:55:00",23.12,7.96,-83.6,8.13660865213206,-84.4093874278402
"148","2020-03-03 10:55:00",23.12,7.96,-83.58,8.13626843727297,-84.4093874278402
"149","2020-03-03 10:55:00",23.12,7.96,-83.58,8.13626843727297,-84.4093874278402
"150","2020-03-03 10:55:00",23.12,7.96,-83.58,8.13626843727297,-84.4093874278402
"151","2020-03-03 10:55:00",23.12,7.96,-83.58,8.13626843727297,-84.4093874278402
"152","2020-03-03 10:55:00",23.12,7.96,-83.58,8.13626843727297,-84.4093874278402
"153","2020-03-03 10:55:00",23.12,7.96,-83.58,8.13626843727297,-84.4093874278402
"154","2020-03-03 10:55:00",23.12,8.06,-89.5,8.2369720355632,-84.4093874278402
"155","2020-03-03 10:55:00",23.12,7.96,-83.63,8.13711897442069,-84.4093874278402
"156","2020-03-03 10:55:00",23.12,7.96,-83.61,8.1367787595616,-84.4093874278402
"157","2020-03-03 10:56:00",23.12,7.96,-83.61,8.1367787595616,-84.4093874278402
"158","2020-03-03 10:56:00",23.12,7.96,-83.6,8.13660865213206,-84.4093874278402
"159","2020-03-03 10:56:00",23.15,7.96,-83.61,8.13632960392589,-84.3803698653521
"160","2020-03-03 10:56:00",23.15,7.96,-83.61,8.13632960392589,-84.3803698653521
"161","2020-03-03 10:56:00",23.15,7.96,-83.61,8.13632960392589,-84.3803698653521
"162","2020-03-03 10:56:00",23.15,7.96,-83.61,8.13632960392589,-84.3803698653521
"163","2020-03-03 10:56:00",23.15,7.96,-83.61,8.13632960392589,-84.3803698653521
"164","2020-03-03 10:56:00",23.15,7.99,-85.25,8.1642243977726,-84.3803698653521
"165","2020-03-03 10:56:00",23.17,7.96,-83.61,8.13603019225693,-84.3610248236933
"166","2020-03-03 10:56:00",23.17,7.96,-83.64,8.13654042843556,-84.3610248236933
"167","2020-03-03 10:56:00",23.17,7.96,-83.63,8.13637034970935,-84.3610248236933
"168","2020-03-03 10:56:00",23.17,7.96,-83.63,8.13637034970935,-84.3610248236933
"169","2020-03-03 10:57:00",23.17,7.97,-84.13,8.14487428601994,-84.3610248236933
"170","2020-03-03 10:57:00",23.17,7.97,-83.8,8.13926168805495,-84.3610248236933
"171","2020-03-03 10:57:00",23.17,7.96,-83.72,8.13790105824526,-84.3610248236933
"172","2020-03-03 10:57:00",23.17,7.96,-83.67,8.1370506646142,-84.3610248236933
"173","2020-03-03 10:57:00",23.2,7.96,-83.66,8.13643142037234,-84.3320072612053
"174","2020-03-03 10:57:00",23.2,7.96,-83.69,8.13694160489892,-84.3320072612053
"175","2020-03-03 10:57:00",23.2,7.96,-83.66,8.13643142037234,-84.3320072612053
"176","2020-03-03 10:57:00",23.2,7.96,-83.64,8.13609129735462,-84.3320072612053
"177","2020-03-03 10:57:00",23.2,7.96,-83.63,8.13592123584576,-84.3320072612053
"178","2020-03-03 10:57:00",23.2,7.97,-83.74,8.13779191244323,-84.3320072612053
"179","2020-03-03 10:57:00",23.2,7.96,-83.64,8.13609129735462,-84.3320072612053
"180","2020-03-03 10:57:00",23.2,7.96,-83.63,8.13592123584576,-84.3320072612053
"181","2020-03-03 10:58:00",23.2,7.96,-83.63,8.13592123584576,-84.3320072612053
"182","2020-03-03 10:58:00",23.2,7.96,-83.63,8.13592123584576,-84.3320072612053
"183","2020-03-03 10:58:00",23.22,7.96,-83.63,8.1356218519566,-84.3126622195465
"184","2020-03-03 10:58:00",23.22,7.96,-83.61,8.13528175189147,-84.3126622195465
"185","2020-03-03 10:58:00",23.22,7.96,-83.61,8.13528175189147,-84.3126622195465
"186","2020-03-03 10:58:00",23.22,7.96,-83.61,8.13528175189147,-84.3126622195465
"187","2020-03-03 10:58:00",23.22,7.96,-83.61,8.13528175189147,-84.3126622195465
"188","2020-03-03 10:58:00",23.22,7.96,-83.63,8.1356218519566,-84.3126622195465
"189","2020-03-03 10:58:00",23.22,7.96,-83.61,8.13528175189147,-84.3126622195465
"190","2020-03-03 10:58:00",23.22,7.96,-83.35,8.13086045104479,-84.3126622195465
"191","2020-03-03 10:58:00",23.22,7.94,-82.19,8.11113464726733,-84.3126622195465
"192","2020-03-03 10:58:00",23.22,7.96,-83.67,8.13630205208685,-84.3126622195465
"193","2020-03-03 10:59:00",23.22,7.96,-83.63,8.1356218519566,-84.3126622195465
"194","2020-03-03 10:59:00",23.22,7.96,-83.63,8.1356218519566,-84.3126622195465
"195","2020-03-03 10:59:00",23.24,7.96,-83.63,8.13532248832317,-84.2933171778878
"196","2020-03-03 10:59:00",23.24,7.96,-83.63,8.13532248832317,-84.2933171778878
"197","2020-03-03 10:59:00",23.24,7.96,-83.63,8.13532248832317,-84.2933171778878
"198","2020-03-03 10:59:00",23.24,7.96,-83.63,8.13532248832317,-84.2933171778878
"199","2020-03-03 10:59:00",23.24,7.96,-83.63,8.13532248832317,-84.2933171778878
"200","2020-03-03 10:59:00",23.24,7.96,-83.63,8.13532248832317,-84.2933171778878
"201","2020-03-03 10:59:00",23.24,7.96,-83.63,8.13532248832317,-84.2933171778878
"202","2020-03-03 10:59:00",23.24,7.96,-83.63,8.13532248832317,-84.2933171778878
"203","2020-03-03 10:59:00",23.27,7.96,-83.63,8.13487348080192,-84.2642996153997
"204","2020-03-03 10:59:00",23.27,7.96,-83.63,8.13487348080192,-84.2642996153997
"205","2020-03-03 11:00:00",23.27,7.96,-83.63,8.13487348080192,-84.2642996153997
"206","2020-03-03 11:00:00",23.27,7.96,-83.63,8.13487348080192,-84.2642996153997
"207","2020-03-03 11:00:00",23.27,7.96,-83.63,8.13487348080192,-84.2642996153997
"208","2020-03-03 11:00:00",23.27,7.96,-83.63,8.13487348080192,-84.2642996153997
"209","2020-03-03 11:00:00",23.27,7.96,-83.63,8.13487348080192,-84.2642996153997
"210","2020-03-03 11:00:00",23.27,7.96,-83.63,8.13487348080192,-84.2642996153997
"211","2020-03-03 11:00:00",23.27,7.96,-83.63,8.13487348080192,-84.2642996153997
"212","2020-03-03 11:00:00",23.27,7.96,-83.66,8.13538354484771,-84.2642996153997
"213","2020-03-03 11:00:00",23.29,7.96,-83.64,8.13474417758462,-84.244954573741
"214","2020-03-03 11:00:00",23.29,7.96,-83.64,8.13474417758462,-84.244954573741
"215","2020-03-03 11:00:00",23.29,7.96,-83.64,8.13474417758462,-84.244954573741
"216","2020-03-03 11:00:00",23.29,7.96,-83.64,8.13474417758462,-84.244954573741
"217","2020-03-03 11:01:00",23.29,7.97,-83.77,8.13695430599497,-84.244954573741
"218","2020-03-03 11:01:00",23.29,7.96,-83.71,8.13593424672866,-84.244954573741
"219","2020-03-03 11:01:00",23.29,7.96,-83.66,8.13508419734006,-84.244954573741
"220","2020-03-03 11:01:00",23.29,7.96,-83.67,8.13525420721778,-84.244954573741
"221","2020-03-03 11:01:00",23.29,7.96,-83.66,8.13508419734006,-84.244954573741
"222","2020-03-03 11:01:00",23.29,7.96,-83.67,8.13525420721778,-84.244954573741
"223","2020-03-03 11:01:00",23.29,7.96,-83.67,8.13525420721778,-84.244954573741
"224","2020-03-03 11:01:00",23.29,7.96,-83.67,8.13525420721778,-84.244954573741
"225","2020-03-03 11:01:00",23.29,7.96,-83.74,8.13644427636181,-84.244954573741
"226","2020-03-03 11:01:00",23.29,7.96,-83.67,8.13525420721778,-84.244954573741
"227","2020-03-03 11:01:00",23.29,7.96,-83.67,8.13525420721778,-84.244954573741
"228","2020-03-03 11:01:00",23.32,7.96,-83.67,8.13480520658268,-84.2159370112529
"229","2020-03-03 11:02:00",23.32,8,-85.67,8.16880374144361,-84.2159370112529
"230","2020-03-03 11:02:00",23.32,7.96,-83.72,8.13565516995421,-84.2159370112529
"231","2020-03-03 11:02:00",23.32,7.96,-83.69,8.13514519193129,-84.2159370112529
"232","2020-03-03 11:02:00",23.32,7.96,-83.72,8.13565516995421,-84.2159370112529
"233","2020-03-03 11:02:00",23.32,7.96,-83.71,8.1354851772799,-84.2159370112529
"234","2020-03-03 11:02:00",23.32,7.96,-83.69,8.13514519193129,-84.2159370112529
"235","2020-03-03 11:02:00",23.32,7.96,-83.69,8.13514519193129,-84.2159370112529
"236","2020-03-03 11:02:00",23.32,7.96,-83.69,8.13514519193129,-84.2159370112529
"237","2020-03-03 11:02:00",23.32,7.96,-83.66,8.13463521390838,-84.2159370112529
"238","2020-03-03 11:02:00",23.32,7.96,-83.67,8.13480520658268,-84.2159370112529
"239","2020-03-03 11:02:00",23.32,7.96,-83.71,8.1354851772799,-84.2159370112529
"240","2020-03-03 11:02:00",23.34,7.96,-83.71,8.13518582284335,-84.1965919695942
"241","2020-03-03 11:03:00",23.34,7.96,-83.71,8.13518582284335,-84.1965919695942
"242","2020-03-03 11:03:00",23.34,7.96,-83.71,8.13518582284335,-84.1965919695942
"243","2020-03-03 11:03:00",23.34,7.96,-83.71,8.13518582284335,-84.1965919695942
"244","2020-03-03 11:03:00",23.34,7.96,-83.71,8.13518582284335,-84.1965919695942
"245","2020-03-03 11:03:00",23.34,7.96,-83.71,8.13518582284335,-84.1965919695942
"246","2020-03-03 11:03:00",23.34,7.96,-83.72,8.13535580405065,-84.1965919695942
"247","2020-03-03 11:03:00",23.34,7.96,-83.72,8.13535580405065,-84.1965919695942
"248","2020-03-03 11:03:00",23.34,7.96,-83.71,8.13518582284335,-84.1965919695942
"249","2020-03-03 11:03:00",23.34,7.96,-83.72,8.13535580405065,-84.1965919695942
"250","2020-03-03 11:03:00",23.34,7.96,-83.72,8.13535580405065,-84.1965919695942
"251","2020-03-03 11:03:00",23.34,7.96,-83.72,8.13535580405065,-84.1965919695942
"252","2020-03-03 11:03:00",23.34,7.96,-83.72,8.13535580405065,-84.1965919695942
"253","2020-03-03 11:04:00",23.34,7.96,-83.72,8.13535580405065,-84.1965919695942
"254","2020-03-03 11:04:00",23.36,7.96,-83.71,8.13488648853678,-84.1772469279355
"255","2020-03-03 11:04:00",23.36,7.96,-83.63,8.13352673060211,-84.1772469279355
"256","2020-03-03 11:04:00",23.36,7.96,-83.67,8.13420660956944,-84.1772469279355
"257","2020-03-03 11:04:00",23.36,7.96,-83.69,8.13454654905311,-84.1772469279355
"258","2020-03-03 11:04:00",23.36,7.96,-83.74,8.13539639776228,-84.1772469279355
"259","2020-03-03 11:04:00",23.36,7.97,-83.8,8.13641621621328,-84.1772469279355
"260","2020-03-03 11:04:00",23.36,7.97,-83.77,8.13590630698778,-84.1772469279355
"261","2020-03-03 11:04:00",23.36,7.97,-83.78,8.13607627672961,-84.1772469279355
"262","2020-03-03 11:04:00",23.36,7.96,-83.74,8.13539639776228,-84.1772469279355
"263","2020-03-03 11:04:00",23.36,7.96,-83.74,8.13539639776228,-84.1772469279355
"264","2020-03-03 11:04:00",23.36,7.96,-83.74,8.13539639776228,-84.1772469279355
"265","2020-03-03 11:05:00",23.36,7.96,-83.75,8.13556636750411,-84.1772469279355
"266","2020-03-03 11:05:00",23.36,7.96,-83.75,8.13556636750411,-84.1772469279355
"267","2020-03-03 11:05:00",23.36,7.96,-83.71,8.13488648853678,-84.1772469279355
"268","2020-03-03 11:05:00",23.36,7.96,-83.69,8.13454654905311,-84.1772469279355
"269","2020-03-03 11:05:00",23.36,7.96,-83.67,8.13420660956944,-84.1772469279355
"270","2020-03-03 11:05:00",23.39,7.96,-83.66,8.13358776203743,-84.1482293654474
"271","2020-03-03 11:05:00",23.39,7.96,-83.66,8.13358776203743,-84.1482293654474
"272","2020-03-03 11:05:00",23.39,7.96,-83.64,8.13324785694435,-84.1482293654474
"273","2020-03-03 11:05:00",23.41,7.96,-83.63,8.1327787120081,-84.1288843237887
"274","2020-03-03 11:05:00",23.41,7.96,-83.61,8.13243882983821,-84.1288843237887
"275","2020-03-03 11:05:00",23.41,7.96,-83.6,8.13226888875326,-84.1288843237887
"276","2020-03-03 11:05:00",23.44,7.96,-83.6,8.13182018929974,-84.0998667613006
"277","2020-03-03 11:06:00",23.44,7.96,-83.6,8.13182018929974,-84.0998667613006
