"","date","TempInSitu","pH","mV","pH_calc","mVTris"
"278","2020-03-03 11:06:00",23.46,7.96,-83.57,8.13101134401987,-84.0805217196419
"279","2020-03-03 11:06:00",23.46,7.96,-83.57,8.13101134401987,-84.0805217196419
"280","2020-03-03 11:06:00",23.46,7.96,-83.55,8.13067151914444,-84.0805217196419
"281","2020-03-03 11:06:00",23.48,7.96,-83.53,8.13003268647068,-84.0611766779831
"282","2020-03-03 11:06:00",23.48,7.96,-83.52,8.12986278548915,-84.0611766779831
"283","2020-03-03 11:06:00",23.51,7.96,-83.5,8.12907456075558,-84.032159115495
"284","2020-03-03 11:06:00",23.51,7.96,-83.5,8.12907456075558,-84.032159115495
"285","2020-03-03 11:06:00",23.53,7.96,-83.49,8.12860576477667,-84.0128140738363
"286","2020-03-03 11:06:00",23.53,7.96,-83.47,8.12826602008103,-84.0128140738363
"287","2020-03-03 11:06:00",23.56,7.96,-83.46,8.12764786825576,-83.9837965113482
"288","2020-03-03 11:06:00",23.56,7.96,-83.46,8.12764786825576,-83.9837965113482
"289","2020-03-03 11:07:00",23.58,7.96,-83.44,8.12700935262656,-83.9644514696895
"290","2020-03-03 11:07:00",23.58,7.96,-83.44,8.12700935262656,-83.9644514696895
"291","2020-03-03 11:07:00",23.6,7.96,-83.42,8.12637090260106,-83.9451064280308
"292","2020-03-03 11:07:00",23.6,7.96,-83.41,8.12620107032422,-83.9451064280308
"293","2020-03-03 11:07:00",23.63,7.96,-83.41,8.12575298071797,-83.9160888655427
"294","2020-03-03 11:07:00",23.65,7.96,-83.39,8.12511467167486,-83.896743823884
"295","2020-03-03 11:07:00",23.65,7.96,-83.39,8.12511467167486,-83.896743823884
"296","2020-03-03 11:07:00",23.68,7.96,-83.38,8.12449690391107,-83.8677262613959
"297","2020-03-03 11:07:00",23.68,7.96,-83.36,8.12415733090194,-83.8677262613959
"298","2020-03-03 11:07:00",23.7,7.96,-83.36,8.12385873566509,-83.8483812197372
"299","2020-03-03 11:07:00",23.72,7.96,-83.35,8.12339039646389,-83.8290361780785
"300","2020-03-03 11:07:00",23.72,7.96,-83.35,8.12339039646389,-83.8290361780785
"301","2020-03-03 11:08:00",23.75,7.96,-83.35,8.12294258707612,-83.8000186155904
"302","2020-03-03 11:08:00",23.77,7.96,-83.33,8.12230460191456,-83.7806735739316
"303","2020-03-03 11:08:00",23.77,7.96,-83.33,8.12230460191456,-83.7806735739316
"304","2020-03-03 11:08:00",23.8,7.96,-83.32,8.12168718240516,-83.7516560114436
