"Sample.Name","pHmean","SE"
"Sump",7.9490471117486,0.0030510329994569
"Tank1",7.85702529348193,0.00307013530096902
"Tank10",7.77875767060836,0.00441480531058558
"Tank11",7.90184200442854,0.00139448361392496
"Tank12",7.91774048640601,0.000751068944817561
"Tank13",7.92934057824467,0.000442649325045827
"Tank14",7.94691493329422,0.00135222835572162
"Tank15",7.92475827102079,0.000410134940196819
"Tank16",7.9413134668009,0.000625901315092745
"Tank17",7.85535212082828,0.00267193376605758
"Tank18",7.88836305882938,0.00156228850868378
"Tank19",7.86574800576276,0.00290520689670715
"Tank2",7.8589516333779,0.00322902979488775
"Tank20",7.85861273193304,0.00116555937609487
"Tank3",7.82225206761948,0.0020469550447365
"Tank4",7.79065827684383,0.00248164354115957
"Tank7",7.80936648209177,0.00226832796598157
"Tank8",7.80287504768199,0.00213469126239503
"Tank9",7.77211574717917,0.0075374260609395
