"Sample.Name","pHmean","SE"
"Sump",8.05639872748861,0.00312152184102537
"Tank1",7.87698741208632,0.00238505869178914
"Tank10",7.77605649642688,0.00638418351322404
"Tank11",7.99313322365888,0.0022091384122142
"Tank12",7.9869285999507,0.00102091240142481
"Tank13",7.9832165279911,0.00183149019315176
"Tank14",7.98012589138804,0.00168117073164836
"Tank15",7.98972314625557,0.00232684188431543
"Tank16",7.99148712045131,0.00226340583000044
"Tank17",7.9203443594006,0.00423235413866084
"Tank18",7.86694844015241,0.00420227482747608
"Tank19",7.88173193254613,0.00253798894063879
"Tank2",7.8323990758267,0.00348274340949514
"Tank20",7.83881884757587,0.00528691783761536
"Tank3",7.75319303966828,0.00171859005396128
"Tank4",7.75083151894006,0.00348074929172731
"Tank7",7.84869960477666,0.00282673870432621
"Tank8",7.77663628672631,0.00237165952224115
"Tank9",7.74761086938085,0.00676643362955109
