PST,Temp_degC,mV,pH
2020-03-03T10:54:10Z,23.1,-83.6,8.136908103
2020-03-03T10:54:15Z,23.1,-83.6,8.136908103
2020-03-03T10:54:20Z,23.1,-83.58,8.136567865
2020-03-03T10:54:25Z,23.1,-83.58,8.136567865
2020-03-03T10:54:30Z,23.1,-83.58,8.136567865
2020-03-03T10:54:35Z,23.1,-83.58,8.136567865
2020-03-03T10:54:40Z,23.1,-83.58,8.136567865
2020-03-03T10:54:45Z,23.1,-83.58,8.136567865
2020-03-03T10:54:50Z,23.1,-83.58,8.136567865
2020-03-03T10:54:55Z,23.1,-83.58,8.136567865
2020-03-03T10:55:00Z,23.1,-83.58,8.136567865
2020-03-03T10:55:05Z,23.12,-83.6,8.136608652
2020-03-03T10:55:10Z,23.12,-83.6,8.136608652
2020-03-03T10:55:15Z,23.12,-83.58,8.136268437
2020-03-03T10:55:20Z,23.12,-83.58,8.136268437
2020-03-03T10:55:25Z,23.12,-83.58,8.136268437
2020-03-03T10:55:30Z,23.12,-83.58,8.136268437
2020-03-03T10:55:35Z,23.12,-83.58,8.136268437
2020-03-03T10:55:40Z,23.12,-83.58,8.136268437
2020-03-03T10:55:45Z,23.12,-89.5,8.236972036
2020-03-03T10:55:50Z,23.12,-83.63,8.137118974
2020-03-03T10:55:55Z,23.12,-83.61,8.13677876
2020-03-03T10:56:00Z,23.12,-83.61,8.13677876
2020-03-03T10:56:05Z,23.12,-83.6,8.136608652
2020-03-03T10:56:10Z,23.15,-83.61,8.136329604
2020-03-03T10:56:15Z,23.15,-83.61,8.136329604
2020-03-03T10:56:20Z,23.15,-83.61,8.136329604
2020-03-03T10:56:25Z,23.15,-83.61,8.136329604
2020-03-03T10:56:30Z,23.15,-83.61,8.136329604
2020-03-03T10:56:35Z,23.15,-85.25,8.164224398
2020-03-03T10:56:40Z,23.17,-83.61,8.136030192
2020-03-03T10:56:45Z,23.17,-83.64,8.136540428
2020-03-03T10:56:50Z,23.17,-83.63,8.13637035
2020-03-03T10:56:55Z,23.17,-83.63,8.13637035
2020-03-03T10:57:00Z,23.17,-84.13,8.144874286
2020-03-03T10:57:05Z,23.17,-83.8,8.139261688
2020-03-03T10:57:10Z,23.17,-83.72,8.137901058
2020-03-03T10:57:15Z,23.17,-83.67,8.137050665
2020-03-03T10:57:20Z,23.2,-83.66,8.13643142
2020-03-03T10:57:25Z,23.2,-83.69,8.136941605
2020-03-03T10:57:30Z,23.2,-83.66,8.13643142
2020-03-03T10:57:35Z,23.2,-83.64,8.136091297
2020-03-03T10:57:40Z,23.2,-83.63,8.135921236
2020-03-03T10:57:45Z,23.2,-83.74,8.137791912
2020-03-03T10:57:50Z,23.2,-83.64,8.136091297
2020-03-03T10:57:55Z,23.2,-83.63,8.135921236
2020-03-03T10:58:00Z,23.2,-83.63,8.135921236
2020-03-03T10:58:05Z,23.2,-83.63,8.135921236
2020-03-03T10:58:10Z,23.22,-83.63,8.135621852
2020-03-03T10:58:15Z,23.22,-83.61,8.135281752
2020-03-03T10:58:20Z,23.22,-83.61,8.135281752
2020-03-03T10:58:25Z,23.22,-83.61,8.135281752
2020-03-03T10:58:30Z,23.22,-83.61,8.135281752
2020-03-03T10:58:35Z,23.22,-83.63,8.135621852
2020-03-03T10:58:40Z,23.22,-83.61,8.135281752
2020-03-03T10:58:45Z,23.22,-83.35,8.130860451
2020-03-03T10:58:50Z,23.22,-82.19,8.111134647
2020-03-03T10:58:55Z,23.22,-83.67,8.136302052
2020-03-03T10:59:00Z,23.22,-83.63,8.135621852
2020-03-03T10:59:05Z,23.22,-83.63,8.135621852
2020-03-03T10:59:10Z,23.24,-83.63,8.135322488
2020-03-03T10:59:15Z,23.24,-83.63,8.135322488
2020-03-03T10:59:20Z,23.24,-83.63,8.135322488
2020-03-03T10:59:25Z,23.24,-83.63,8.135322488
2020-03-03T10:59:30Z,23.24,-83.63,8.135322488
2020-03-03T10:59:35Z,23.24,-83.63,8.135322488
2020-03-03T10:59:40Z,23.24,-83.63,8.135322488
2020-03-03T10:59:45Z,23.24,-83.63,8.135322488
2020-03-03T10:59:50Z,23.27,-83.63,8.134873481
2020-03-03T10:59:55Z,23.27,-83.63,8.134873481
2020-03-03T11:00:00Z,23.27,-83.63,8.134873481
2020-03-03T11:00:05Z,23.27,-83.63,8.134873481
2020-03-03T11:00:10Z,23.27,-83.63,8.134873481
2020-03-03T11:00:15Z,23.27,-83.63,8.134873481
2020-03-03T11:00:20Z,23.27,-83.63,8.134873481
2020-03-03T11:00:25Z,23.27,-83.63,8.134873481
2020-03-03T11:00:30Z,23.27,-83.63,8.134873481
2020-03-03T11:00:35Z,23.27,-83.66,8.135383545
2020-03-03T11:00:40Z,23.29,-83.64,8.134744178
2020-03-03T11:00:45Z,23.29,-83.64,8.134744178
2020-03-03T11:00:50Z,23.29,-83.64,8.134744178
2020-03-03T11:00:55Z,23.29,-83.64,8.134744178
2020-03-03T11:01:00Z,23.29,-83.77,8.136954306
2020-03-03T11:01:05Z,23.29,-83.71,8.135934247
2020-03-03T11:01:10Z,23.29,-83.66,8.135084197
2020-03-03T11:01:15Z,23.29,-83.67,8.135254207
2020-03-03T11:01:20Z,23.29,-83.66,8.135084197
2020-03-03T11:01:25Z,23.29,-83.67,8.135254207
2020-03-03T11:01:30Z,23.29,-83.67,8.135254207
2020-03-03T11:01:35Z,23.29,-83.67,8.135254207
2020-03-03T11:01:40Z,23.29,-83.74,8.136444276
2020-03-03T11:01:45Z,23.29,-83.67,8.135254207
2020-03-03T11:01:50Z,23.29,-83.67,8.135254207
2020-03-03T11:01:55Z,23.32,-83.67,8.134805207
2020-03-03T11:02:00Z,23.32,-85.67,8.168803741
2020-03-03T11:02:05Z,23.32,-83.72,8.13565517
2020-03-03T11:02:10Z,23.32,-83.69,8.135145192
2020-03-03T11:02:15Z,23.32,-83.72,8.13565517
2020-03-03T11:02:20Z,23.32,-83.71,8.135485177
2020-03-03T11:02:25Z,23.32,-83.69,8.135145192
2020-03-03T11:02:30Z,23.32,-83.69,8.135145192
2020-03-03T11:02:35Z,23.32,-83.69,8.135145192
2020-03-03T11:02:40Z,23.32,-83.66,8.134635214
2020-03-03T11:02:45Z,23.32,-83.67,8.134805207
2020-03-03T11:02:50Z,23.32,-83.71,8.135485177
2020-03-03T11:02:55Z,23.34,-83.71,8.135185823
2020-03-03T11:03:00Z,23.34,-83.71,8.135185823
2020-03-03T11:03:05Z,23.34,-83.71,8.135185823
2020-03-03T11:03:10Z,23.34,-83.71,8.135185823
2020-03-03T11:03:15Z,23.34,-83.71,8.135185823
2020-03-03T11:03:20Z,23.34,-83.71,8.135185823
2020-03-03T11:03:25Z,23.34,-83.72,8.135355804
2020-03-03T11:03:30Z,23.34,-83.72,8.135355804
2020-03-03T11:03:35Z,23.34,-83.71,8.135185823
2020-03-03T11:03:40Z,23.34,-83.72,8.135355804
2020-03-03T11:03:45Z,23.34,-83.72,8.135355804
2020-03-03T11:03:50Z,23.34,-83.72,8.135355804
2020-03-03T11:03:55Z,23.34,-83.72,8.135355804
2020-03-03T11:04:00Z,23.34,-83.72,8.135355804
2020-03-03T11:04:05Z,23.36,-83.71,8.134886489
2020-03-03T11:04:10Z,23.36,-83.63,8.133526731
2020-03-03T11:04:15Z,23.36,-83.67,8.13420661
2020-03-03T11:04:20Z,23.36,-83.69,8.134546549
2020-03-03T11:04:25Z,23.36,-83.74,8.135396398
2020-03-03T11:04:30Z,23.36,-83.8,8.136416216
2020-03-03T11:04:35Z,23.36,-83.77,8.135906307
2020-03-03T11:04:40Z,23.36,-83.78,8.136076277
2020-03-03T11:04:45Z,23.36,-83.74,8.135396398
2020-03-03T11:04:50Z,23.36,-83.74,8.135396398
2020-03-03T11:04:55Z,23.36,-83.74,8.135396398
2020-03-03T11:05:00Z,23.36,-83.75,8.135566368
2020-03-03T11:05:05Z,23.36,-83.75,8.135566368
2020-03-03T11:05:10Z,23.36,-83.71,8.134886489
2020-03-03T11:05:15Z,23.36,-83.69,8.134546549
2020-03-03T11:05:20Z,23.36,-83.67,8.13420661
2020-03-03T11:05:25Z,23.39,-83.66,8.133587762
2020-03-03T11:05:30Z,23.39,-83.66,8.133587762
2020-03-03T11:05:35Z,23.39,-83.64,8.133247857
2020-03-03T11:05:40Z,23.41,-83.63,8.132778712
2020-03-03T11:05:45Z,23.41,-83.61,8.13243883
2020-03-03T11:05:50Z,23.41,-83.6,8.132268889
2020-03-03T11:05:55Z,23.44,-83.6,8.131820189
2020-03-03T11:06:00Z,23.44,-83.6,8.131820189
2020-03-03T11:06:05Z,23.46,-83.57,8.131011344
2020-03-03T11:06:10Z,23.46,-83.57,8.131011344
2020-03-03T11:06:15Z,23.46,-83.55,8.130671519
2020-03-03T11:06:20Z,23.48,-83.53,8.130032686
2020-03-03T11:06:25Z,23.48,-83.52,8.129862785
2020-03-03T11:06:30Z,23.51,-83.5,8.129074561
2020-03-03T11:06:35Z,23.51,-83.5,8.129074561
2020-03-03T11:06:40Z,23.53,-83.49,8.128605765
2020-03-03T11:06:45Z,23.53,-83.47,8.12826602
2020-03-03T11:06:50Z,23.56,-83.46,8.127647868
2020-03-03T11:06:55Z,23.56,-83.46,8.127647868
2020-03-03T11:07:00Z,23.58,-83.44,8.127009353
2020-03-03T11:07:05Z,23.58,-83.44,8.127009353
2020-03-03T11:07:10Z,23.6,-83.42,8.126370903
2020-03-03T11:07:15Z,23.6,-83.41,8.12620107
2020-03-03T11:07:20Z,23.63,-83.41,8.125752981
2020-03-03T11:07:25Z,23.65,-83.39,8.125114672
2020-03-03T11:07:30Z,23.65,-83.39,8.125114672
2020-03-03T11:07:35Z,23.68,-83.38,8.124496904
2020-03-03T11:07:40Z,23.68,-83.36,8.124157331
2020-03-03T11:07:45Z,23.7,-83.36,8.123858736
2020-03-03T11:07:50Z,23.72,-83.35,8.123390396
2020-03-03T11:07:55Z,23.72,-83.35,8.123390396
2020-03-03T11:08:00Z,23.75,-83.35,8.122942587
2020-03-03T11:08:05Z,23.77,-83.33,8.122304602
2020-03-03T11:08:10Z,23.77,-83.33,8.122304602
2020-03-03T11:08:15Z,23.8,-83.32,8.121687182
2020-03-03T11:08:20Z,23.8,-83.32,8.121687182
2020-03-03T11:08:25Z,23.82,-83.32,8.121388751
2020-03-03T11:08:30Z,23.85,-83.32,8.120941139
2020-03-03T11:08:35Z,23.85,-83.28,8.120262382
2020-03-03T11:08:40Z,23.87,-83.28,8.119964045
2020-03-03T11:08:45Z,23.87,-83.28,8.119964045
2020-03-03T11:08:50Z,23.89,-83.27,8.11949606
2020-03-03T11:08:55Z,23.89,-83.27,8.11949606
2020-03-03T11:09:00Z,23.92,-83.27,8.119048637
2020-03-03T11:09:05Z,23.92,-83.25,8.118709338
2020-03-03T11:09:10Z,23.94,-83.25,8.118411103
2020-03-03T11:09:15Z,23.94,-83.25,8.118411103
2020-03-03T11:09:20Z,23.94,-83.24,8.118241465
2020-03-03T11:09:25Z,23.97,-83.24,8.117794166
2020-03-03T11:09:30Z,23.97,-83.24,8.117794166
2020-03-03T11:09:35Z,23.97,-83.22,8.117454924
2020-03-03T11:09:40Z,23.99,-83.22,8.117156772
2020-03-03T11:09:45Z,23.99,-83.22,8.117156772
2020-03-03T11:09:50Z,24.01,-83.21,8.116689041
2020-03-03T11:09:55Z,24.01,-83.21,8.116689041
2020-03-03T11:10:00Z,24.01,-83.21,8.116689041
2020-03-03T11:10:05Z,24.01,-83.19,8.116349845
2020-03-03T11:10:10Z,24.04,-83.19,8.115902732
2020-03-03T11:10:15Z,24.04,-83.17,8.115563571
2020-03-03T11:10:20Z,24.04,-83.16,8.11539399
2020-03-03T11:10:25Z,24.06,-83.16,8.115095973
2020-03-03T11:10:30Z,24.06,-83.16,8.115095973
2020-03-03T11:10:35Z,24.06,-83.16,8.115095973
2020-03-03T11:10:40Z,24.09,-83.14,8.11430988
2020-03-03T11:10:45Z,24.09,-83.14,8.11430988
2020-03-03T11:10:50Z,24.09,-83.14,8.11430988
2020-03-03T11:10:55Z,24.11,-83.14,8.114011934
2020-03-03T11:11:00Z,24.11,-83.13,8.113842393
2020-03-03T11:11:05Z,24.11,-83.13,8.113842393
2020-03-03T11:11:10Z,24.13,-83.11,8.113205419
2020-03-03T11:11:15Z,24.13,-83.11,8.113205419
2020-03-03T11:11:20Z,24.13,-83.11,8.113205419
2020-03-03T11:11:25Z,24.16,-83.1,8.112589104
2020-03-03T11:11:30Z,24.16,-83.1,8.112589104
2020-03-03T11:11:35Z,24.16,-83.1,8.112589104
2020-03-03T11:11:40Z,24.18,-83.08,8.111952269
2020-03-03T11:11:45Z,24.18,-83.08,8.111952269
2020-03-03T11:11:50Z,24.18,-83.08,8.111952269
2020-03-03T11:11:55Z,24.18,-83.16,8.113308277
2020-03-03T11:12:00Z,24.21,-83.58,8.119979784
2020-03-03T11:12:05Z,24.21,-83.25,8.114386815
2020-03-03T11:12:10Z,24.21,-83.13,8.112353009
2020-03-03T11:12:15Z,24.23,-83.08,8.111207827
2020-03-03T11:12:20Z,24.23,-83.08,8.111207827
2020-03-03T11:12:25Z,24.23,-83.11,8.111716244
2020-03-03T11:12:30Z,24.23,-83.08,8.111207827
2020-03-03T11:12:35Z,24.25,-83.07,8.110740622
2020-03-03T11:12:40Z,24.25,-83.05,8.1104017
2020-03-03T11:12:45Z,24.25,-83.05,8.1104017
2020-03-03T11:12:50Z,24.25,-83.03,8.110062777
2020-03-03T11:12:55Z,24.25,-83.03,8.110062777
2020-03-03T11:13:00Z,24.28,-83.05,8.109955171
2020-03-03T11:13:05Z,24.28,-83.03,8.109616283
2020-03-03T11:13:10Z,24.28,-83.03,8.109616283
2020-03-03T11:13:15Z,24.28,-83.03,8.109616283
2020-03-03T11:13:20Z,24.28,-83.02,8.109446839
2020-03-03T11:13:25Z,24.28,-83.02,8.109446839
2020-03-03T11:13:30Z,24.3,-83.02,8.109149211
2020-03-03T11:13:35Z,24.3,-83.02,8.109149211
2020-03-03T11:13:40Z,24.3,-83.02,8.109149211
2020-03-03T11:13:45Z,24.3,-83.02,8.109149211
2020-03-03T11:13:50Z,24.3,-83,8.108810346
2020-03-03T11:13:55Z,24.3,-83,8.108810346
2020-03-03T11:14:00Z,24.3,-83,8.108810346
2020-03-03T11:14:05Z,24.33,-83,8.108363974
2020-03-03T11:14:10Z,24.33,-83,8.108363974
2020-03-03T11:14:15Z,24.33,-83,8.108363974
2020-03-03T11:14:20Z,24.33,-83,8.108363974
2020-03-03T11:14:25Z,24.33,-82.99,8.108194558
2020-03-03T11:14:30Z,24.33,-83,8.108363974
2020-03-03T11:14:35Z,24.33,-82.99,8.108194558
2020-03-03T11:14:40Z,24.33,-83,8.108363974
2020-03-03T11:14:45Z,24.35,-82.99,8.107897012
2020-03-03T11:14:50Z,24.35,-82.99,8.107897012
2020-03-03T11:14:55Z,24.35,-83,8.108066416
2020-03-03T11:15:00Z,24.35,-82.99,8.107897012
2020-03-03T11:15:05Z,24.35,-82.99,8.107897012
2020-03-03T11:15:10Z,24.35,-83,8.108066416
2020-03-03T11:15:15Z,24.35,-82.99,8.107897012
2020-03-03T11:15:20Z,24.35,-83,8.108066416
2020-03-03T11:15:25Z,24.35,-83,8.108066416
2020-03-03T11:15:30Z,24.38,-82.99,8.107450728
2020-03-03T11:15:35Z,24.38,-82.99,8.107450728
2020-03-03T11:15:40Z,24.38,-82.99,8.107450728
2020-03-03T11:15:45Z,24.38,-83,8.107620115
2020-03-03T11:15:50Z,24.38,-83,8.107620115
2020-03-03T11:15:55Z,24.38,-83,8.107620115
2020-03-03T11:16:00Z,24.38,-83,8.107620115
2020-03-03T11:16:05Z,24.38,-82.99,8.107450728
2020-03-03T11:16:10Z,24.38,-82.99,8.107450728
2020-03-03T11:16:15Z,24.4,-82.99,8.107153228
2020-03-03T11:16:20Z,24.4,-83,8.107322604
2020-03-03T11:16:25Z,24.4,-83,8.107322604
2020-03-03T11:16:30Z,24.4,-83,8.107322604
2020-03-03T11:16:35Z,24.4,-82.99,8.107153228
2020-03-03T11:16:40Z,24.4,-83,8.107322604
2020-03-03T11:16:45Z,24.4,-83,8.107322604
2020-03-03T11:16:50Z,24.4,-83,8.107322604
2020-03-03T11:16:55Z,24.4,-83,8.107322604
2020-03-03T11:17:00Z,24.4,-83,8.107322604
2020-03-03T11:17:05Z,24.4,-83,8.107322604
2020-03-03T11:17:10Z,24.4,-83,8.107322604
2020-03-03T11:17:15Z,24.4,-83,8.107322604
2020-03-03T11:17:20Z,24.42,-83,8.107025112
2020-03-03T11:17:25Z,24.42,-83,8.107025112
2020-03-03T11:17:30Z,24.42,-83,8.107025112
2020-03-03T11:17:35Z,24.42,-83,8.107025112
2020-03-03T11:17:40Z,24.42,-83,8.107025112
2020-03-03T11:17:45Z,24.42,-83,8.107025112
2020-03-03T11:17:50Z,24.42,-83,8.107025112
2020-03-03T11:17:55Z,24.42,-83,8.107025112
2020-03-03T11:18:00Z,24.42,-83,8.107025112
2020-03-03T11:18:05Z,24.42,-83,8.107025112
2020-03-03T11:18:10Z,24.42,-83,8.107025112
2020-03-03T11:18:15Z,24.42,-83,8.107025112
2020-03-03T11:18:20Z,24.42,-83,8.107025112
2020-03-03T11:18:25Z,24.42,-83.02,8.107363841
2020-03-03T11:18:30Z,24.45,-83.02,8.106917604
2020-03-03T11:18:35Z,24.45,-83,8.10657891
2020-03-03T11:18:40Z,24.45,-83.02,8.106917604
2020-03-03T11:18:45Z,24.45,-83,8.10657891
2020-03-03T11:18:50Z,24.45,-83,8.10657891
2020-03-03T11:18:55Z,24.45,-83,8.10657891
2020-03-03T11:19:00Z,24.45,-83,8.10657891
2020-03-03T11:19:05Z,24.45,-83,8.10657891
2020-03-03T11:19:10Z,24.45,-83.02,8.106917604
2020-03-03T11:19:15Z,24.45,-83,8.10657891
2020-03-03T11:19:20Z,24.45,-83.02,8.106917604
2020-03-03T11:19:25Z,24.45,-83.02,8.106917604
2020-03-03T11:19:30Z,24.45,-83.02,8.106917604
2020-03-03T11:19:35Z,24.45,-83,8.10657891
2020-03-03T11:19:40Z,24.45,-83,8.10657891
2020-03-03T11:19:45Z,24.45,-83.02,8.106917604
2020-03-03T11:19:50Z,24.45,-83,8.10657891
2020-03-03T11:19:55Z,24.45,-83,8.10657891
2020-03-03T11:20:00Z,24.45,-83,8.10657891
2020-03-03T11:20:05Z,24.45,-83.02,8.106917604
2020-03-03T11:20:10Z,24.45,-83.02,8.106917604
2020-03-03T11:20:15Z,24.45,-83.02,8.106917604
2020-03-03T11:20:20Z,24.45,-83.02,8.106917604
2020-03-03T11:20:25Z,24.45,-83.02,8.106917604
2020-03-03T11:20:30Z,24.45,-83.02,8.106917604
2020-03-03T11:20:35Z,24.45,-83.02,8.106917604
2020-03-03T11:20:40Z,24.45,-83.02,8.106917604
2020-03-03T11:20:45Z,24.45,-83.03,8.107086951
2020-03-03T11:20:50Z,24.45,-83.02,8.106917604
2020-03-03T11:20:55Z,24.45,-83.02,8.106917604
2020-03-03T11:21:00Z,24.45,-83.02,8.106917604
2020-03-03T11:21:05Z,24.45,-83.03,8.107086951
2020-03-03T11:21:10Z,24.45,-83.03,8.107086951
2020-03-03T11:21:15Z,24.45,-83.02,8.106917604
2020-03-03T11:21:20Z,24.45,-83.03,8.107086951
2020-03-03T11:21:25Z,24.45,-83.03,8.107086951
2020-03-03T11:21:30Z,24.45,-83.03,8.107086951
2020-03-03T11:21:35Z,24.45,-83.03,8.107086951
2020-03-03T11:21:40Z,24.45,-83.03,8.107086951
2020-03-03T11:21:45Z,24.45,-83.03,8.107086951
2020-03-03T11:21:50Z,24.45,-83.05,8.107425646
2020-03-03T11:21:55Z,24.45,-83.03,8.107086951
2020-03-03T11:22:00Z,24.45,-83.03,8.107086951
