"Sample.Name","pHmean","SE"
"Sump",7.88846154296411,0.0023636611786946
"Tank1",7.80124380468529,0.00282635150862675
"Tank10",7.58316876444846,0.00544621116096891
"Tank11",7.9602432319655,0.000547792666738428
"Tank12",7.9815021100372,0.000774857221058314
"Tank13",7.92284567257487,0.000978738996506517
"Tank14",7.94231276911652,0.00116912961485133
"Tank15",7.95544739714816,0.000796205248173133
"Tank16",7.87966263056638,0.000495383356172724
"Tank17",7.83571965049715,0.00247563877808068
"Tank18",7.83367070464277,0.00291593121768964
"Tank19",7.84170325254252,0.00244203556936305
"Tank2",7.82389708649669,0.00235320869926289
"Tank20",7.84287353905237,0.0015541259594752
"Tank3",7.75689073516408,0.00268204272620973
"Tank4",7.75444068706999,0.00467087377124738
"Tank7",7.75263548463126,0.0040171432195314
"Tank8",7.7640245845466,0.0103377826862197
"Tank9",7.74008440474094,0.00669637915134041
