"Rows","Column","NoDye_730","NoDye_578","NoDye_434","Dye_730","Dye_578","Dye_434","Well.Location","A1_A2","A1_A2_corr","pH_in_lab","pHtris","pHtris_error","daterun","Sample.Name","TempInSitu","pHinsitu"
"A","02",0.0348,0.0338,0.0387,0.0349,0.2735,0.2514,"A02",1.12699905926623,1.20978116556914,7.76182298999287,8.09048640342451,4.06234430222297,2020-02-20,"Sump",14,7.92364301687564
"A","03",0.0362,0.0351,0.0415,0.0363,0.2533,0.3086,"A03",0.81685393258427,0.900560116292135,7.6248333627941,8.09048640342451,5.75556298362118,2020-02-20,"Tank1",17,7.73722082125103
"A","04",0.0372,0.0374,0.0434,0.0373,0.2506,0.2821,"A04",0.893126571668064,0.976605501047779,7.66223059472356,8.09048640342451,5.29332585639939,2020-02-20,"Tank2",17,7.77598586371342
"A","05",0.036,0.036,0.0438,0.038,0.2644,0.3289,"A05",0.799717414341222,0.883474656305193,7.61601864823663,8.09048640342451,5.86451458576149,2020-02-20,"Tank3",17,7.72806510238957
"A","06",0.0374,0.0357,0.0405,0.037,0.2662,0.3105,"A06",0.853920118343195,0.937515863350592,7.64336718875177,8.09048640342451,5.5264812568436,2020-02-20,"Tank4",17,7.75644840641277
"A","07",0.0352,0.034,0.0387,0.0354,0.2701,0.3204,"A07",0.838010657193606,0.921653804440497,7.63549883437275,8.09048640342451,5.62373566142041,2020-02-20,"Tank7",17,7.74828935897314
"A","08",0.0353,0.0324,0.0373,0.0354,0.2574,0.3177,"A08",0.802354620049947,0.886104004459508,7.61738570426547,8.09048640342451,5.84761750491027,2020-02-20,"Tank8",17,7.72948551231335
"A","09",0.0352,0.0341,0.0401,0.0354,0.2527,0.3146,"A09",0.796208530805687,0.879976227488152,7.61419370867734,8.09048640342451,5.88707119692535,2020-02-20,"Tank9",17,7.72616867041193
"A","10",0.0357,0.0344,0.0405,0.0359,0.2671,0.3042,"A10",0.88235294117647,0.965863970588235,7.65711946383228,8.09048640342451,5.35650043746184,2020-02-20,"Tank10",17,7.77069526101595
"A","11",0.0354,0.0335,0.0377,0.0356,0.3131,0.2881,"A11",1.11670663469225,1.19951940727418,7.75783499712564,8.09048640342451,4.11163667685122,2020-02-20,"Tank11",17,7.87453543450429
"A","12",0.035,0.0321,0.0356,0.0352,0.3447,0.3104,"A12",1.13765477057538,1.22040512818645,7.76591869452873,8.09048640342451,4.01172059022798,2020-02-20,"Tank12",17,7.88283460679447
"B","02",0.0356,0.0333,0.0375,0.0358,0.3014,0.2699,"B02",1.15374677002584,1.23644918152455,7.7720414878483,8.09048640342451,3.93604166297611,2020-02-20,"Sump",14,7.93421812400202
