"Rows","Column","NoDye_730","NoDye_578","NoDye_434","Dye_730","Dye_578","Dye_434","Well.Location","A1_A2","A1_A2_corr","pH_in_lab","pHtris","pHtris_error","daterun","Sample.Name","TempInSitu","pHinsitu"
"A","02",0.0352,0.032,0.0365,0.0353,0.3681,0.2654,"A02",1.46853146853147,1.55029597902098,7.8784123680376,8.09149162219381,2.63337421708216,2020-02-22,"Sump",14,8.04375496979563
"A","03",0.036,0.0333,0.0384,0.0368,0.3518,0.3468,"A03",1.03283485045514,1.11589751901821,7.72342928352335,8.09149162219381,4.54875758211159,2020-02-22,"Tank1",17,7.83915658908083
"A","04",0.0376,0.0342,0.0383,0.0359,0.3625,0.3648,"A04",1.0054844606947,1.08862861974406,7.71191282264802,8.09149162219381,4.69108561522405,2020-02-22,"Tank2",17,7.82729328677484
"A","05",0.036,0.0323,0.0358,0.0364,0.3358,0.3914,"A05",0.853322072072072,0.936919598958333,7.64240278880634,8.09149162219381,5.55013654288026,2020-02-22,"Tank3",17,7.75544868037068
"A","06",0.0384,0.0354,0.0392,0.0365,0.3043,0.3758,"A06",0.8,0.8837564,7.61549305884733,8.09149162219381,5.88270476658331,2020-02-22,"Tank4",17,7.72751895435182
"A","07",0.0366,0.0333,0.037,0.0356,0.2956,0.3661,"A07",0.797637079672826,0.881400519993941,7.61426519947607,8.09149162219381,5.89787946401356,2020-02-22,"Tank7",17,7.72624296764911
"A","08",0.0356,0.0318,0.0353,0.0357,0.2962,0.3616,"A08",0.81023911710607,0.893965009656652,7.62077786258963,8.09149162219381,5.81739166994971,2020-02-22,"Tank8",17,7.73300931816093
"A","09",0.0356,0.0323,0.0361,0.0358,0.2912,0.3797,"A09",0.753348864298195,0.837244261357018,7.59065219886338,8.09149162219381,6.18970452810832,2020-02-22,"Tank9",17,7.70167742749437
"A","10",0.038,0.0356,0.0398,0.0374,0.2884,0.3628,"A10",0.783065512978986,0.866872369283065,7.60662336050533,8.09149162219381,5.99232235943438,2020-02-22,"Tank10",17,7.71829847732529
"A","11",0.0362,0.0331,0.0364,0.0362,0.3629,0.2907,"A11",1.2968934329532,1.37916933896972,7.82282238004014,8.09149162219381,3.32039202038787,2020-02-22,"Tank11",17,7.94112499274748
"A","12",0.0361,0.0326,0.0361,0.036,0.4408,0.3522,"A12",1.29127134724858,1.37356400426945,7.82089666969963,8.09149162219381,3.34419122120792,2020-02-22,"Tank12",17,7.93915585860075
"B","02",0.0376,0.0339,0.0374,0.0384,0.4248,0.3035,"B02",1.47041085563513,1.55216976649077,7.87898947530645,8.09149162219381,2.62624194412444,2020-02-22,"Sump",14,8.04434686533382
"B","03",0.0365,0.0333,0.0365,0.0361,0.3317,0.3166,"B03",1.06524064171123,1.14820675721925,7.73673772644829,8.09149162219381,4.38428305076025,2020-02-22,"Tank1",17,7.85285245590924
"B","04",0.0379,0.0351,0.0383,0.0379,0.3774,0.3728,"B04",1.02331838565022,1.10640940852018,7.71945243284401,8.09149162219381,4.59790613055014,2020-02-22,"Tank2",17,7.83506119666768
"B","05",0.0396,0.0386,0.0398,0.0391,0.3191,0.355,"B05",0.890085524231866,0.973573514412417,7.66012331375925,8.09149162219381,5.33113458650046,2020-02-22,"Tank3",17,7.7738048714238
"B","06",0.038,0.035,0.039,0.0398,0.3303,0.4002,"B06",0.816638842515303,0.900345667084029,7.62405187288871,8.09149162219381,5.77692928733914,2020-02-22,"Tank4",17,7.73640938732755
"B","07",0.0354,0.0323,0.0355,0.0359,0.3247,0.4039,"B07",0.793422125577603,0.877198124354444,7.61206716189637,8.09149162219381,5.92504426479843,2020-02-22,"Tank7",17,7.7239584288414
"B","08",0.0372,0.0338,0.0378,0.0366,0.3117,0.3798,"B08",0.812901342673672,0.896619303123176,7.62214251620487,8.09149162219381,5.80052637886424,2020-02-22,"Tank8",17,7.73442663462782
"B","09",0.0369,0.0339,0.0371,0.0365,0.2844,0.3545,"B09",0.789490245437382,0.873277959251101,7.61000766589857,8.09149162219381,5.95049687717158,2020-02-22,"Tank9",17,7.72181748001833
"B","10",0.0382,0.0353,0.039,0.0365,0.2855,0.3451,"B10",0.818388564002599,0.902090175276153,7.62494315802424,8.09149162219381,5.76591419670878,2020-02-22,"Tank10",17,7.73733481896485
"B","11",0.035,0.0323,0.037,0.0351,0.3888,0.3058,"B11",1.32638630442873,1.40857433643469,7.83280814137172,8.09149162219381,3.19698138366185,2020-02-22,"Tank11",17,7.9513322576196
"B","12",0.0367,0.0339,0.0378,0.0377,0.4127,0.3283,"B12",1.30500863557858,1.38726036234888,7.82558939743523,8.09149162219381,3.28619539108524,2020-02-22,"Tank12",17,7.94395400115561
"C","02",0.0368,0.0332,0.0363,0.0366,0.4079,0.2935,"C02",1.45648795648796,1.5382883506216,7.87469904375781,8.09149162219381,2.67926593214741,2020-02-22,"Sump",14,8.03994594991309
