"","date","SampleID","Salinity_lab","pH","TempInSitu"
"42",20200303,"SN195",34,8.14573639774148,22.67
"43",20200303,"SN195",34,8.14356244049012,22.69
"44",20200303,"SN195",34,8.14458456856241,22.69
"45",20200303,"SN195",34,8.14492527791984,22.69
"46",20200303,"SN195",34,8.14379393559498,22.72
"47",20200303,"SN195",34,8.14379393559498,22.72
"48",20200303,"SN195",34,8.14362359818953,22.72
"49",20200303,"SN195",34,8.14298303490193,22.74
"50",20200303,"SN195",34,8.14298303490193,22.74
"51",20200303,"SN195",34,8.14281270901004,22.74
"52",20200303,"SN195",34,8.14251285285858,22.76
"53",20200303,"SN195",34,8.14251285285858,22.76
"54",20200303,"SN195",34,8.14251285285858,22.76
"55",20200303,"SN195",34,8.14172251337231,22.79
"56",20200303,"SN195",34,8.14172251337231,22.79
"57",20200303,"SN195",34,8.14070073068357,22.79
"58",20200303,"SN195",34,8.14074158973723,22.81
"59",20200303,"SN195",34,8.14074158973723,22.81
"60",20200303,"SN195",34,8.14074158973723,22.81
"61",20200303,"SN195",34,8.14074158973723,22.81
"62",20200303,"SN195",34,8.14029202581758,22.84
"63",20200303,"SN195",34,8.13995148912275,22.84
"64",20200303,"SN195",34,8.13995148912275,22.84
"65",20200303,"SN195",34,8.13961095242792,22.84
"66",20200303,"SN195",34,8.13961095242792,22.84
"67",20200303,"SN195",34,8.13931131502731,22.86
"68",20200303,"SN195",34,8.13965182871368,22.86
"69",20200303,"SN195",34,8.13965182871368,22.86
"70",20200303,"SN195",34,8.13965182871368,22.86
"71",20200303,"SN195",34,8.13965182871368,22.86
"72",20200303,"SN195",34,8.13935218896428,22.88
"73",20200303,"SN195",34,8.13901169828326,22.88
"74",20200303,"SN195",34,8.13901169828326,22.88
"75",20200303,"SN195",34,8.13935218896428,22.88
"76",20200303,"SN195",34,8.13901169828326,22.88
"77",20200303,"SN195",34,8.13856231184734,22.91
"78",20200303,"SN195",34,8.13856231184734,22.91
"79",20200303,"SN195",34,8.13890276802616,22.91
"80",20200303,"SN195",34,8.13890276802616,22.91
"81",20200303,"SN195",34,8.13890276802616,22.91
"82",20200303,"SN195",34,8.13856231184734,22.91
"83",20200303,"SN195",34,8.13856231184734,22.91
"84",20200303,"SN195",34,8.13826274664311,22.93
"85",20200303,"SN195",34,8.13826274664311,22.93
"86",20200303,"SN195",34,8.13860317982435,22.93
"87",20200303,"SN195",34,8.13826274664311,22.93
"88",20200303,"SN195",34,8.13860317982435,22.93
"89",20200303,"SN195",34,8.13860317982435,22.93
"90",20200303,"SN195",34,8.13860317982435,22.93
"91",20200303,"SN195",34,8.13815383609881,22.96
"92",20200303,"SN195",34,8.13815383609881,22.96
"93",20200303,"SN195",34,8.13781343740811,22.96
"94",20200303,"SN195",34,8.13815383609881,22.96
"95",20200303,"SN195",34,8.13815383609881,22.96
"96",20200303,"SN195",34,8.13815383609881,22.96
"97",20200303,"SN195",34,8.13815383609881,22.96
"98",20200303,"SN195",34,8.13785429929962,22.98
"99",20200303,"SN195",34,8.13785429929962,22.98
"100",20200303,"SN195",34,8.13785429929962,22.98
"101",20200303,"SN195",34,8.13785429929962,22.98
"102",20200303,"SN195",34,8.13785429929962,22.98
"103",20200303,"SN195",34,8.13785429929962,22.98
"104",20200303,"SN195",34,8.13785429929962,22.98
"105",20200303,"SN195",34,8.13785429929962,22.98
"106",20200303,"SN195",34,8.13789513573513,23
"107",20200303,"SN195",34,8.13755478302096,23
"108",20200303,"SN195",34,8.13755478302096,23
"109",20200303,"SN195",34,8.13755478302096,23
"110",20200303,"SN195",34,8.13721443030679,23
"111",20200303,"SN195",34,8.13755478302096,23
"112",20200303,"SN195",34,8.13789513573513,23
"113",20200303,"SN195",34,8.13744586526825,23.03
"114",20200303,"SN195",34,8.13744586526825,23.03
"115",20200303,"SN195",34,8.13761602438821,23.03
"116",20200303,"SN195",34,8.13761602438821,23.03
"117",20200303,"SN195",34,8.13761602438821,23.03
"118",20200303,"SN195",34,8.13761602438821,23.03
"119",20200303,"SN195",34,8.13744586526825,23.03
"120",20200303,"SN195",34,8.13731652484115,23.05
"121",20200303,"SN195",34,8.13714637721066,23.05
"122",20200303,"SN195",34,8.13731652484115,23.05
"123",20200303,"SN195",34,8.13731652484115,23.05
"124",20200303,"SN195",34,8.13731652484115,23.05
"125",20200303,"SN195",34,8.13731652484115,23.05
"126",20200303,"SN195",34,8.12438530492392,23.05
"127",20200303,"SN195",34,8.13771796584219,23.08
"128",20200303,"SN195",34,8.13720757464463,23.08
"129",20200303,"SN195",34,8.13720757464463,23.08
"130",20200303,"SN195",34,8.13720757464463,23.08
"131",20200303,"SN195",34,8.13720757464463,23.08
"132",20200303,"SN195",34,8.13720757464463,23.08
"133",20200303,"SN195",34,8.13720757464463,23.08
"134",20200303,"SN195",34,8.13720757464463,23.08
"135",20200303,"SN195",34,8.13690810319363,23.1
"136",20200303,"SN195",34,8.13690810319363,23.1
"137",20200303,"SN195",34,8.13656786536644,23.1
"138",20200303,"SN195",34,8.13656786536644,23.1
"139",20200303,"SN195",34,8.13656786536644,23.1
"140",20200303,"SN195",34,8.13656786536644,23.1
"141",20200303,"SN195",34,8.13656786536644,23.1
"142",20200303,"SN195",34,8.13656786536644,23.1
"143",20200303,"SN195",34,8.13656786536644,23.1
"144",20200303,"SN195",34,8.13656786536644,23.1
"145",20200303,"SN195",34,8.13656786536644,23.1
"146",20200303,"SN195",34,8.13660865213206,23.12
"147",20200303,"SN195",34,8.13660865213206,23.12
"148",20200303,"SN195",34,8.13626843727297,23.12
"149",20200303,"SN195",34,8.13626843727297,23.12
"150",20200303,"SN195",34,8.13626843727297,23.12
"151",20200303,"SN195",34,8.13626843727297,23.12
"152",20200303,"SN195",34,8.13626843727297,23.12
"153",20200303,"SN195",34,8.13626843727297,23.12
"154",20200303,"SN195",34,8.2369720355632,23.12
"155",20200303,"SN195",34,8.13711897442069,23.12
"156",20200303,"SN195",34,8.1367787595616,23.12
"157",20200303,"SN195",34,8.1367787595616,23.12
"158",20200303,"SN195",34,8.13660865213206,23.12
"159",20200303,"SN195",34,8.13632960392589,23.15
"160",20200303,"SN195",34,8.13632960392589,23.15
"161",20200303,"SN195",34,8.13632960392589,23.15
"162",20200303,"SN195",34,8.13632960392589,23.15
"163",20200303,"SN195",34,8.13632960392589,23.15
"164",20200303,"SN195",34,8.1642243977726,23.15
"165",20200303,"SN195",34,8.13603019225693,23.17
"166",20200303,"SN195",34,8.13654042843556,23.17
"167",20200303,"SN195",34,8.13637034970935,23.17
"168",20200303,"SN195",34,8.13637034970935,23.17
"169",20200303,"SN195",34,8.14487428601994,23.17
"170",20200303,"SN195",34,8.13926168805495,23.17
"171",20200303,"SN195",34,8.13790105824526,23.17
"172",20200303,"SN195",34,8.1370506646142,23.17
"173",20200303,"SN195",34,8.13643142037234,23.2
"174",20200303,"SN195",34,8.13694160489892,23.2
"175",20200303,"SN195",34,8.13643142037234,23.2
"176",20200303,"SN195",34,8.13609129735462,23.2
"177",20200303,"SN195",34,8.13592123584576,23.2
"178",20200303,"SN195",34,8.13779191244323,23.2
"179",20200303,"SN195",34,8.13609129735462,23.2
"180",20200303,"SN195",34,8.13592123584576,23.2
"181",20200303,"SN195",34,8.13592123584576,23.2
"182",20200303,"SN195",34,8.13592123584576,23.2
"183",20200303,"SN195",34,8.1356218519566,23.22
"184",20200303,"SN195",34,8.13528175189147,23.22
"185",20200303,"SN195",34,8.13528175189147,23.22
"186",20200303,"SN195",34,8.13528175189147,23.22
"187",20200303,"SN195",34,8.13528175189147,23.22
"188",20200303,"SN195",34,8.1356218519566,23.22
"189",20200303,"SN195",34,8.13528175189147,23.22
"190",20200303,"SN195",34,8.13086045104479,23.22
"191",20200303,"SN195",34,8.11113464726733,23.22
"192",20200303,"SN195",34,8.13630205208685,23.22
"193",20200303,"SN195",34,8.1356218519566,23.22
"194",20200303,"SN195",34,8.1356218519566,23.22
"195",20200303,"SN195",34,8.13532248832317,23.24
"196",20200303,"SN195",34,8.13532248832317,23.24
"197",20200303,"SN195",34,8.13532248832317,23.24
"198",20200303,"SN195",34,8.13532248832317,23.24
"199",20200303,"SN195",34,8.13532248832317,23.24
"200",20200303,"SN195",34,8.13532248832317,23.24
"201",20200303,"SN195",34,8.13532248832317,23.24
"202",20200303,"SN195",34,8.13532248832317,23.24
"203",20200303,"SN195",34,8.13487348080192,23.27
"204",20200303,"SN195",34,8.13487348080192,23.27
"205",20200303,"SN195",34,8.13487348080192,23.27
"206",20200303,"SN195",34,8.13487348080192,23.27
"207",20200303,"SN195",34,8.13487348080192,23.27
"208",20200303,"SN195",34,8.13487348080192,23.27
"209",20200303,"SN195",34,8.13487348080192,23.27
"210",20200303,"SN195",34,8.13487348080192,23.27
"211",20200303,"SN195",34,8.13487348080192,23.27
"212",20200303,"SN195",34,8.13538354484771,23.27
"213",20200303,"SN195",34,8.13474417758462,23.29
"214",20200303,"SN195",34,8.13474417758462,23.29
"215",20200303,"SN195",34,8.13474417758462,23.29
"216",20200303,"SN195",34,8.13474417758462,23.29
"217",20200303,"SN195",34,8.13695430599497,23.29
"218",20200303,"SN195",34,8.13593424672866,23.29
"219",20200303,"SN195",34,8.13508419734006,23.29
"220",20200303,"SN195",34,8.13525420721778,23.29
"221",20200303,"SN195",34,8.13508419734006,23.29
"222",20200303,"SN195",34,8.13525420721778,23.29
"223",20200303,"SN195",34,8.13525420721778,23.29
"224",20200303,"SN195",34,8.13525420721778,23.29
"225",20200303,"SN195",34,8.13644427636181,23.29
"226",20200303,"SN195",34,8.13525420721778,23.29
"227",20200303,"SN195",34,8.13525420721778,23.29
"228",20200303,"SN195",34,8.13480520658268,23.32
"229",20200303,"SN195",34,8.16880374144361,23.32
"230",20200303,"SN195",34,8.13565516995421,23.32
"231",20200303,"SN195",34,8.13514519193129,23.32
"232",20200303,"SN195",34,8.13565516995421,23.32
"233",20200303,"SN195",34,8.1354851772799,23.32
"234",20200303,"SN195",34,8.13514519193129,23.32
"235",20200303,"SN195",34,8.13514519193129,23.32
"236",20200303,"SN195",34,8.13514519193129,23.32
"237",20200303,"SN195",34,8.13463521390838,23.32
"238",20200303,"SN195",34,8.13480520658268,23.32
"239",20200303,"SN195",34,8.1354851772799,23.32
"240",20200303,"SN195",34,8.13518582284335,23.34
"241",20200303,"SN195",34,8.13518582284335,23.34
"242",20200303,"SN195",34,8.13518582284335,23.34
"243",20200303,"SN195",34,8.13518582284335,23.34
"244",20200303,"SN195",34,8.13518582284335,23.34
"245",20200303,"SN195",34,8.13518582284335,23.34
"246",20200303,"SN195",34,8.13535580405065,23.34
"247",20200303,"SN195",34,8.13535580405065,23.34
"248",20200303,"SN195",34,8.13518582284335,23.34
"249",20200303,"SN195",34,8.13535580405065,23.34
"250",20200303,"SN195",34,8.13535580405065,23.34
"251",20200303,"SN195",34,8.13535580405065,23.34
"252",20200303,"SN195",34,8.13535580405065,23.34
"253",20200303,"SN195",34,8.13535580405065,23.34
"254",20200303,"SN195",34,8.13488648853678,23.36
"255",20200303,"SN195",34,8.13352673060211,23.36
"256",20200303,"SN195",34,8.13420660956944,23.36
"257",20200303,"SN195",34,8.13454654905311,23.36
"258",20200303,"SN195",34,8.13539639776228,23.36
"259",20200303,"SN195",34,8.13641621621328,23.36
"260",20200303,"SN195",34,8.13590630698778,23.36
"261",20200303,"SN195",34,8.13607627672961,23.36
"262",20200303,"SN195",34,8.13539639776228,23.36
"263",20200303,"SN195",34,8.13539639776228,23.36
"264",20200303,"SN195",34,8.13539639776228,23.36
"265",20200303,"SN195",34,8.13556636750411,23.36
"266",20200303,"SN195",34,8.13556636750411,23.36
"267",20200303,"SN195",34,8.13488648853678,23.36
"268",20200303,"SN195",34,8.13454654905311,23.36
"269",20200303,"SN195",34,8.13420660956944,23.36
"270",20200303,"SN195",34,8.13358776203743,23.39
"271",20200303,"SN195",34,8.13358776203743,23.39
"272",20200303,"SN195",34,8.13324785694435,23.39
"273",20200303,"SN195",34,8.1327787120081,23.41
"274",20200303,"SN195",34,8.13243882983821,23.41
"275",20200303,"SN195",34,8.13226888875326,23.41
"276",20200303,"SN195",34,8.13182018929974,23.44
"277",20200303,"SN195",34,8.13182018929974,23.44
"278",20200303,"SN195",34,8.13101134401987,23.46
"279",20200303,"SN195",34,8.13101134401987,23.46
"280",20200303,"SN195",34,8.13067151914444,23.46
"281",20200303,"SN195",34,8.13003268647068,23.48
"282",20200303,"SN195",34,8.12986278548915,23.48
"283",20200303,"SN195",34,8.12907456075558,23.51
"284",20200303,"SN195",34,8.12907456075558,23.51
"285",20200303,"SN195",34,8.12860576477667,23.53
"286",20200303,"SN195",34,8.12826602008103,23.53
"287",20200303,"SN195",34,8.12764786825576,23.56
"288",20200303,"SN195",34,8.12764786825576,23.56
"289",20200303,"SN195",34,8.12700935262656,23.58
"290",20200303,"SN195",34,8.12700935262656,23.58
"291",20200303,"SN195",34,8.12637090260106,23.6
"292",20200303,"SN195",34,8.12620107032422,23.6
"293",20200303,"SN195",34,8.12575298071797,23.63
"294",20200303,"SN195",34,8.12511467167486,23.65
"295",20200303,"SN195",34,8.12511467167486,23.65
"296",20200303,"SN195",34,8.12449690391107,23.68
"297",20200303,"SN195",34,8.12415733090194,23.68
"298",20200303,"SN195",34,8.12385873566509,23.7
"299",20200303,"SN195",34,8.12339039646389,23.72
"300",20200303,"SN195",34,8.12339039646389,23.72
"301",20200303,"SN195",34,8.12294258707612,23.75
"302",20200303,"SN195",34,8.12230460191456,23.77
"303",20200303,"SN195",34,8.12230460191456,23.77
"304",20200303,"SN195",34,8.12168718240516,23.8
"305",20200303,"SN195",34,8.12168718240516,23.8
"306",20200303,"SN195",34,8.1213887505262,23.82
"307",20200303,"SN195",34,8.12094113930123,23.85
"308",20200303,"SN195",34,8.12026238201974,23.85
"309",20200303,"SN195",34,8.11996404460338,23.87
"310",20200303,"SN195",34,8.11996404460338,23.87
"311",20200303,"SN195",34,8.11949606017468,23.89
"312",20200303,"SN195",34,8.11949606017468,23.89
"313",20200303,"SN195",34,8.11904863680273,23.92
"314",20200303,"SN195",34,8.11870933813136,23.92
"315",20200303,"SN195",34,8.11841110297829,23.94
"316",20200303,"SN195",34,8.11841110297829,23.94
"317",20200303,"SN195",34,8.11824146506334,23.94
"318",20200303,"SN195",34,8.1177941657793,23.97
"319",20200303,"SN195",34,8.1177941657793,23.97
"320",20200303,"SN195",34,8.11745492420586,23.97
"321",20200303,"SN195",34,8.11715677169355,23.99
"322",20200303,"SN195",34,8.11715677169355,23.99
"323",20200303,"SN195",34,8.11668904053845,24.01
"324",20200303,"SN195",34,8.11668904053845,24.01
"325",20200303,"SN195",34,8.11668904053845,24.01
"326",20200303,"SN195",34,8.1163498446295,24.01
"327",20200303,"SN195",34,8.11590273234874,24.04
"328",20200303,"SN195",34,8.11556357068011,24.04
"329",20200303,"SN195",34,8.11539398984579,24.04
"330",20200303,"SN195",34,8.11509597329417,24.06
"331",20200303,"SN195",34,8.11509597329417,24.06
"332",20200303,"SN195",34,8.11509597329417,24.06
"333",20200303,"SN195",34,8.11430987988605,24.09
"334",20200303,"SN195",34,8.11430987988605,24.09
"335",20200303,"SN195",34,8.11430987988605,24.09
"336",20200303,"SN195",34,8.11401193416489,24.11
"337",20200303,"SN195",34,8.11384239326416,24.11
"338",20200303,"SN195",34,8.11384239326416,24.11
"339",20200303,"SN195",34,8.11320541912341,24.13
"340",20200303,"SN195",34,8.11320541912341,24.13
"341",20200303,"SN195",34,8.11320541912341,24.13
"342",20200303,"SN195",34,8.11258910409921,24.16
"343",20200303,"SN195",34,8.11258910409921,24.16
"344",20200303,"SN195",34,8.11258910409921,24.16
"345",20200303,"SN195",34,8.11195226898809,24.18
"346",20200303,"SN195",34,8.11195226898809,24.18
"347",20200303,"SN195",34,8.11195226898809,24.18
"348",20200303,"SN195",34,8.11330827687565,24.18
"349",20200303,"SN195",34,8.11997978351256,24.21
"350",20200303,"SN195",34,8.11438681529563,24.21
"351",20200303,"SN195",34,8.1123530086713,24.21
"352",20200303,"SN195",34,8.1112078265548,24.23
"353",20200303,"SN195",34,8.1112078265548,24.23
"354",20200303,"SN195",34,8.11171624401547,24.23
"355",20200303,"SN195",34,8.1112078265548,24.23
"356",20200303,"SN195",34,8.11074062179351,24.25
"357",20200303,"SN195",34,8.11040169961361,24.25
"358",20200303,"SN195",34,8.11040169961361,24.25
"359",20200303,"SN195",34,8.11006277743371,24.25
"360",20200303,"SN195",34,8.11006277743371,24.25
"361",20200303,"SN195",34,8.1099551709943,24.28
"362",20200303,"SN195",34,8.10961628299947,24.28
"363",20200303,"SN195",34,8.10961628299947,24.28
"364",20200303,"SN195",34,8.10961628299947,24.28
"365",20200303,"SN195",34,8.10944683900206,24.28
"366",20200303,"SN195",34,8.10944683900206,24.28
"367",20200303,"SN195",34,8.10914921113657,24.3
"368",20200303,"SN195",34,8.10914921113657,24.3
"369",20200303,"SN195",34,8.10914921113657,24.3
"370",20200303,"SN195",34,8.10914921113657,24.3
"371",20200303,"SN195",34,8.10881034592796,24.3
"372",20200303,"SN195",34,8.10881034592796,24.3
"373",20200303,"SN195",34,8.10881034592796,24.3
"374",20200303,"SN195",34,8.10836397379034,24.33
"375",20200303,"SN195",34,8.10836397379034,24.33
"376",20200303,"SN195",34,8.10836397379034,24.33
"377",20200303,"SN195",34,8.10836397379034,24.33
"378",20200303,"SN195",34,8.10819455827282,24.33
"379",20200303,"SN195",34,8.10836397379034,24.33
"380",20200303,"SN195",34,8.10819455827282,24.33
"381",20200303,"SN195",34,8.10836397379034,24.33
"382",20200303,"SN195",34,8.10789701185829,24.35
"383",20200303,"SN195",34,8.10789701185829,24.35
"384",20200303,"SN195",34,8.10806641598653,24.35
"385",20200303,"SN195",34,8.10789701185829,24.35
"386",20200303,"SN195",34,8.10789701185829,24.35
"387",20200303,"SN195",34,8.10806641598653,24.35
"388",20200303,"SN195",34,8.10789701185829,24.35
"389",20200303,"SN195",34,8.10806641598653,24.35
"390",20200303,"SN195",34,8.10806641598653,24.35
"391",20200303,"SN195",34,8.10745072760924,24.38
"392",20200303,"SN195",34,8.10745072760924,24.38
"393",20200303,"SN195",34,8.10745072760924,24.38
"394",20200303,"SN195",34,8.10762011465644,24.38
"395",20200303,"SN195",34,8.10762011465644,24.38
"396",20200303,"SN195",34,8.10762011465644,24.38
"397",20200303,"SN195",34,8.10762011465644,24.38
"398",20200303,"SN195",34,8.10745072760924,24.38
"399",20200303,"SN195",34,8.10745072760924,24.38
"400",20200303,"SN195",34,8.10715322832544,24.4
"401",20200303,"SN195",34,8.10732260398718,24.4
"402",20200303,"SN195",34,8.10732260398718,24.4
"403",20200303,"SN195",34,8.10732260398718,24.4
"404",20200303,"SN195",34,8.10715322832544,24.4
"405",20200303,"SN195",34,8.10732260398718,24.4
"406",20200303,"SN195",34,8.10732260398718,24.4
"407",20200303,"SN195",34,8.10732260398718,24.4
"408",20200303,"SN195",34,8.10732260398718,24.4
"409",20200303,"SN195",34,8.10732260398718,24.4
"410",20200303,"SN195",34,8.10732260398718,24.4
"411",20200303,"SN195",34,8.10732260398718,24.4
"412",20200303,"SN195",34,8.10732260398718,24.4
"413",20200303,"SN195",34,8.1070251121324,24.42
"414",20200303,"SN195",34,8.1070251121324,24.42
"415",20200303,"SN195",34,8.1070251121324,24.42
"416",20200303,"SN195",34,8.1070251121324,24.42
"417",20200303,"SN195",34,8.1070251121324,24.42
"418",20200303,"SN195",34,8.1070251121324,24.42
"419",20200303,"SN195",34,8.1070251121324,24.42
"420",20200303,"SN195",34,8.1070251121324,24.42
"421",20200303,"SN195",34,8.1070251121324,24.42
"422",20200303,"SN195",34,8.1070251121324,24.42
"423",20200303,"SN195",34,8.1070251121324,24.42
"424",20200303,"SN195",34,8.1070251121324,24.42
"425",20200303,"SN195",34,8.1070251121324,24.42
"426",20200303,"SN195",34,8.10736384068805,24.42
"427",20200303,"SN195",34,8.10691760398763,24.45
"428",20200303,"SN195",34,8.10657890957802,24.45
"429",20200303,"SN195",34,8.10691760398763,24.45
"430",20200303,"SN195",34,8.10657890957802,24.45
"431",20200303,"SN195",34,8.10657890957802,24.45
"432",20200303,"SN195",34,8.10657890957802,24.45
"433",20200303,"SN195",34,8.10657890957802,24.45
"434",20200303,"SN195",34,8.10657890957802,24.45
"435",20200303,"SN195",34,8.10691760398763,24.45
"436",20200303,"SN195",34,8.10657890957802,24.45
"437",20200303,"SN195",34,8.10691760398763,24.45
"438",20200303,"SN195",34,8.10691760398763,24.45
"439",20200303,"SN195",34,8.10691760398763,24.45
"440",20200303,"SN195",34,8.10657890957802,24.45
"441",20200303,"SN195",34,8.10657890957802,24.45
"442",20200303,"SN195",34,8.10691760398763,24.45
"443",20200303,"SN195",34,8.10657890957802,24.45
"444",20200303,"SN195",34,8.10657890957802,24.45
"445",20200303,"SN195",34,8.10657890957802,24.45
"446",20200303,"SN195",34,8.10691760398763,24.45
"447",20200303,"SN195",34,8.10691760398763,24.45
"448",20200303,"SN195",34,8.10691760398763,24.45
"449",20200303,"SN195",34,8.10691760398763,24.45
"450",20200303,"SN195",34,8.10691760398763,24.45
"451",20200303,"SN195",34,8.10691760398763,24.45
"452",20200303,"SN195",34,8.10691760398763,24.45
"453",20200303,"SN195",34,8.10691760398763,24.45
"454",20200303,"SN195",34,8.10708695119244,24.45
"455",20200303,"SN195",34,8.10691760398763,24.45
"456",20200303,"SN195",34,8.10691760398763,24.45
"457",20200303,"SN195",34,8.10691760398763,24.45
"458",20200303,"SN195",34,8.10708695119244,24.45
"459",20200303,"SN195",34,8.10708695119244,24.45
"460",20200303,"SN195",34,8.10691760398763,24.45
"461",20200303,"SN195",34,8.10708695119244,24.45
"462",20200303,"SN195",34,8.10708695119244,24.45
"463",20200303,"SN195",34,8.10708695119244,24.45
"464",20200303,"SN195",34,8.10708695119244,24.45
"465",20200303,"SN195",34,8.10708695119244,24.45
"466",20200303,"SN195",34,8.10708695119244,24.45
"467",20200303,"SN195",34,8.10742564560206,24.45
"468",20200303,"SN195",34,8.10708695119244,24.45
"469",20200303,"SN195",34,8.10708695119244,24.45
"470",20200303,"SN195",34,8.10742564560206,24.45
"471",20200303,"SN195",34,8.10712814378427,24.47
"472",20200303,"SN195",34,8.10712814378427,24.47
"473",20200303,"SN195",34,8.10712814378427,24.47
"474",20200303,"SN195",34,8.10712814378427,24.47
"475",20200303,"SN195",34,8.1074668154337,24.47
"476",20200303,"SN195",34,8.10712814378427,24.47
"477",20200303,"SN195",34,8.1074668154337,24.47
"478",20200303,"SN195",34,8.1074668154337,24.47
"479",20200303,"SN195",34,8.1074668154337,24.47
"480",20200303,"SN195",34,8.1074668154337,24.47
"481",20200303,"SN195",34,8.10763615125841,24.47
"482",20200303,"SN195",34,8.10763615125841,24.47
"483",20200303,"SN195",34,8.10763615125841,24.47
"484",20200303,"SN195",34,8.10763615125841,24.47
"485",20200303,"SN195",34,8.10763615125841,24.47
"486",20200303,"SN195",34,8.10763615125841,24.47
"487",20200303,"SN195",34,8.10763615125841,24.47
"488",20200303,"SN195",34,8.10797482290784,24.47
"489",20200303,"SN195",34,8.10797482290784,24.47
"490",20200303,"SN195",34,8.10797482290784,24.47
"491",20200303,"SN195",34,8.10797482290784,24.47
"492",20200303,"SN195",34,8.10797482290784,24.47
"493",20200303,"SN195",34,8.10814415873255,24.47
"494",20200303,"SN195",34,8.10814415873255,24.47
"495",20200303,"SN195",34,8.10814415873255,24.47
"496",20200303,"SN195",34,8.10814415873255,24.47
"497",20200303,"SN195",34,8.10848283038198,24.47
"498",20200303,"SN195",34,8.10848283038198,24.47
"499",20200303,"SN195",34,8.10848283038198,24.47
"500",20200303,"SN195",34,8.10878042324053,24.45
"501",20200303,"SN195",34,8.10878042324053,24.45
"502",20200303,"SN195",34,8.10878042324053,24.45
"503",20200303,"SN195",34,8.10878042324053,24.45
"504",20200303,"SN195",34,8.10894977044534,24.45
"505",20200303,"SN195",34,8.10894977044534,24.45
"506",20200303,"SN195",34,8.10894977044534,24.45
"507",20200303,"SN195",34,8.10894977044534,24.45
"508",20200303,"SN195",34,8.10928846485496,24.45
"509",20200303,"SN195",34,8.10928846485496,24.45
"510",20200303,"SN195",34,8.10928846485496,24.45
"511",20200303,"SN195",34,8.10928846485496,24.45
"512",20200303,"SN195",34,8.10928846485496,24.45
"513",20200303,"SN195",34,8.10928846485496,24.45
"514",20200303,"SN195",34,8.10945781205977,24.45
"515",20200303,"SN195",34,8.10945781205977,24.45
"516",20200303,"SN195",34,8.10945781205977,24.45
"517",20200303,"SN195",34,8.10945781205977,24.45
"518",20200303,"SN195",34,8.10979650646938,24.45
"519",20200303,"SN195",34,8.10979650646938,24.45
"520",20200303,"SN195",34,8.10979650646938,24.45
"521",20200303,"SN195",34,8.10979650646938,24.45
"522",20200303,"SN195",34,8.10979650646938,24.45
"523",20200303,"SN195",34,8.110243033411,24.42
"524",20200303,"SN195",34,8.11058176196664,24.42
"525",20200303,"SN195",34,8.11058176196664,24.42
"526",20200303,"SN195",34,8.11058176196664,24.42
"527",20200303,"SN195",34,8.11058176196664,24.42
"528",20200303,"SN195",34,8.11075112624446,24.42
"529",20200303,"SN195",34,8.11075112624446,24.42
"530",20200303,"SN195",34,8.1110898548001,24.42
"531",20200303,"SN195",34,8.1110898548001,24.42
"532",20200303,"SN195",34,8.1110898548001,24.42
"533",20200303,"SN195",34,8.1110898548001,24.42
"534",20200303,"SN195",34,8.11176731191138,24.42
"535",20200303,"SN195",34,8.11125921907792,24.42
"536",20200303,"SN195",34,8.11125921907792,24.42
