"Rows","Column","NoDye_730","NoDye_578","NoDye_434","Dye_730","Dye_578","Dye_434","Well.Location","A1_A2","A1_A2_corr","pH_in_lab","pHtris","pHtris_error","daterun","Sample.Name","TempInSitu"
"A","02",0.0361,0.0355,0.0368,0.0348,0.488,0.3107,"A02",1.64898255813953,1.80084581831395,7.95051225499482,8.09149162219381,1.74231617335316,2020-01-21,"Sump",14.809
"A","03",0.0369,0.0335,0.0352,0.037,0.4006,0.3738,"A03",1.08419497784343,1.23781246824225,7.77189516397421,8.09149162219381,3.9497842071911,2020-01-21,"Tank1",16.985
"A","04",0.0373,0.0338,0.0358,0.0365,0.3833,0.3628,"A04",1.068639414277,1.22230522025625,7.76598412758371,8.09149162219381,4.02283670068052,2020-01-21,"Tank2",16.949
"A","05",0.0357,0.0326,0.0355,0.0356,0.3597,0.3797,"A05",0.950334011036886,1.10436727359861,7.71859230890849,8.09149162219381,4.60853611048073,2020-01-21,"Tank3",16.995
"A","06",0.0351,0.0317,0.0338,0.0366,0.3278,0.3767,"A06",0.862917398945518,1.01722217750439,7.68041893217462,8.09149162219381,5.08030792359318,2020-01-21,"Tank4",17.005
"A","07",0.0378,0.0349,0.0387,0.0378,0.3597,0.3994,"A07",0.900471305794289,1.05465944191849,7.69718135183233,8.09149162219381,4.8731468655291,2020-01-21,"Tank7",16.978
"A","08",0.0383,0.0355,0.0389,0.0379,0.3486,0.3842,"A08",0.906855655192363,1.06102396152734,7.69997513071755,8.09149162219381,4.83861950004852,2020-01-21,"Tank8",17.054
"A","09",0.0378,0.0354,0.0382,0.0365,0.3508,0.3979,"A09",0.877285318559557,1.03154547036011,7.68689981916144,8.09149162219381,5.00021283990004,2020-01-21,"Tank9",17.084
"A","10",0.0368,0.0339,0.0371,0.0368,0.3664,0.4202,"A10",0.867919603236753,1.0222088449491,7.68268497915372,8.09149162219381,5.05230261771265,2020-01-21,"Tank10",17.073
"A","11",0.0378,0.0351,0.0368,0.038,0.4813,0.3434,"A11",1.4556135770235,1.60807744125326,7.89592451603103,8.09149162219381,2.4169475208547,2020-01-21,"Tank11",17.01
"A","12",0.0351,0.0312,0.0348,0.035,0.515,0.354,"A12",1.51550266207329,1.66778051080489,7.9134318501219,8.09149162219381,2.2005803180161,2020-01-21,"Tank12",17.082
"B","02",0.0374,0.0366,0.0371,0.0365,0.4964,0.3163,"B02",1.64476972509818,1.79664607033202,7.94937991174835,8.09149162219381,1.75631041939997,2020-01-21,"Sump",14.809
"B","03",0.0361,0.0323,0.0345,0.0373,0.4098,0.382,"B03",1.08663008951776,1.24024001645972,7.77281425721324,8.09149162219381,3.93842544564322,2020-01-21,"Tank1",16.985
"B","04",0.0382,0.0353,0.0377,0.0388,0.4253,0.4024,"B04",1.06948640483384,1.22314958006042,7.7663077700433,8.09149162219381,4.01883691331494,2020-01-21,"Tank2",16.949
"B","05",0.0366,0.0334,0.0356,0.0359,0.3759,0.3884,"B05",0.970862800565771,1.12483230070721,7.72714533176416,8.09149162219381,4.50283220253611,2020-01-21,"Tank3",16.995
"B","06",0.0378,0.0343,0.0364,0.0375,0.3537,0.3977,"B06",0.88412610619469,1.03836501050885,7.68995568346414,8.09149162219381,4.96244644965478,2020-01-21,"Tank4",17.005
"B","07",0.0365,0.0328,0.0348,0.0368,0.3655,0.3879,"B07",0.942176870748299,1.09623546938775,7.71515241262619,8.09149162219381,4.65104862168276,2020-01-21,"Tank7",16.978
"B","08",0.038,0.0345,0.0369,0.0354,0.3755,0.4008,"B08",0.937517053206003,1.09159012523874,7.71317658268858,8.09149162219381,4.6754672336009,2020-01-21,"Tank8",17.054
"B","09",0.0366,0.0329,0.0354,0.0367,0.3775,0.4192,"B09",0.897836851707063,1.05203317044566,7.69602388955204,8.09149162219381,4.88745154919347,2020-01-21,"Tank9",17.084
"B","10",0.0352,0.0315,0.0344,0.0357,0.3676,0.4091,"B10",0.896846606092998,1.05104600053447,7.69558811559057,8.09149162219381,4.89283713175129,2020-01-21,"Tank10",17.073
"B","11",0.0348,0.0321,0.0344,0.0355,0.4918,0.3517,"B11",1.44977890082123,1.60226088755527,7.89418766421491,8.09149162219381,2.43841268324038,2020-01-21,"Tank11",17.01
"B","12",0.0348,0.0322,0.0343,0.0353,0.5013,0.3468,"B12",1.50192307692308,1.65424310384615,7.90951221994214,8.09149162219381,2.24902169771189,2020-01-21,"Tank12",17.082
"C","02",0.0377,0.0343,0.036,0.0374,0.5197,0.3302,"C02",1.64923599320883,1.80109846621392,7.95058029941658,8.09149162219381,1.74147523542801,2020-01-21,"Sump",14.809
"C","03",0.0373,0.0339,0.0361,0.0373,0.3154,0.2887,"C03",1.11441013460016,1.26793377672209,7.78318279986948,8.09149162219381,3.81028414438055,2020-01-21,"Tank1",16.985
"C","04",0.0367,0.0331,0.0358,0.0371,0.4078,0.3803,"C04",1.08776518453938,1.2413715858762,7.77324210937353,8.09149162219381,3.93313776593887,2020-01-21,"Tank2",16.949
"C","05",0.0366,0.033,0.0358,0.0367,0.3908,0.3952,"C05",0.995546896743668,1.14943972808238,7.73723862289366,8.09149162219381,4.37809264151602,2020-01-21,"Tank3",16.995
"C","06",0.0353,0.0317,0.0345,0.037,0.3724,0.4053,"C06",0.918450284475752,1.07258257789217,7.70500881914317,8.09149162219381,4.77640985242549,2020-01-21,"Tank4",17.005
"C","07",0.0363,0.0323,0.0348,0.036,0.3695,0.3933,"C07",0.940635451505017,1.09469883779264,7.71449970035371,8.09149162219381,4.65911527123213,2020-01-21,"Tank7",16.978
"C","08",0.036,0.0327,0.0355,0.0361,0.3762,0.4004,"C08",0.941337719298246,1.09539892434211,7.71479718149966,8.09149162219381,4.65543880266697,2020-01-21,"Tank8",17.054
"C","09",0.0362,0.0324,0.0343,0.0367,0.3897,0.4202,"C09",0.92579138557343,1.07990087752984,7.70816956520672,8.09149162219381,4.73734726407792,2020-01-21,"Tank9",17.084
