"Rows","Column","NoDye_730","NoDye_578","NoDye_434","Dye_730","Dye_578","Dye_434","Well.Location","A1_A2","A1_A2_corr","pH_in_lab","pHtris","pHtris_error","daterun","Sample.Name","TempInSitu"
"C","03",0.0373,0.0389,0.0418,0.0366,0.2774,0.2906,"C03",0.958717434869739,1.04200093627255,7.69157722977851,8.09149162219381,4.94240630884905,2020-01-23,"Tank1",16.985
"C","04",0.0386,0.0381,0.0431,0.0365,0.2721,0.3212,"C04",0.842612419700214,0.926241855995718,7.63711669305461,8.09149162219381,5.61546560702003,2020-01-23,"Tank2",16.949
"C","05",0.0367,0.0349,0.0381,0.0362,0.2789,0.2812,"C05",1.00369458128079,1.08684407327586,7.71114974463649,8.09149162219381,4.70051623750188,2020-01-23,"Tank19",16.955
"C","06",0.0368,0.0372,0.0403,0.0365,0.2937,0.3095,"C06",0.952875695732839,1.0361766025974,7.6889771166112,8.09149162219381,4.97454022542119,2020-01-23,"Tank20",17.029
"C","07",0.038,0.0349,0.0387,0.0362,0.2446,0.2961,"C07",0.815972222222222,0.899681032986111,7.62371187244581,8.09149162219381,5.78113123747106,2020-01-23,"Tank7",16.978
"C","08",0.0374,0.0362,0.0403,0.036,0.2459,0.2851,"C08",0.857432981316003,0.941018259748172,7.64441667024267,8.09149162219381,5.52524766539805,2020-01-23,"Tank8",17.054
"C","09",0.0379,0.0352,0.0394,0.0361,0.2594,0.3151,"C09",0.814414414414414,0.898127866666667,7.62291640027478,8.09149162219381,5.79096220817672,2020-01-23,"Tank9",17.084
"C","10",0.036,0.0353,0.0381,0.0351,0.3131,0.2954,"C10",1.07939581719597,1.16231975735864,7.74244132973074,8.09149162219381,4.31379415268358,2020-01-23,"Tank10",17.073
"C","11",0.0359,0.0347,0.0363,0.035,0.3697,0.2932,"C11",1.30294802172227,1.38520588809154,7.82488820352213,8.09149162219381,3.29486120878416,2020-01-23,"Tank11",17.01
"C","12",0.035,0.0342,0.0357,0.0354,0.3628,0.2787,"C12",1.35284418796373,1.43495338870569,7.84160489196408,8.09149162219381,3.08826532730175,2020-01-23,"Tank12",17.082
"D","01",0.0356,0.0348,0.037,0.0349,0.3418,0.2732,"D01",1.29886027859856,1.38113032439848,7.82349437692483,8.09149162219381,3.31208703885824,2020-01-23,"Tank13",17.015
"D","02",0.0357,0.0418,0.0412,0.0347,0.361,0.2624,"D02",1.44104410441044,1.52289051350135,7.8698985888265,8.09149162219381,2.73859312613653,2020-01-23,"Tank14",17.015
"D","03",0.0376,0.0348,0.037,0.0359,0.3425,0.2676,"D03",1.33189840723203,1.41407001592768,7.83465319173258,8.09149162219381,3.17417903216706,2020-01-23,"Tank15",16.91
"D","04",0.0374,0.0339,0.0366,0.0365,0.3401,0.2782,"D04",1.26639175257732,1.34875853835052,7.8122870012002,8.09149162219381,3.45059519344735,2020-01-23,"Tank16",17.217
"D","05",0.0373,0.035,0.0362,0.0368,0.2938,0.2978,"D05",0.989317054559329,1.07250938439527,7.70497710482803,8.09149162219381,4.77680179888753,2020-01-23,"Tank17",17.091
"D","06",0.0356,0.0317,0.0341,0.0353,0.3108,0.2965,"D06",1.06357061286639,1.14654170422535,7.73606049683883,8.09149162219381,4.39265270176005,2020-01-23,"Tank18",16.918
"E","01",0.0365,0.0372,0.0388,0.035,0.3659,0.2871,"E01",1.32185748598879,1.40405901160929,7.83128727494817,8.09149162219381,3.21577725585153,2020-01-23,"Tank13",17.015
"E","02",0.0365,0.0334,0.0355,0.0367,0.3388,0.2574,"E02",1.3766350924673,1.45867340820929,7.8493894042366,8.09149162219381,2.99205918094458,2020-01-23,"Tank14",17.015
"E","03",0.0376,0.0363,0.0374,0.0362,0.3555,0.2778,"E03",1.32588916459884,1.40807867783292,7.83264141074295,8.09149162219381,3.19904195094103,2020-01-23,"Tank15",16.91
"E","04",0.0366,0.0328,0.0355,0.0362,0.3384,0.2789,"E04",1.25512715340443,1.33752750205086,7.80834077892457,8.09149162219381,3.49936521583483,2020-01-23,"Tank16",17.217
"E","05",0.0369,0.0336,0.0362,0.0361,0.3116,0.3075,"E05",1.02462330025726,1.10771043513414,7.71999963394189,8.09149162219381,4.59114345781412,2020-01-23,"Tank17",17.091
"E","06",0.0392,0.0351,0.0376,0.0389,0.3426,0.3247,"E06",1.07098121085595,1.1539302223382,7.73905865581304,8.09149162219381,4.35559947209368,2020-01-23,"Tank18",16.918
"F","01",0.0386,0.0368,0.039,0.0362,0.3292,0.2645,"F01",1.29354980254498,1.37583567090829,7.82167796912553,8.09149162219381,3.33453540665144,2020-01-23,"Tank13",17.015
"F","02",0.0362,0.0344,0.0366,0.0349,0.3454,0.2624,"F02",1.37516512549538,1.45720782100396,7.84891179018947,8.09149162219381,2.99796185092722,2020-01-23,"Tank14",17.015
"F","03",0.0362,0.0345,0.0376,0.0361,0.3636,0.2793,"F03",1.36145574855252,1.44353929114971,7.84443614097968,8.09149162219381,3.05327488119119,2020-01-23,"Tank15",16.91
"F","04",0.0369,0.0333,0.036,0.036,0.3685,0.2989,"F04",1.27407126611069,1.35641517077331,7.81495997121245,8.09149162219381,3.41756086384463,2020-01-23,"Tank16",17.217
"F","05",0.0371,0.0337,0.0374,0.0362,0.2934,0.2901,"F05",1.02760252365931,1.11068078194006,7.72124668112506,8.09149162219381,4.57573162472571,2020-01-23,"Tank17",17.091
"F","06",0.0403,0.0373,0.04,0.0414,0.3488,0.3251,"F06",1.09295774647887,1.17584127887324,7.74784551411962,8.09149162219381,4.24700567113762,2020-01-23,"Tank18",16.918
