"Rows","Column","NoDye_730","NoDye_578","NoDye_434","Dye_730","Dye_578","Dye_434","Well.Location","A1_A2","A1_A2_corr","pH_in_lab","pHtris","pHtris_error","daterun","Sample.Name","TempInSitu"
"A","02",0.0365,0.0377,0.0375,0.0356,0.3928,0.2608,"A02",1.5878679750223,1.66927692239072,7.91386336433264,8.09149162219381,2.19524738027242,2020-01-23,"Sump",14.809
"A","03",0.0377,0.0357,0.0387,0.0365,0.2815,0.3022,"A03",0.933131847374386,1.01649158103513,7.68008605297951,8.09149162219381,5.08442186463965,2020-01-23,"Tank1",16.985
"A","04",0.0372,0.0363,0.0421,0.0359,0.2504,0.308,"A04",0.806137724550898,0.889875837200599,7.61866791765072,8.09149162219381,5.84346776367174,2020-01-23,"Tank2",16.949
"A","05",0.0364,0.0367,0.0394,0.0358,0.2896,0.2991,"A05",0.973876296580868,1.05711463215521,7.69826096182439,8.09149162219381,4.85980433188426,2020-01-23,"Tank19",16.955
"A","06",0.037,0.0355,0.0385,0.0356,0.2892,0.3142,"A06",0.920606279321545,1.00400333291231,7.67436084391785,8.09149162219381,5.15517778121192,2020-01-23,"Tank20",17.029
"A","07",0.037,0.0356,0.0402,0.036,0.2403,0.305,"A07",0.773890142964635,0.857724337283672,7.60174848102935,8.09149162219381,6.05256934112326,2020-01-23,"Tank7",16.978
"A","08",0.0375,0.0406,0.0448,0.0362,0.2557,0.3041,"A08",0.830391404451266,0.914057253261704,7.6310133633838,8.09149162219381,5.6908945879272,2020-01-23,"Tank8",17.054
"A","09",0.0373,0.036,0.0387,0.0389,0.2428,0.305,"A09",0.77521722704949,0.859047467321496,7.60245662541272,8.09149162219381,6.04381762492021,2020-01-23,"Tank9",17.084
"A","10",0.0354,0.034,0.0359,0.0352,0.2922,0.2906,"A10",1.01373087485288,1.09685046371126,7.71541340197377,8.09149162219381,4.64782314287415,2020-01-23,"Tank10",17.073
"A","11",0.0371,0.0346,0.0372,0.0371,0.3562,0.2907,"A11",1.26863905325444,1.35099914319527,7.81307065175718,8.09149162219381,3.44091032205934,2020-01-23,"Tank11",17.01
"A","12",0.035,0.0319,0.0349,0.035,0.3641,0.2835,"A12",1.33628318584071,1.4184417300885,7.83611620654317,8.09149162219381,3.15609812843636,2020-01-23,"Tank12",17.082
"B","02",0.0366,0.0378,0.0383,0.0368,0.4201,0.2768,"B02",1.60344104070499,1.68480358812421,7.91832032852594,8.09149162219381,2.14016527178859,2020-01-23,"Sump",14.809
"B","03",0.0386,0.0413,0.0447,0.0368,0.2908,0.2962,"B03",0.992104224240032,1.07528824970391,7.70617974485792,8.09149162219381,4.76193877874181,2020-01-23,"Tank1",16.985
"B","04",0.0372,0.037,0.041,0.0366,0.2548,0.304,"B04",0.828528072837633,0.912199473444613,7.63007599808951,8.09149162219381,5.70247916760744,2020-01-23,"Tank2",16.949
"B","05",0.0353,0.036,0.038,0.0354,0.291,0.2913,"B05",1.0067140600316,1.08985455548973,7.71243635616093,8.09149162219381,4.68461544214161,2020-01-23,"Tank19",16.955
"B","06",0.0369,0.0356,0.0402,0.0362,0.2805,0.2951,"B06",0.960876369327074,1.04415343818466,7.6925346883264,8.09149162219381,4.93057340346404,2020-01-23,"Tank20",17.029
"B","07",0.0372,0.0352,0.0392,0.0362,0.2555,0.3148,"B07",0.800072306579899,0.883828491142444,7.61553058272722,8.09149162219381,5.88224102168134,2020-01-23,"Tank7",16.978
"B","08",0.0369,0.0351,0.0386,0.0358,0.2554,0.3078,"B08",0.819089900110988,0.902789421753607,7.62529994858651,8.09149162219381,5.76150474318739,2020-01-23,"Tank8",17.054
"B","09",0.0391,0.037,0.0416,0.0381,0.2598,0.3332,"B09",0.764866712235133,0.848727791866029,7.5969056266057,8.09149162219381,6.11242053605468,2020-01-23,"Tank9",17.084
"B","10",0.0422,0.0407,0.0445,0.0415,0.3214,0.3179,"B10",1.02663261583364,1.10971376395476,7.72084103967265,8.09149162219381,4.58074480982616,2020-01-23,"Tank10",17.073
"B","11",0.0345,0.0306,0.0324,0.035,0.3998,0.3244,"B11",1.26483704974271,1.347208467753,7.81174416238539,8.09149162219381,3.4573039542069,2020-01-23,"Tank11",17.01
"B","12",0.0356,0.0325,0.0352,0.0357,0.3582,0.2816,"B12",1.32196508323183,1.40416628826634,7.83132346023021,8.09149162219381,3.21533005422639,2020-01-23,"Tank12",17.082
"C","02",0.0375,0.0462,0.0426,0.0369,0.4127,0.2695,"C02",1.61362637362637,1.69495857384615,7.92121543221875,8.09149162219381,2.10438566738451,2020-01-23,"Sump",14.809
