"Rows","Column","NoDye_730","NoDye_578","NoDye_434","Dye_730","Dye_578","Dye_434","Well.Location","A1_A2","A1_A2_corr","pH_in_lab","pHtris","pHtris_error","daterun","Sample.Name","TempInSitu","pHinsitu"
"A","02",0.0344,0.0328,0.0364,0.0348,0.4282,0.3001,"A02",1.50018989745537,1.58186008165591,7.88870445508998,8.09048640342451,2.49406448849748,2020-02-17,"Sump",14,8.05430744816798
"A","03",0.0358,0.0333,0.038,0.037,0.3134,0.3562,"A03",0.87981072555205,0.963329329495268,7.65590555319103,8.09048640342451,5.37150461126208,2020-02-17,"Tank1",17,7.7694383807852
"A","04",0.0353,0.0333,0.0368,0.0355,0.3303,0.3459,"A04",0.960828747167368,1.04410595791518,7.69318178245986,8.09048640342451,4.91076310067685,2020-02-17,"Tank2",17,7.80797451281678
"A","05",0.0355,0.0326,0.0365,0.0358,0.2754,0.3614,"A05",0.747073321010474,0.830987416050524,7.5878839460818,8.09048640342451,6.2122650268588,2020-02-17,"Tank3",17,7.69879414742294
"A","06",0.0366,0.0349,0.0385,0.0364,0.2868,0.3362,"A06",0.846257133266197,0.92987571013763,7.63959322968815,8.09048640342451,5.57312813164739,2020-02-17,"Tank4",17,7.75253572423849
"A","07",0.0356,0.0335,0.0374,0.036,0.4444,0.5881,"A07",0.745956750863166,0.829874172723969,7.58726899013025,8.09048640342451,6.2198660031275,2020-02-17,"Tank7",17,7.69815354327517
"A","08",0.0348,0.0319,0.0356,0.0352,0.2983,0.3448,"A08",0.86139896373057,0.944972425518135,7.64702239049597,8.09048640342451,5.4813022458183,2020-02-17,"Tank8",17,7.7602367316816
"A","09",0.0353,0.0335,0.0377,0.0356,0.3074,0.3714,"A09",0.820635872825435,0.904330788242352,7.62675724462356,8.09048640342451,5.73178342657696,2020-02-17,"Tank9",17,7.73921818069239
"A","10",0.0359,0.0343,0.0379,0.0364,0.3177,0.3016,"A10",1.07484802431611,1.15778551462766,7.74128122418234,8.09048640342451,4.3162445597134,2020-02-17,"Tank10",17,7.85752500055211
"A","11",0.036,0.0345,0.037,0.0361,0.4309,0.3171,"A11",1.41535714285714,1.49728008625,7.86247185327833,8.09048640342451,2.81830459599638,2020-02-17,"Tank11",17,7.98161932345048
"A","12",0.0353,0.0349,0.0373,0.0396,0.4169,0.3315,"A12",1.30286305622628,1.38512117575026,7.82551855124694,8.09048640342451,3.27505466254061,2020-02-17,"Tank12",17.2,7.94087021985403
"B","02",0.0352,0.0323,0.0358,0.036,0.4332,0.306,"B02",1.48515219005197,1.56686717910171,7.88414871472258,8.09048640342451,2.55037433366904,2020-02-17,"Sump",14,8.04963731429508
"B","03",0.0355,0.0322,0.0354,0.0355,0.3005,0.3111,"B03",0.973159231048241,1.05639970311933,7.69861471201917,8.09048640342451,4.84361102491272,2020-02-17,"Tank1",17,7.81358097003226
"B","04",0.036,0.0336,0.0364,0.0368,0.3748,0.3842,"B04",0.980979827089337,1.06419699769452,7.70202976148563,8.09048640342451,4.80140034317901,2020-02-17,"Tank2",17,7.8171038108695
"B","05",0.0353,0.0321,0.0357,0.036,0.285,0.3675,"B05",0.761703412866203,0.845573917547569,7.59586948176694,8.09048640342451,6.11356223833724,2020-02-17,"Tank3",17,7.7071095885874
"B","06",0.0344,0.0311,0.0346,0.035,0.3148,0.3575,"B06",0.878374185541421,0.961897069655601,7.65521826391597,8.09048640342451,5.37999964160737,2020-02-17,"Tank4",17,7.76872670432779
"B","07",0.0365,0.0332,0.0359,0.0367,0.2757,0.3152,"B07",0.868147617341455,0.951700971515586,7.65029728797035,8.09048640342451,5.44082387021675,2020-02-17,"Tank7",17,7.76362987309776
"B","08",0.0355,0.032,0.0353,0.0362,0.2636,0.31,"B08",0.842700729927007,0.92632990310219,7.63783170553756,8.09048640342451,5.5949009159121,2020-02-17,"Tank8",17,7.75070900584628
"B","09",0.0357,0.0329,0.036,0.0362,0.2919,0.3602,"B09",0.798578931109052,0.882339565183812,7.61542728974149,8.09048640342451,5.87182389283708,2020-02-17,"Tank9",17,7.72745061086985
"B","10",0.0362,0.0336,0.0356,0.0365,0.3505,0.3386,"B10",1.04592005285761,1.12894373406013,7.72951203699218,8.09048640342451,4.46171402351703,2020-02-17,"Tank10",17,7.84541817782674
"B","11",0.0353,0.033,0.0364,0.0358,0.382,0.2831,"B11",1.41551584077985,1.49743831133225,7.86252217224362,8.09048640342451,2.81768264370851,2020-02-17,"Tank11",17,7.9816706577744
"B","12",0.0363,0.0348,0.0378,0.0367,0.3924,0.3163,"B12",1.28443006112909,1.36674310176196,7.81920334885133,8.09048640342451,3.35311180373965,2020-02-17,"Tank12",17.2,7.93441603302051
"C","02",0.0347,0.0315,0.0344,0.0356,0.4251,0.3004,"C02",1.48132780082988,1.5630541846473,7.88298380060956,8.09048640342451,2.56477290076297,2020-02-17,"Sump",14,8.04844292963723
"C","03",0.0361,0.033,0.0363,0.0358,0.321,0.3382,"C03",0.954003970880212,1.03730151604897,7.69014874322824,8.09048640342451,4.94825206092449,2020-02-17,"Tank1",17,7.80484349909602
"C","04",0.0355,0.0326,0.036,0.0358,0.3308,0.3244,"C04",1.03401596667824,1.11707511610552,7.72458696566968,8.09048640342451,4.52258887178832,2020-02-17,"Tank2",17,7.84034853771581
