"Sample.Name","pHmean","SE"
"Sump",8.05079589736676,0.00103305805203402
"Tank1",7.79595428330449,0.00779177389872708
"Tank10",7.85597822553492,0.00329263660945471
"Tank11",7.98519460533215,0.00204938887308807
"Tank12",7.94453527335723,0.00412201675854176
"Tank13",7.99896338064715,0.00394774823526311
"Tank14",7.97909758891948,0.000222286582608272
"Tank15",7.9699136906496,0.00161061476714093
"Tank16",7.97851939003857,0.00183848317988378
"Tank17",7.98086405491657,0.00285457303619611
"Tank18",7.81204326270718,0.00448614199753149
"Tank19",7.88711736758031,0.00304484274824548
"Tank2",7.8218089538007,0.00556400285109603
"Tank20",7.8187165922511,0.00919639338786444
"Tank3",7.70947649886356,0.00401385190385454
"Tank4",7.76833764735982,0.00520367702643391
"Tank7",7.75110435401949,0.0159772080597944
"Tank8",7.76003870913023,0.00307742830315769
"Tank9",7.74947056049184,0.00952042459135427
