"Sample.Name","pHmean","SE"
"Sump",8.06038709160281,0.00275446932456495
"Tank1",7.9011390184084,0.003855152784841
"Tank10",7.81249460555994,0.00514739573681826
"Tank11",7.99374813735916,0.000851782606473433
"Tank12",7.95498133616345,0.000428544825152737
"Tank13",7.99912661055948,0.000961447137634903
"Tank14",7.99968941333163,0.00240462449478535
"Tank15",7.98825507396811,0.00126175812309015
"Tank16",7.99513268137456,0.000320710990992042
"Tank17",7.94937515403849,0.00189484902944549
"Tank18",7.92723979665576,0.00210151064910895
"Tank19",7.93045730207302,0.00252815565796399
"Tank2",7.92014943047155,0.00232840611783906
"Tank20",7.92714757560913,0.0025968607102375
"Tank3",7.69755079509349,0.0058847554327502
"Tank4",7.74343548969465,0.00674554329166873
"Tank7",7.84441861040771,0.00141623801274958
"Tank8",7.74732152460636,0.00403945027061457
"Tank9",7.74182683006873,0.00800314336904007
