"Rows","Column","NoDye_730","NoDye_578","NoDye_434","Dye_730","Dye_578","Dye_434","Well.Location","A1_A2","A1_A2_corr","pH_in_lab","pHtris","pHtris_error","daterun","Sample.Name","TempInSitu","pHinsitu"
"A","02",0.0688,0.064,0.0708,0.0737,0.4124,0.3382,"A02",1.30857142857143,1.37738620857143,7.81721168114482,8.07915878899859,3.24225720393641,2022-07-28,"Sump",9.5,8.05631829758606
"A","03",0.0668,0.0622,0.0682,0.0687,0.3727,0.3997,"A03",0.93628640776699,1.0061553128034,7.67033209182656,8.07915878899859,5.06026317651699,2022-07-28,"Tank2",14,7.83423008170462
"A","04",0.0695,0.0656,0.0712,0.0752,0.3233,0.3712,"A04",0.856269113149847,0.926364587155963,7.63215300503616,8.07915878899859,5.53282582551939,2022-07-28,"Tank3",14.5,7.78683094797535
"A","05",0.0683,0.0642,0.0709,0.0703,0.3138,0.3532,"A05",0.883339279343561,0.953358104174099,7.64540677809908,8.07915878899859,5.3687769015031,2022-07-28,"Tank4",17.9,7.7512118771741
"A","06",0.0703,0.0668,0.0734,0.072,0.3477,0.3872,"A06",0.894585068888177,0.96457205126562,7.65080835553565,8.07915878899859,5.301918734983,2022-07-28,"Tank5",20.1,7.72522372185109
"A","07",0.0681,0.0643,0.071,0.0716,0.3562,0.3904,"A07",0.912947135169358,0.982882125356126,7.65950137961393,8.07915878899859,5.19432060125008,2022-07-28,"Tank6",21.1,7.71986607465433
"A","08",0.0667,0.0624,0.0687,0.0677,0.3574,0.3855,"A08",0.930968967701077,1.00085292906903,7.66788550553501,8.07915878899859,5.09054586256695,2022-07-28,"Tank7",23.5,7.694412135773
"A","09",0.0671,0.0637,0.0704,0.0684,0.3553,0.3973,"A09",0.891584766584767,0.961580244318182,7.64937309900851,8.07915878899859,5.31968366032512,2022-07-28,"Tank8",23.9,7.6701430226753
"A","10",0.0671,0.0632,0.0698,0.0684,0.3115,0.3673,"A10",0.833896016205267,0.904054839635381,7.62091886363376,8.07915878899859,5.67187670563946,2022-07-28,"Tank9",13.5,7.78969253472495
"A","11",0.0656,0.0607,0.0678,0.0676,0.404,0.3548,"A11",1.19754385964912,1.26667301421053,7.77771018017919,8.07915878899859,3.73118806910789,2022-07-28,"Tank10",11.7,7.98109726056652
