"Sample.Name","pHmean","SE"
"Sump",8.05792591991382,0.000470234763021273
"Tank10",7.98424356163747,0.00118942893239447
"Tank11",7.93769976906521,0.00103646807863137
"Tank12",7.93043857722666,0.000833388721541944
"Tank13",7.93326170575171,0.000843002189893894
"Tank14",7.92918344139651,0.00185757103950595
"Tank15",7.86389686977822,0.000836498095823502
"Tank16",7.79554396551185,0.00171810449399557
"Tank18",8.0329520086578,0.00111335324401274
"Tank2",7.82441005396647,0.00401796593252577
"Tank3",7.7998673330705,0.00377511987031626
"Tank4",7.75697405972885,0.00215429696148193
"Tank5",7.73242060980494,0.00255837434227314
"Tank6",7.72763152590905,0.00364409523682381
"Tank7",7.70168595150281,0.00241067980136662
"Tank8",7.67818263052986,0.00319037995737059
"Tank9",7.79899785464518,0.00365119098606043
