Well Location,Group Name,Group Type,Sample Name,Descriptor1 Name,Descriptor1 Value,Descriptor1 Units,Descriptor2 Name,Descriptor2 Value,Descriptor2 Units
A01,Unknowns,Unknowns,Tris,,,,,,
A02,Unknowns,Unknowns,Tris,,,,,,
A03,Unknowns,Unknowns,Tris,,,,,,
A04,Unknowns,Unknowns,TO,,,,,,
A05,Unknowns,Unknowns,TO,,,,,,
A06,Unknowns,Unknowns,TO,,,,,,
A07,Unknowns,Unknowns,TZ,,,,,,
A08,Unknowns,Unknowns,TZ,,,,,,
A09,Unknowns,Unknowns,TZ,,,,,,
A10,Unknowns,Unknowns,TX,,,,,,
A11,Unknowns,Unknowns,TX,,,,,,
A12,Unknowns,Unknowns,TX,,,,,,
B01,Unknowns,Unknowns,UL,,,,,,
B02,Unknowns,Unknowns,UL,,,,,,
B03,Unknowns,Unknowns,UL,,,,,,
B04,Unknowns,Unknowns,UN,,,,,,
B05,Unknowns,Unknowns,UN,,,,,,
B06,Unknowns,Unknowns,UN,,,,,,
B07,Unknowns,Unknowns,TV,,,,,,
B08,Unknowns,Unknowns,TV,,,,,,
B09,Unknowns,Unknowns,TV,,,,,,
B10,Unknowns,Unknowns,TW,,,,,,
B11,Unknowns,Unknowns,TW,,,,,,
B12,Unknowns,Unknowns,TW,,,,,,
C01,Unknowns,Unknowns,VB,,,,,,
C02,Unknowns,Unknowns,VB,,,,,,
C03,Unknowns,Unknowns,VB,,,,,,
C04,Unknowns,Unknowns,TE,,,,,,
C05,Unknowns,Unknowns,TE,,,,,,
C06,Unknowns,Unknowns,TE,,,,,,
C07,Unknowns,Unknowns,VJ,,,,,,
C08,Unknowns,Unknowns,VJ,,,,,,
C09,Unknowns,Unknowns,VJ,,,,,,
C10,Unknowns,Unknowns,UK,,,,,,
C11,Unknowns,Unknowns,UK,,,,,,
C12,Unknowns,Unknowns,UK,,,,,,
D01,Unknowns,Unknowns,UO,,,,,,
D02,Unknowns,Unknowns,UO,,,,,,
D03,Unknowns,Unknowns,UO,,,,,,
D04,Unknowns,Unknowns,UQ,,,,,,
D05,Unknowns,Unknowns,UQ,,,,,,
D06,Unknowns,Unknowns,UQ,,,,,,
D07,Unknowns,Unknowns,VA,,,,,,
D08,Unknowns,Unknowns,VA,,,,,,
D09,Unknowns,Unknowns,VA,,,,,,
D10,Unknowns,Unknowns,TD,,,,,,
D11,Unknowns,Unknowns,TD,,,,,,
D12,Unknowns,Unknowns,TD,,,,,,
E01,Unknowns,Unknowns,UM,,,,,,
E02,Unknowns,Unknowns,UM,,,,,,
E03,Unknowns,Unknowns,UM,,,,,,
E04,Unknowns,Unknowns,TI,,,,,,
E05,Unknowns,Unknowns,TI,,,,,,
E06,Unknowns,Unknowns,TI,,,,,,
E07,Unknowns,Unknowns,UB,,,,,,
E08,Unknowns,Unknowns,UB,,,,,,
E09,Unknowns,Unknowns,UB,,,,,,
E10,Unknowns,Unknowns,UI,,,,,,
E11,Unknowns,Unknowns,UI,,,,,,
E12,Unknowns,Unknowns,UI,,,,,,
F01,Unknowns,Unknowns,UZ,,,,,,
F02,Unknowns,Unknowns,UZ,,,,,,
F03,Unknowns,Unknowns,UZ,,,,,,
F04,Unknowns,Unknowns,TL,,,,,,
F05,Unknowns,Unknowns,TL,,,,,,
F06,Unknowns,Unknowns,TL,,,,,,
F07,Unknowns,Unknowns,TG,,,,,,
F08,Unknowns,Unknowns,TG,,,,,,
F09,Unknowns,Unknowns,TG,,,,,,
F10,Unknowns,Unknowns,UV,,,,,,
F11,Unknowns,Unknowns,UV,,,,,,
F12,Unknowns,Unknowns,UV,,,,,,
G01,Unknowns,Unknowns,TP,,,,,,
G02,Unknowns,Unknowns,TP,,,,,,
G03,Unknowns,Unknowns,TP,,,,,,
G04,Unknowns,Unknowns,VH,,,,,,
G05,Unknowns,Unknowns,VH,,,,,,
G06,Unknowns,Unknowns,VH,,,,,,
G07,Unknowns,Unknowns,TS,,,,,,
G08,Unknowns,Unknowns,TS,,,,,,
G09,Unknowns,Unknowns,TS,,,,,,
G10,Unknowns,Unknowns,TQ,,,,,,
G11,Unknowns,Unknowns,TQ,,,,,,
G12,Unknowns,Unknowns,TQ,,,,,,
H01,Unknowns,Unknowns,UD,,,,,,
H02,Unknowns,Unknowns,UD,,,,,,
H03,Unknowns,Unknowns,UD,,,,,,
H04,Unknowns,Unknowns,TH,,,,,,
H05,Unknowns,Unknowns,TH,,,,,,
H06,Unknowns,Unknowns,TH,,,,,,
H07,Unknowns,Unknowns,UW,,,,,,
H08,Unknowns,Unknowns,UW,,,,,,
H09,Unknowns,Unknowns,UW,,,,,,
H10,Unknowns,Unknowns,UJ,,,,,,
H11,Unknowns,Unknowns,UJ,,,,,,
H12,Unknowns,Unknowns,UJ,,,,,,
