Well Location,Group Name,Group Type,Sample Name,Descriptor1 Name,Descriptor1 Value,Descriptor1 Units,Descriptor2 Name,Descriptor2 Value,Descriptor2 Units
A01,Unknowns,Unknowns,Tris,,,,,,
A02,Unknowns,Unknowns,Tris,,,,,,
A03,Unknowns,Unknowns,Tris,,,,,,
A04,Unknowns,Unknowns,QD,,,,,,
A05,Unknowns,Unknowns,QD,,,,,,
A06,Unknowns,Unknowns,QD,,,,,,
A07,Unknowns,Unknowns,RG,,,,,,
A08,Unknowns,Unknowns,RG,,,,,,
A09,Unknowns,Unknowns,RG,,,,,,
A10,Unknowns,Unknowns,RM,,,,,,
A11,Unknowns,Unknowns,RM,,,,,,
A12,Unknowns,Unknowns,RM,,,,,,
B01,Unknowns,Unknowns,RY,,,,,,
B02,Unknowns,Unknowns,RY,,,,,,
B03,Unknowns,Unknowns,RY,,,,,,
B04,Unknowns,Unknowns,QG,,,,,,
B05,Unknowns,Unknowns,QG,,,,,,
B06,Unknowns,Unknowns,QG,,,,,,
B07,Unknowns,Unknowns,RV,,,,,,
B08,Unknowns,Unknowns,RV,,,,,,
B09,Unknowns,Unknowns,RV,,,,,,
B10,Unknowns,Unknowns,TC,,,,,,
B11,Unknowns,Unknowns,TC,,,,,,
B12,Unknowns,Unknowns,TC,,,,,,
C01,Unknowns,Unknowns,UY,,,,,,
C02,Unknowns,Unknowns,UY,,,,,,
C03,Unknowns,Unknowns,UY,,,,,,
C04,Unknowns,Unknowns,RU,,,,,,
C05,Unknowns,Unknowns,RU,,,,,,
C06,Unknowns,Unknowns,RU,,,,,,
C07,Unknowns,Unknowns,NX,,,,,,
C08,Unknowns,Unknowns,NX,,,,,,
C09,Unknowns,Unknowns,NX,,,,,,
C10,Unknowns,Unknowns,RB,,,,,,
C11,Unknowns,Unknowns,RB,,,,,,
C12,Unknowns,Unknowns,RB,,,,,,
D01,Unknowns,Unknowns,RD,,,,,,
D02,Unknowns,Unknowns,RD,,,,,,
D03,Unknowns,Unknowns,RD,,,,,,
D04,Unknowns,Unknowns,VG,,,,,,
D05,Unknowns,Unknowns,VG,,,,,,
D06,Unknowns,Unknowns,VG,,,,,,
D07,Unknowns,Unknowns,QF,,,,,,
D08,Unknowns,Unknowns,QF,,,,,,
D09,Unknowns,Unknowns,QF,,,,,,
D10,Unknowns,Unknowns,QW,,,,,,
D11,Unknowns,Unknowns,QW,,,,,,
D12,Unknowns,Unknowns,QW,,,,,,
E01,Unknowns,Unknowns,RL,,,,,,
E02,Unknowns,Unknowns,RL,,,,,,
E03,Unknowns,Unknowns,RL,,,,,,
E04,Unknowns,Unknowns,RP,,,,,,
E05,Unknowns,Unknowns,RP,,,,,,
E06,Unknowns,Unknowns,RP,,,,,,
E07,Unknowns,Unknowns,QM,,,,,,
E08,Unknowns,Unknowns,QM,,,,,,
E09,Unknowns,Unknowns,QM,,,,,,
E10,Unknowns,Unknowns,SE,,,,,,
E11,Unknowns,Unknowns,SE,,,,,,
E12,Unknowns,Unknowns,SE,,,,,,
F01,Unknowns,Unknowns,QX,,,,,,
F02,Unknowns,Unknowns,QX,,,,,,
F03,Unknowns,Unknowns,QX,,,,,,
F04,Unknowns,Unknowns,QH,,,,,,
F05,Unknowns,Unknowns,QH,,,,,,
F06,Unknowns,Unknowns,QH,,,,,,
F07,Unknowns,Unknowns,RA,,,,,,
F08,Unknowns,Unknowns,RA,,,,,,
F09,Unknowns,Unknowns,RA,,,,,,
F10,Unknowns,Unknowns,RX,,,,,,
F11,Unknowns,Unknowns,RX,,,,,,
F12,Unknowns,Unknowns,RX,,,,,,
G01,Unknowns,Unknowns,QP,,,,,,
G02,Unknowns,Unknowns,QP,,,,,,
G03,Unknowns,Unknowns,QP,,,,,,
G04,Unknowns,Unknowns,QR,,,,,,
G05,Unknowns,Unknowns,QR,,,,,,
G06,Unknowns,Unknowns,QR,,,,,,
G07,Unknowns,Unknowns,RR,,,,,,
G08,Unknowns,Unknowns,RR,,,,,,
G09,Unknowns,Unknowns,RR,,,,,,
G10,Unknowns,Unknowns,QK,,,,,,
G11,Unknowns,Unknowns,QK,,,,,,
G12,Unknowns,Unknowns,QK,,,,,,
H01,Unknowns,Unknowns,RT,,,,,,
H02,Unknowns,Unknowns,RT,,,,,,
H03,Unknowns,Unknowns,RT,,,,,,
H04,Unknowns,Unknowns,QC,,,,,,
H05,Unknowns,Unknowns,QC,,,,,,
H06,Unknowns,Unknowns,QC,,,,,,
H07,Unknowns,Unknowns,RI,,,,,,
H08,Unknowns,Unknowns,RI,,,,,,
H09,Unknowns,Unknowns,RI,,,,,,
H10,Unknowns,Unknowns,UE,,,,,,
H11,Unknowns,Unknowns,UE,,,,,,
H12,Unknowns,Unknowns,UE,,,,,,
