Well Location,Group Name,Group Type,Sample Name,Descriptor1 Name,Descriptor1 Value,Descriptor1 Units,Descriptor2 Name,Descriptor2 Value,Descriptor2 Units
A01,Unknowns,Unknowns,Tris,,,,,,
A02,Unknowns,Unknowns,Tris,,,,,,
A03,Unknowns,Unknowns,Tris,,,,,,
A04,Unknowns,Unknowns,TU,,,,,,
A05,Unknowns,Unknowns,TU,,,,,,
A06,Unknowns,Unknowns,TU,,,,,,
A07,Unknowns,Unknowns,VD,,,,,,
A08,Unknowns,Unknowns,VD,,,,,,
A09,Unknowns,Unknowns,VD,,,,,,
A10,Unknowns,Unknowns,UT,,,,,,
A11,Unknowns,Unknowns,UT,,,,,,
A12,Unknowns,Unknowns,UT,,,,,,
B01,Unknowns,Unknowns,TR,,,,,,
B02,Unknowns,Unknowns,TR,,,,,,
B03,Unknowns,Unknowns,TR,,,,,,
B04,Unknowns,Unknowns,TT,,,,,,
B05,Unknowns,Unknowns,TT,,,,,,
B06,Unknowns,Unknowns,TT,,,,,,
B07,Unknowns,Unknowns,VF,,,,,,
B08,Unknowns,Unknowns,VF,,,,,,
B09,Unknowns,Unknowns,VF,,,,,,
B10,Unknowns,Unknowns,UF,,,,,,
B11,Unknowns,Unknowns,UF,,,,,,
B12,Unknowns,Unknowns,UF,,,,,,
C01,Unknowns,Unknowns,UG,,,,,,
C02,Unknowns,Unknowns,UG,,,,,,
C03,Unknowns,Unknowns,UG,,,,,,
C04,Unknowns,Unknowns,TB,,,,,,
C05,Unknowns,Unknowns,TB,,,,,,
C06,Unknowns,Unknowns,TB,,,,,,
C07,Unknowns,Unknowns,UH,,,,,,
C08,Unknowns,Unknowns,UH,,,,,,
C09,Unknowns,Unknowns,UH,,,,,,
C10,Unknowns,Unknowns,UP,,,,,,
C11,Unknowns,Unknowns,UP,,,,,,
C12,Unknowns,Unknowns,UP,,,,,,
D01,Unknowns,Unknowns,TF,,,,,,
D02,Unknowns,Unknowns,TF,,,,,,
D03,Unknowns,Unknowns,TF,,,,,,
D04,Unknowns,Unknowns,US,,,,,,
D05,Unknowns,Unknowns,US,,,,,,
D06,Unknowns,Unknowns,US,,,,,,
D07,Unknowns,Unknowns,TK,,,,,,
D08,Unknowns,Unknowns,TK,,,,,,
D09,Unknowns,Unknowns,TK,,,,,,
D10,Unknowns,Unknowns,TM,,,,,,
D11,Unknowns,Unknowns,TM,,,,,,
D12,Unknowns,Unknowns,TM,,,,,,
E01,Unknowns,Unknowns,TN,,,,,,
E02,Unknowns,Unknowns,TN,,,,,,
E03,Unknowns,Unknowns,TN,,,,,,
E04,Unknowns,Unknowns,TA,,,,,,
E05,Unknowns,Unknowns,TA,,,,,,
E06,Unknowns,Unknowns,TA,,,,,,
E07,Unknowns,Unknowns,UC,,,,,,
E08,Unknowns,Unknowns,UC,,,,,,
E09,Unknowns,Unknowns,UC,,,,,,
E10,Unknowns,Unknowns,TY,,,,,,
E11,Unknowns,Unknowns,TY,,,,,,
E12,Unknowns,Unknowns,TY,,,,,,
F01,Unknowns,Unknowns,RH,,,,,,
F02,Unknowns,Unknowns,RH,,,,,,
F03,Unknowns,Unknowns,RH,,,,,,
F04,Unknowns,Unknowns,QT,,,,,,
F05,Unknowns,Unknowns,QT,,,,,,
F06,Unknowns,Unknowns,QT,,,,,,
F07,Unknowns,Unknowns,VE,,,,,,
F08,Unknowns,Unknowns,VE,,,,,,
F09,Unknowns,Unknowns,VE,,,,,,
F10,Unknowns,Unknowns,UA,,,,,,
F11,Unknowns,Unknowns,UA,,,,,,
F12,Unknowns,Unknowns,UA,,,,,,
G01,Unknowns,Unknowns,QE,,,,,,
G02,Unknowns,Unknowns,QE,,,,,,
G03,Unknowns,Unknowns,QE,,,,,,
G04,Unknowns,Unknowns,SB,,,,,,
G05,Unknowns,Unknowns,SB,,,,,,
G06,Unknowns,Unknowns,SB,,,,,,
G07,Unknowns,Unknowns,QY,,,,,,
G08,Unknowns,Unknowns,QY,,,,,,
G09,Unknowns,Unknowns,QY,,,,,,
G10,Unknowns,Unknowns,SC,,,,,,
G11,Unknowns,Unknowns,SC,,,,,,
G12,Unknowns,Unknowns,SC,,,,,,
H01,Unknowns,Unknowns,QI,,,,,,
H02,Unknowns,Unknowns,QI,,,,,,
H03,Unknowns,Unknowns,QI,,,,,,
H04,Unknowns,Unknowns,RF,,,,,,
H05,Unknowns,Unknowns,RF,,,,,,
H06,Unknowns,Unknowns,RF,,,,,,
H07,Unknowns,Unknowns,IU,,,,,,
H08,Unknowns,Unknowns,IU,,,,,,
H09,Unknowns,Unknowns,IU,,,,,,
H10,Unknowns,Unknowns,QZ,,,,,,
H11,Unknowns,Unknowns,QZ,,,,,,
H12,Unknowns,Unknowns,QZ,,,,,,
