"Sample.Name","pHmean","SE"
"Sump",8.12432328462503,0.00269358748775152
"Tank1",7.93657303117012,0.0019962590441747
"Tank10",7.76178956692138,0.00533805578223482
"Tank11",7.97344534961249,0.00165463050508952
"Tank12",7.9781216275591,0.000215331555549777
"Tank13",7.94837016684176,0.00127208814792306
"Tank14",7.97766221273899,0.000599343570295918
"Tank15",7.96230446328991,0.000717398295934583
"Tank16",7.95812508915128,0.000849149695590443
"Tank17",7.94267367619153,0.00018645768002345
"Tank18",7.91503275032624,0.0034752945610886
"Tank19",7.95207088517282,0.001830381653492
"Tank2",7.94339823651382,0.00129476245534477
"Tank20",7.91518083537783,0.00143225415328102
"Tank3",7.79694224618581,0.0011088892886395
"Tank4",7.76617078676266,0.00303504139609241
"Tank7",7.79088792406337,0.00370841123729926
"Tank8",7.78950067978494,0.0020025686168645
"Tank9",7.76509352414459,0.00144865311288856
