"","date","SampleID","Salinity_lab","pH","TempInSitu"
"1",20200111,"Sump",34,8.12348654528608,14.864
"2",20200111,"Tank1",34,7.97547115644725,17.193
"3",20200111,"Tank2",34,7.98928492570665,17.229
"4",20200111,"Tank4",34,8.06792533921739,16.993
"5",20200111,"Tank5",34,7.78491892249138,16.898
"6",20200111,"Tank6",34,7.81583575190341,17.152
"7",20200111,"Tank7",34,7.91691757458935,16.93
"8",20200111,"Tank8",34,7.91857370530926,16.976
"9",20200111,"Tank9",34,7.91468824532337,17.21
"10",20200111,"Tank10",34,7.92327002557823,17.264
"11",20200111,"Tank11",34,8.0587602082101,17.206
"12",20200111,"Tank12",34,8.11439386346339,17.169
"13",20200111,"Tank13",34,8.08696655073126,17.021
"14",20200111,"Tank14",34,8.10047032828356,17.184
"15",20200111,"Tank15",34,8.10908156545552,17.212
"16",20200111,"Tank16",34,8.10908399537252,17.211
"17",20200111,"Tank17",34,7.9945669877001,17.192
"18",20200111,"Tank18",34,7.98832625451977,16.842
"19",20200111,"Tank19",34,8.00336573931855,17.134
"20",20200111,"Tank20",34,8.06769475771793,17.094
