"Sample.Name","pHmean","SE"
"Sump",8.09731424740892,0.00184693481773299
"Tank1",7.90907200129043,0.00267588137397301
"Tank10",7.87167871112433,0.00359317276387661
"Tank11",7.99733664754459,0.00114231149087478
"Tank12",8.02492874849851,0.000386849605574014
"Tank13",7.99829972873447,0.000570410226700337
"Tank14",8.01325918403403,0.000202789297873823
"Tank15",8.0117319564004,0.000581350881914503
"Tank16",8.00838892546571,0.00131088546756387
"Tank17",7.95460053053591,0.00176340300041072
"Tank18",7.94073833854143,0.000679828008760982
"Tank19",7.94962451778404,0.000794465759021965
"Tank2",7.9105071691292,0.00433278137149266
"Tank20",7.93969536699361,0.00210283199238442
"Tank3",7.9040958483757,0.00105039084840692
"Tank4",7.88602159624889,0.00277388379843896
"Tank7",7.9108236490272,0.00116424878559072
"Tank8",7.90215609376889,0.000469550426339588
"Tank9",7.9152398964679,0.00656562128907444
