##BLOCKS= 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate:,Plate1,1.3,PlateFormat,Endpoint,Absorbance,Raw,FALSE,1,,,,,,3,730 578 434 ,2,7,96,1,6,,,,,,,,,,,,,,,,,,,
,,,0.0354,0.036,0.036,0.0367,0.0367,0.042,0.0436,0.0393,0.0366,0.0358,0.0357,,,0.3784,0.3512,0.2983,0.2728,0.2817,0.2949,0.3183,0.2912,0.2972,0.3729,0.3729,,,0.2797,0.2872,0.3156,0.3233,0.305,0.3169,0.3499,0.3269,0.3343,0.3099,0.2985
,,0.0355,0.0354,0.0383,0.0378,0.0364,0.0366,0.0381,0.0362,,,,,,0.3308,0.3629,0.3615,0.3423,0.369,0.3231,0.3581,0.3044,,,,,,0.2626,0.2871,0.2906,0.2831,0.3434,0.3054,0.3456,0.3194,,,,
,,0.036,0.0386,0.0359,0.0365,0.0365,0.0362,0.0372,0.0363,,,,,,0.3596,0.3497,0.3478,0.4039,0.3626,0.3576,0.3531,0.344,,,,,,0.2819,0.2815,0.2785,0.3259,0.3181,0.326,0.3398,0.3425,,,,
,,0.0368,0.0352,0.0372,0.0358,0.0367,0.0451,0.0368,0.037,,,,,,0.4014,0.4499,0.3956,0.4307,0.3635,0.3611,0.351,0.3689,,,,,,0.3107,0.3409,0.3099,0.3379,0.3194,0.3349,0.3343,0.3593,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
~End,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Original Filename: Plate_2-26-2020; Date Last Saved: 2/26/2020 4:08:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Workflow:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Set Temperature: IsTemperatureControlOn=""True"" MaximumTemperature=""66"" MinimumTemperature=""15"" TemperatureToSet=""25"" WaitTemperatureToRise=""True"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Open Drawer: Message="""" WaitForDrawToClose=""True"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Read: ExperimentNameToRead=""Expt1"" SectionNameToRead=""Tris1"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Open Drawer: Message="""" WaitForDrawToClose=""True"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#NAME?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Read: ExperimentNameToRead=""Expt1"" SectionNameToRead=""Tris2"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Open Drawer: Message="""" WaitForDrawToClose=""True"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

