"Sample.Name","pHmean","SE"
"Sump",8.01259799749925,0.00152923281999649
"Tank1",7.90422568271275,0.00182202506004428
"Tank10",7.74911702349297,0.00605034401865826
"Tank11",7.97635060412391,0.0019205142211476
"Tank12",7.96920405361687,0.00142371411115726
"Tank13",7.97105594972532,0.000884303882293761
"Tank14",7.97087800833371,0.00184772294553935
"Tank15",7.97583174361606,0.00211415042189393
"Tank16",7.97228243030953,0.00123218970471093
"Tank17",7.92316300122765,0.000503802760411675
"Tank18",7.83095676402503,0.00459267609622116
"Tank19",7.91716954055628,0.00106961287613757
"Tank2",7.89330746386558,0.000648584371057316
"Tank20",7.89817661347445,0.00208762640864788
"Tank3",7.73332031955901,0.0074721931642451
"Tank4",7.75008263279837,0.003832131090735
"Tank7",7.74866475332565,0.00563540214451907
"Tank8",7.74341333891032,0.00242662172789001
"Tank9",7.75328151341033,0.003747485570058
