"Rows","Column","NoDye_730","NoDye_578","NoDye_434","Dye_730","Dye_578","Dye_434","Well.Location","A1_A2","A1_A2_corr","pH_in_lab","pHtris","pHtris_error","daterun","Sample.Name","TempInSitu","pHinsitu"
"A","02",0.038,0.0345,0.0355,0.038,0.454,0.3169,"A02",1.4907604832978,1.57245876243781,7.88585237078388,8.09048640342451,2.52931681034661,2020-02-17,"Sump",14,8.05138390841358
"A","03",0.0368,0.0332,0.0362,0.038,0.32,0.3351,"A03",0.959355055424924,1.04263665703729,7.69252843128964,8.09048640342451,4.91883864938476,2020-02-17,"Tank1",17,7.8073001236035
"A","04",0.0382,0.0342,0.0362,0.0367,0.3034,0.3113,"A04",0.978669558929863,1.06189361297903,7.70102338621864,8.09048640342451,4.81383933901696,2020-02-17,"Tank2",17,7.8160657733961
"A","05",0.0367,0.0333,0.0358,0.0378,0.231,0.307,"A05",0.727878563495002,0.811849849315069,7.57720080599952,8.09048640342451,6.34431073523253,2020-02-17,"Tank3",17,7.68766052413805
"A","06",0.0357,0.0318,0.0342,0.0378,0.2819,0.3412,"A06",0.813381436536569,0.897097966546409,7.62306012627864,8.09048640342451,5.77748053501477,2020-02-17,"Tank4",17,7.73537955960918
"A","07",0.0376,0.0341,0.0375,0.0433,0.2535,0.2969,"A07",0.842333464722113,0.925963732163973,7.63764943015083,8.09048640342451,5.5971538754703,2020-02-17,"Tank7",17,7.75051996826376
"A","08",0.0353,0.0318,0.0359,0.0352,0.1831,0.218,"A08",0.830954994511526,0.914619164105379,7.63196800832641,8.09048640342451,5.66737736440684,2020-02-17,"Tank8",17,7.7446262508256
"A","09",0.0382,0.0346,0.0376,0.0382,0.2719,0.3404,"A09",0.783685601056803,0.867490609808454,7.60762370634004,8.09048640342451,5.96827771541748,2020-02-17,"Tank9",17,7.71933874732248
"A","10",0.0364,0.0334,0.0379,0.0364,0.2941,0.3236,"A10",0.912495624781239,0.995916844067203,7.67128701850094,8.09048640342451,5.18138668085678,2020-02-17,"Tank10",17,7.78535456950456
"A","11",0.0358,0.033,0.0381,0.0369,0.4023,0.3064,"A11",1.37799401197605,1.46002827881737,7.85048781987303,8.09048640342451,2.9664296011905,2020-02-17,"Tank11",17,7.96938950086226
"A","12",0.0357,0.0327,0.0368,0.0367,0.4297,0.3504,"A12",1.26679462571977,1.34916021113244,7.81308781242293,8.09048640342451,3.42870103439216,2020-02-17,"Tank12",17,7.93116851926286
"B","02",0.0392,0.0361,0.0386,0.0408,0.4571,0.3194,"B02",1.50214899713467,1.58381334419771,7.88929509149961,8.09048640342451,2.48676410654041,2020-02-17,"Sump",14,8.05491281588148
"B","03",0.0386,0.0354,0.0395,0.0389,0.3237,0.3353,"B03",0.974619289340102,1.05785541116751,7.69925407918906,8.09048640342451,4.83570832119368,2020-02-17,"Tank1",17,7.81424059318373
"B","04",0.0387,0.0356,0.0397,0.0395,0.3027,0.2997,"B04",1.02739197530864,1.11047086091821,7.7218251403718,8.09048640342451,4.55672557457935,2020-02-17,"Tank2",17,7.83750478473407
"B","05",0.0366,0.0333,0.0377,0.0363,0.2464,0.315,"B05",0.768731988472622,0.852581551512968,7.59965913190605,8.09048640342451,6.06672141876042,2020-02-17,"Tank3",17,7.7110537500329
"B","06",0.04,0.0364,0.0409,0.0411,0.2734,0.3135,"B06",0.868876611418048,0.952427793554328,7.65064972836407,8.09048640342451,5.43646763777106,2020-02-17,"Tank4",17,7.76399498092087
"B","07",0.0373,0.0337,0.0365,0.0371,0.2611,0.3,"B07",0.863102009859689,0.946670397421312,7.64785090552702,8.09048640342451,5.47106163740818,2020-02-17,"Tank7",17,7.76109525296956
"B","08",0.0367,0.0331,0.0368,0.0369,0.2412,0.2782,"B08",0.861940298507463,0.94551214738806,7.64728589762813,8.09048640342451,5.478045245942,2020-02-17,"Tank8",17,7.76050978897508
"B","09",0.0364,0.033,0.0368,0.0362,0.2802,0.3411,"B09",0.81247947454844,0.896198691954023,7.62259847094404,8.09048640342451,5.78318668556716,2020-02-17,"Tank9",17,7.73490014679734
