"Rows","Column","NoDye_730","NoDye_578","NoDye_434","Dye_730","Dye_578","Dye_434","Well.Location","A1_A2","A1_A2_corr","pH_in_lab","pHtris","pHtris_error","daterun","Sample.Name","TempInSitu"
"A","02",0.0362,0.0325,0.0353,0.0354,0.3218,0.261,"A02",1.28079470198675,1.36311857417219,7.80467751369671,8.06039433351718,3.17251004404509,2020-01-30,"Sump",14.809
"A","03",0.0347,0.0317,0.0348,0.0348,0.2739,0.3163,"A03",0.860341151385927,0.943917764925373,7.63316432585029,8.06039433351718,5.30036112365318,2020-01-30,"Tank1",16.985
"A","04",0.0369,0.0338,0.0366,0.0356,0.2482,0.3103,"A04",0.784363636363636,0.868166624909091,7.59462573556339,8.06039433351718,5.7784840130836,2020-01-30,"Tank2",16.949
"A","05",0.0366,0.0328,0.0357,0.035,0.2741,0.3238,"A05",0.838453572661374,0.922095400241629,7.62237308686641,8.06039433351718,5.43424091336775,2020-01-30,"Tank3",16.995
"A","06",0.0354,0.0324,0.0349,0.0351,0.2451,0.3058,"A06",0.785398230088495,0.869198136061947,7.59517170841624,8.06039433351718,5.77171048774158,2020-01-30,"Tank4",17.005
"A","07",0.0369,0.0334,0.0353,0.0363,0.2504,0.3225,"A07",0.756080611535789,0.839967869353718,7.57945510920581,8.06039433351718,5.96669597554925,2020-01-30,"Tank7",16.978
"A","08",0.035,0.0324,0.036,0.035,0.2508,0.3142,"A08",0.785046728971963,0.868847682242991,7.59498628465488,8.06039433351718,5.77401091813856,2020-01-30,"Tank8",17.054
"A","09",0.0355,0.0324,0.0356,0.0355,0.2419,0.3158,"A09",0.74768022840828,0.831592515167737,7.57485538756071,8.06039433351718,6.02376169038629,2020-01-30,"Tank9",17.084
"A","10",0.036,0.0335,0.0359,0.0358,0.2569,0.2974,"A10",0.854413450515858,0.938007725640046,7.63026538347872,8.06039433351718,5.3363263910039,2020-01-30,"Tank10",17.073
"A","11",0.0371,0.0357,0.0374,0.0369,0.3467,0.2759,"A11",1.30372852953498,1.38598407038123,7.81254592419984,8.06039433351718,3.07489186089474,2020-01-30,"Tank11",17.01
"A","12",0.0362,0.0348,0.0371,0.0364,0.3526,0.2842,"A12",1.28635074929121,1.3686580672337,7.80659482497861,8.06039433351718,3.14872322664419,2020-01-30,"Tank12",17.082
"B","02",0.036,0.0323,0.035,0.0354,0.3403,0.2637,"B02",1.34583515045792,1.42796523462713,7.82668707752969,8.06039433351718,2.89945189177249,2020-01-30,"Sump",14.809
"B","03",0.0343,0.0308,0.0333,0.0359,0.2684,0.3023,"B03",0.882572924457741,0.96608329842932,7.64388547171004,8.06039433351718,5.16735093313228,2020-01-30,"Tank1",16.985
"B","04",0.0359,0.0328,0.0354,0.0353,0.2472,0.3061,"B04",0.792480648728345,0.876259452635459,7.59889269929497,8.06039433351718,5.72554660636349,2020-01-30,"Tank2",16.949
"B","05",0.0343,0.0316,0.0351,0.0342,0.2706,0.3112,"B05",0.865677045619117,0.949237760861694,7.63575914602992,8.06039433351718,5.26816889989518,2020-01-30,"Tank3",16.995
"B","06",0.0359,0.0324,0.0354,0.0359,0.2637,0.3055,"B06",0.856349500185117,0.939938006849315,7.63121411129186,8.06039433351718,5.32455615031981,2020-01-30,"Tank4",17.005
"B","07",0.0342,0.0304,0.0328,0.0344,0.2398,0.2984,"B07",0.788244159758854,0.872035586284853,7.59667036984566,8.06039433351718,5.75311758313415,2020-01-30,"Tank7",16.978
"B","08",0.035,0.0318,0.0347,0.0349,0.2514,0.3076,"B08",0.804761904761905,0.888504116666667,7.60527778508567,8.06039433351718,5.64633105528122,2020-01-30,"Tank8",17.054
"B","09",0.0375,0.0344,0.0373,0.0377,0.2494,0.3159,"B09",0.771551724137931,0.855392885775862,7.58781284904142,8.06039433351718,5.86300700588111,2020-01-30,"Tank9",17.084
"B","10",0.0347,0.0323,0.0343,0.0354,0.262,0.3011,"B10",0.860578729800827,0.944154635475385,7.63328015405212,8.06039433351718,5.29892411949387,2020-01-30,"Tank10",17.073
"B","11",0.0359,0.0336,0.0362,0.0347,0.3323,0.2672,"B11",1.29155900086133,1.37385080081826,7.80838564708491,8.06039433351718,3.12650567707772,2020-01-30,"Tank11",17.01
"B","12",0.0342,0.0315,0.0331,0.0344,0.3317,0.2745,"B12",1.24378109452736,1.32621524875622,7.79171844585244,8.06039433351718,3.33328465764413,2020-01-30,"Tank12",17.082
"C","02",0.0358,0.0327,0.0357,0.0357,0.3625,0.2806,"C02",1.3465306122449,1.42865862428571,7.82691742760565,8.06039433351718,2.89659409020065,2020-01-30,"Sump",14.809
"C","03",0.0352,0.032,0.0351,0.036,0.3004,0.3273,"C03",0.918325326012354,1.0017291757035,7.66064756347499,8.06039433351718,4.95939470827051,2020-01-30,"Tank1",16.985
"C","04",0.0356,0.0325,0.0348,0.0354,0.2449,0.2961,"C04",0.813001912045889,0.896719572848949,7.60951495089956,8.06039433351718,5.59376333168645,2020-01-30,"Tank2",16.949
"C","05",0.035,0.0313,0.0338,0.035,0.2813,0.3104,"C05",0.903832248734635,0.98727928054953,7.65392177691143,8.06039433351718,5.04283710929052,2020-01-30,"Tank3",16.995
"C","06",0.0359,0.0322,0.0346,0.0354,0.2677,0.3156,"C06",0.838365896980462,0.922007985790409,7.62232937400995,8.06039433351718,5.43478322996738,2020-01-30,"Tank4",17.005
"C","07",0.0346,0.0319,0.0354,0.0347,0.2562,0.2933,"C07",0.86966640806827,0.953215237005431,7.63769015355319,8.06039433351718,5.24421216225466,2020-01-30,"Tank7",16.978
"C","08",0.0347,0.0316,0.0342,0.0351,0.2676,0.3127,"C08",0.84717727436174,0.93079310967278,7.62670292454355,8.06039433351718,5.38052347104453,2020-01-30,"Tank8",17.054
"C","09",0.0352,0.0322,0.0349,0.0352,0.2453,0.2869,"C09",0.845634920634921,0.929255351388889,7.62594021376632,8.06039433351718,5.38998592096525,2020-01-30,"Tank9",17.084
"C","10",0.0354,0.0325,0.0346,0.0351,0.2777,0.3047,"C10",0.907914201183432,0.991349070821006,7.65582545422047,8.06039433351718,5.01921943960495,2020-01-30,"Tank10",17.073
"C","11",0.0356,0.0331,0.0352,0.0357,0.3421,0.2691,"C11",1.32121471343028,1.40341815419162,7.81846557132256,8.06039433351718,3.00145070060187,2020-01-30,"Tank11",17.01
"C","12",0.0362,0.0341,0.036,0.0346,0.3331,0.2693,"C12",1.27969348659004,1.36202063984674,7.80429664925888,8.06039433351718,3.17723517810265,2020-01-30,"Tank12",17.082
"D","01",0.0349,0.0317,0.0345,0.0354,0.2666,0.2333,"D01",1.18204740292486,1.26466549268785,7.76934475860413,8.06039433351718,3.61086024914179,2020-01-30,"Tank13",17.015
"D","02",0.0364,0.0333,0.0375,0.0363,0.3259,0.2604,"D02",1.31255605381166,1.39478529304933,7.8155428198077,8.06039433351718,3.037711352301,2020-01-30,"Tank14",17.015
"D","03",0.0356,0.033,0.0366,0.035,0.3039,0.256,"D03",1.23409090909091,1.31655393522727,7.78827085157308,8.06039433351718,3.37605668760569,2020-01-30,"Tank15",16.91
"D","04",0.0345,0.0313,0.034,0.035,0.3237,0.2652,"D04",1.26527958387516,1.34764968335501,7.79928525057702,8.06039433351718,3.23940829860403,2020-01-30,"Tank16",17.217
"D","05",0.0365,0.0326,0.0352,0.0359,0.2741,0.2836,"D05",0.972289156626506,1.05553222108434,7.68490981625576,8.06039433351718,4.65838892893941,2020-01-30,"Tank17",17.091
"D","06",0.0346,0.031,0.0336,0.0344,0.2838,0.2806,"D06",1.02346278317152,1.10655337580906,7.70686483667953,8.06039433351718,4.38600746079605,2020-01-30,"Tank18",16.918
"D","07",0.0349,0.0321,0.0354,0.0344,0.2861,0.2985,"D07",0.965477996965099,1.04874135527314,7.68191267579474,8.06039433351718,4.69557247526487,2020-01-30,"Tank19",16.955
"E","01",0.0353,0.0322,0.0351,0.035,0.2509,0.2184,"E01",1.19281045751634,1.27539647875817,7.77331704778827,8.06039433351718,3.56157867531576,2020-01-30,"Tank13",17.015
"E","02",0.0352,0.0319,0.0339,0.0352,0.3263,0.2568,"E02",1.32077164647824,1.40297640735756,7.81831641396147,8.06039433351718,3.00330119767323,2020-01-30,"Tank14",17.015
"E","03",0.0335,0.0296,0.0316,0.0339,0.37,0.3155,"E03",1.19929453262787,1.2818612345679,7.77569518865343,8.06039433351718,3.53207464900198,2020-01-30,"Tank15",16.91
"E","04",0.0362,0.0329,0.0362,0.0354,0.386,0.3084,"E04",1.296336996337,1.37861456025641,7.81002306395807,8.06039433351718,3.10619132513159,2020-01-30,"Tank16",17.217
"E","05",0.0354,0.032,0.0346,0.035,0.2891,0.2931,"E05",0.994592506759367,1.07776911838548,7.69459859664558,8.06039433351718,4.5381866163859,2020-01-30,"Tank17",17.091
"E","06",0.0351,0.0317,0.0347,0.0346,0.3048,0.3001,"E06",1.02895825498308,1.11203247386235,7.70916574587296,8.06039433351718,4.35746159693105,2020-01-30,"Tank18",16.918
"E","07",0.0352,0.032,0.0348,0.0354,0.2972,0.3087,"E07",0.968213372305444,1.05146858056266,7.68311852341518,8.06039433351718,4.68061231859576,2020-01-30,"Tank19",16.955
"F","01",0.0344,0.0312,0.0334,0.0351,0.3939,0.3326,"F01",1.21273031825796,1.29525698827471,7.78058785224645,8.06039433351718,3.47137459649119,2020-01-30,"Tank13",17.015
"F","02",0.0362,0.0335,0.0363,0.0362,0.3534,0.2741,"F02",1.34524810765349,1.42737994091674,7.82649255815083,8.06039433351718,2.90186516550099,2020-01-30,"Tank14",17.015
"F","03",0.0354,0.0319,0.0344,0.0358,0.3455,0.2945,"F03",1.20600693107432,1.28855363342318,7.77814540275966,8.06039433351718,3.50167645748866,2020-01-30,"Tank15",16.91
"F","04",0.0348,0.0318,0.0343,0.0346,0.336,0.2673,"F04",1.30531732418525,1.38756813121784,7.81308659832099,8.06039433351718,3.06818407342453,2020-01-30,"Tank16",17.217
"F","05",0.0352,0.0321,0.035,0.035,0.2944,0.2921,"F05",1.02020987174504,1.10331015643218,7.70549782946005,8.06039433351718,4.40296701839238,2020-01-30,"Tank17",17.091
"F","06",0.0346,0.0304,0.0326,0.0347,0.2861,0.2783,"F06",1.04071661237785,1.12375579723127,7.71405338720528,8.06039433351718,4.2968238522987,2020-01-30,"Tank18",16.918
"F","07",0.0419,0.0397,0.0414,0.0412,0.3078,0.3133,"F07",0.986060161408657,1.06926219515774,7.69091447300311,8.06039433351718,4.58389311026233,2020-01-30,"Tank19",16.955
