"Rows","Column","NoDye_730","NoDye_578","NoDye_434","Dye_730","Dye_578","Dye_434","Well.Location","A1_A2","A1_A2_corr","pH_in_lab","pHtris","pHtris_error","daterun","Sample.Name","TempInSitu","pHinsitu"
"A","02",0.0359,0.0338,0.0362,0.035,0.3477,0.2762,"A02",1.30676629306766,1.38901278289747,7.82712056126911,8.09008870581408,3.25049766581648,2020-02-01,"Sump",13.8,7.99411216540555
"A","03",0.0363,0.0332,0.0359,0.0364,0.332,0.3038,"A03",1.11538461538462,1.19820132692308,7.75759710603149,8.09008870581408,4.1098634622342,2020-02-01,"Tank1",17.1,7.87280402553262
"A","04",0.0351,0.032,0.0359,0.035,0.3321,0.2997,"A04",1.13755210306934,1.22030276657825,7.76615581207382,8.09008870581408,4.00407097523492,2020-02-01,"Tank2",16.7,7.88755160105734
"A","05",0.0423,0.0392,0.0425,0.0437,0.3051,0.3189,"A05",0.961818181818182,1.04509244454545,7.69389818979444,8.09008870581408,4.89723327427689,2020-02-01,"Tank3",17.1,7.80724825261333
"A","06",0.0351,0.0318,0.0353,0.035,0.2315,0.269,"A06",0.854576561163388,0.938170350299401,7.64396844361713,8.09008870581408,5.51440507538979,2020-02-01,"Tank4",18.2,7.7397750948932
"A","07",0.0381,0.0386,0.0437,0.0402,0.2932,0.327,"A07",0.897937411095306,0.981402006578947,7.66477461384313,8.09008870581408,5.25722408538357,2020-02-01,"Tank7",16.9,7.78007374699811
"A","08",0.0361,0.0393,0.044,0.036,0.3017,0.3295,"A08",0.919117647058823,1.00251913602941,7.67462387289217,8.09008870581408,5.13547932574989,2020-02-01,"Tank8",17.1,7.78734622414432
"A","09",0.0419,0.0428,0.0474,0.0413,0.2954,0.3351,"A09",0.878251821019771,0.961775069719043,7.65543875907234,8.09008870581408,5.37262275541397,2020-02-01,"Tank9",17,7.76895502797543
"A","10",0.0418,0.0404,0.0461,0.0409,0.263,0.3006,"A10",0.875097885669538,0.958630531519186,7.65392624848464,8.09008870581408,5.39131860218036,2020-02-01,"Tank10",17.1,7.76593853851179
"A","11",0.0371,0.0333,0.0362,0.0365,0.3872,0.3066,"A11",1.30811808118081,1.39036054335793,7.82757945235223,8.09008870581408,3.24482540312806,2020-02-01,"Tank11",16.7,7.95051229665219
"A","12",0.0363,0.0364,0.039,0.0354,0.3485,0.2655,"A12",1.3764291996482,1.45846812884785,7.85025374065411,8.09008870581408,2.96455297192981,2020-02-01,"Tank12",17.9,7.95556685365244
"B","02",0.0358,0.0323,0.035,0.035,0.3662,0.2916,"B02",1.3003108003108,1.38257652428127,7.82492345892426,8.09008870581408,3.27765561704238,2020-02-01,"Sump",13.8,7.99184907568414
"B","03",0.0358,0.0325,0.0353,0.0362,0.3134,0.2833,"B03",1.13287560581583,1.2156402029483,7.76436233190437,8.09008870581408,4.02623983190224,2020-02-01,"Tank1",17.1,7.87974797787054
"B","04",0.0351,0.0333,0.0366,0.0357,0.3176,0.2802,"B04",1.16748971193416,1.25015117633745,7.77748842401077,8.09008870581408,3.86399078144414,2020-02-01,"Tank2",16.7,7.89918798663852
"B","05",0.0352,0.0318,0.035,0.0356,0.3018,0.3083,"B05",0.987907658482961,1.07110418761451,7.70531331531148,8.09008870581408,4.75613314630379,2020-02-01,"Tank3",17.1,7.81902025803188
"B","06",0.0349,0.0326,0.0371,0.0352,0.2912,0.332,"B06",0.876782077393075,0.960309705193483,7.6547345089754,8.09008870581408,5.38132785275655,2020-02-01,"Tank4",18.2,7.75087506189831
"B","07",0.0347,0.0309,0.0346,0.0351,0.2838,0.322,"B07",0.879790940766551,0.963309603658537,7.6561751618281,8.09008870581408,5.36352022536099,2020-02-01,"Tank7",16.9,7.77116949964598
"B","08",0.0346,0.0309,0.0332,0.0349,0.2578,0.2947,"B08",0.867534456355283,0.951089637442573,7.6502798421306,8.09008870581408,5.43639111605046,2020-02-01,"Tank8",17.1,7.76216310827036
"B","09",0.0369,0.0331,0.0378,0.0391,0.2836,0.3322,"B09",0.849760438056126,0.933368576830938,7.64160159255961,8.09008870581408,5.54366125716471,2020-02-01,"Tank9",17,7.75461807185979
"B","10",0.0357,0.033,0.0361,0.0348,0.2849,0.3273,"B10",0.865457035261897,0.949018406025334,7.64927349314292,8.09008870581408,5.44883039853897,2020-02-01,"Tank10",17.1,7.76112094182817
"B","11",0.0358,0.0327,0.035,0.0363,0.3724,0.2941,"B11",1.31167826759474,1.39391012219644,7.82878607520893,8.09008870581408,3.22991057461911,2020-02-01,"Tank11",16.7,7.95174656000518
"B","12",0.0362,0.0336,0.0371,0.0361,0.367,0.2831,"B12",1.35514018691589,1.43724254672897,7.84329327386559,8.09008870581408,3.05058993693275,2020-02-01,"Tank12",17.9,7.94847489783217
"C","02",0.0362,0.0323,0.0348,0.0374,0.3442,0.2775,"C02",1.28654244306418,1.36884918985507,7.8202058599117,8.09008870581408,3.33596893330014,2020-02-01,"Sump",13.8,7.98698842013704
"C","03",0.0358,0.0321,0.0347,0.0362,0.2881,0.2608,"C03",1.13247673903412,1.21524252459016,7.76420906660696,8.09008870581408,4.02813431418773,2020-02-01,"Tank1",17.1,7.87959070074011
"C","04",0.0359,0.0325,0.0355,0.0361,0.3209,0.2844,"C04",1.15882589465219,1.24151317289908,7.77423489678452,8.09008870581408,3.90420699346068,2020-02-01,"Tank2",16.7,7.89584823029225
"C","05",0.0356,0.0325,0.0362,0.0356,0.3038,0.3045,"C05",1.01118151323146,1.09430869791278,7.71527847796829,8.09008870581408,4.63295572490364,2020-02-01,"Tank3",17.1,7.82928812025827
"C","06",0.0362,0.0329,0.036,0.0414,0.2861,0.3212,"C06",0.885714285714286,0.9692153,7.6589988889596,8.09008870581408,5.32861668803059,2020-02-01,"Tank4",18.2,7.75526922656193
