"Sample.Name","pHmean","SE"
"Sump-01",8.10418333008353,NA
"Sump-02",8.09387575460067,NA
"Sump-03",8.10452100158551,NA
"T1-01",8.00643327364626,NA
"T1-02",7.99194935521481,NA
"T1-03",7.98044715873063,NA
"T10-01",7.94840974219309,NA
"T10-02",7.94799564822208,NA
"T10-03",7.949402854727,NA
"T11-01",8.05656438344199,NA
"T11-02",8.0574398046286,NA
"T11-03",8.05530471322858,NA
"T12-01",8.07286234464727,NA
"T12-02",8.04303824275549,NA
"T12-03",8.06024081475358,NA
"T14-01",8.04972000598714,NA
"T14-02",8.058659587538,NA
"T14-03",8.06194329178331,NA
"T15-01",8.06374535291953,NA
"T15-02",8.0688159369283,NA
"T15-03",8.08012629383624,NA
"T16-01",8.07626945423527,NA
"T16-02",8.06664481784607,NA
"T16-03",8.07980122382816,NA
"T17-01",7.99304323921432,NA
"T17-02",7.98478298003749,NA
"T17-03",7.98618841203191,NA
"T18-01",7.99005241115438,NA
"T18-02",7.98751926114578,NA
"T18-03",7.98522570448009,NA
"T19-01",7.99552205149569,NA
"T19-02",7.99382109205074,NA
"T19-03",7.99348352874354,NA
"T2-01",8.00475965648961,NA
"T2-02",7.98726261024935,NA
"T2-03",7.98293337080849,NA
"T20-01",7.93631271950403,NA
"T20-02",7.93103920290078,NA
"T20-03",7.93472803846197,NA
"T5-01",7.9352069525891,NA
"T5-02",7.92470297615897,NA
"T5-03",7.92063218655533,NA
"T6-01",7.93114507963431,NA
"T6-02",7.94206922358286,NA
"T6-03",7.9380608643385,NA
"T7-01",7.94308432547364,NA
"T7-02",7.94190978537071,NA
"T7-03",7.93979169432317,NA
"T8-01",7.94553311412491,NA
"T8-02",7.93858189369344,NA
"T8-03",7.94553255705343,NA
"Tris01",8.2222646073519,NA
"Tris02",8.16160421784791,NA
"Tris03",8.2249508910231,NA
