"Rows","Column","NoDye_730","NoDye_578","NoDye_434","Dye_730","Dye_578","Dye_434","Well.Location","A1_A2","A1_A2_corr","pH_in_lab","pHtris","pHtris_error","daterun","Sample.Name","TempInSitu","pHinsitu"
"A","02",0.0359,0.0322,0.034,0.0364,0.52,0.4826,"A02",1.08748047310868,1.17038032503905,7.74633487778278,8.09048640342451,4.25378040924774,2020-02-14,"Sump",14,7.90759449617321
"A","03",0.0358,0.0319,0.0344,0.0364,0.5842,0.7857,"A03",0.734914080191821,0.81886440368989,7.58114427862958,8.09048640342451,6.29556863947434,2020-02-14,"Tank1",17,7.69177149741128
"A","04",0.0354,0.0321,0.0354,0.0371,0.7228,1.2232,"A04",0.580895371385212,0.66530459362617,7.48630657742738,8.09048640342451,7.46778124169885,2020-02-14,"Tank2",17,7.59252956646904
"A","05",0.0365,0.0335,0.0363,0.0365,0.4393,0.6639,"A05",0.646590184831103,0.730803669375398,7.5291005216409,8.09048640342451,6.93883969134401,2020-02-14,"Tank3",17,7.63740513246483
"A","06",0.036,0.0321,0.0351,0.0388,0.3185,0.3706,"A06",0.852419597234746,0.936019813044785,7.64263050087413,8.09048640342451,5.53558686361312,2020-02-14,"Tank4",17,7.75568474118953
"A","07",0.0368,0.0334,0.0364,0.036,0.3731,0.4746,"A07",0.775626423690205,0.85945544476082,7.60334763535265,8.09048640342451,6.0211307921568,2020-02-14,"Tank7",17,7.71489137180123
"A","08",0.0366,0.0335,0.0368,0.0367,0.4683,0.6765,"A08",0.679643527204503,0.763758529315197,7.54924960194555,8.09048640342451,6.68979310378499,2020-02-14,"Tank8",17,7.65848183375361
"A","09",0.0366,0.034,0.0378,0.0379,0.5903,1.2317,"A09",0.465369780311924,0.550123211051484,7.40002498784375,8.09048640342451,8.5342386248681,2020-02-14,"Tank9",17,7.50167395080612
"A","10",0.0355,0.032,0.0347,0.0397,0.5521,0.9466,"A10",0.568359590172965,0.652806162774044,7.47767906690145,8.09048640342451,7.57441896526359,2020-02-14,"Tank10",17,7.58346534938136
"A","11",0.0373,0.0341,0.0375,0.0377,0.4979,0.443,"A11",1.14391508269563,1.22664678770674,7.7683095067796,8.09048640342451,3.98216968152299,2020-02-14,"Tank11",17,7.88528822205802
"A","12",0.0415,0.0423,0.0472,0.036,0.4541,0.404,"A12",1.15180789401049,1.23451608239028,7.7713076981222,8.09048640342451,3.94511144802377,2020-02-14,"Tank12",17,7.88836458128321
"B","02",0.036,0.0319,0.0346,0.0364,0.5434,0.5011,"B02",1.09654580562111,1.17941864739326,7.74993028485407,8.09048640342451,4.20934047211663,2020-02-14,"Sump",14,7.91132217405
"B","03",0.041,0.0376,0.0415,0.0408,0.5683,0.7136,"B03",0.789677227428232,0.873464384129109,7.61077832356513,8.09048640342451,5.92928602730648,2020-02-14,"Tank1",17,7.72261866284359
"B","04",0.0358,0.0321,0.0347,0.0377,0.431,0.4625,"B04",0.932143695703217,1.01550637356187,7.68030573297883,8.09048640342451,5.06991359965773,2020-02-14,"Tank2",17,7.7946770584515
"B","05",0.0368,0.0329,0.035,0.0445,0.6338,1.8814,"B05",0.322619241855659,0.40779799782455,7.26482058284662,8.09048640342451,10.205391609439,2020-02-14,"Tank3",17,7.35890194843984
"B","06",0.0348,0.0315,0.0348,0.0357,0.2837,0.3367,"B06",0.834883720930232,0.918536184883721,7.6339372138589,8.09048640342451,5.64303759749676,2020-02-14,"Tank4",17,7.74666937310873
"B","07",0.0387,0.0348,0.0371,0.0396,0.4224,0.5306,"B07",0.785018270401949,0.868819308465286,7.60832715220864,8.09048640342451,5.95958298640469,2020-02-14,"Tank7",17,7.72007021277521
"B","08",0.0354,0.0319,0.0338,0.0355,0.3407,0.4198,"B08",0.79994817310184,0.883704727520083,7.6161384221407,8.09048640342451,5.8630341567971,2020-02-14,"Tank8",17,7.72818955774235
"B","09",0.0363,0.0335,0.0366,0.0393,0.7375,2.22,"B09",0.321500642084021,0.406682730920932,7.26358624637758,8.09048640342451,10.2206482504799,2020-02-14,"Tank9",17,7.35759973815658
"B","10",0.0375,0.0344,0.0382,0.0388,0.4154,0.5798,"B10",0.702757727188599,0.78680386054044,7.56284853896229,8.09048640342451,6.52170757296969,2020-02-14,"Tank10",17,7.67268672705638
"B","11",0.04,0.0366,0.0379,0.0369,0.7295,0.788,"B11",0.924057355284121,1.00744412639405,7.67661408533698,8.09048640342451,5.11554308913179,2020-02-14,"Tank11",17,7.79086193045696
"B","12",0.0385,0.0361,0.0393,0.0375,0.4093,0.3703,"B12",1.12710843373494,1.20989021415663,7.76186519974323,8.09048640342451,4.06182258142333,2020-02-14,"Tank12",17,7.87867367103902
"C","02",0.0359,0.0321,0.0342,0.0365,0.7352,0.8013,"C02",0.916503587736464,0.999912865296804,7.67314025963208,8.09048640342451,5.15848025670965,2020-02-14,"Sump",14,7.83140102557289
