##BLOCKS= 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate:,Plate1,1.3,PlateFormat,Endpoint,Absorbance,Raw,FALSE,1,,,,,,3,730 578 434 ,2,8,96,1,6,,,,,,,,,,,,,,,,,,,
,Temperature(¡C),1,2,3,4,5,6,7,8,9,10,11,12,,1,2,3,4,5,6,7,8,9,10,11,12,,1,2,3,4,5,6,7,8,9,10,11,12
,25,,0.0359,0.0358,0.0354,0.0365,0.036,0.0368,0.0366,0.0366,0.0355,0.0373,0.0415,,,0.0322,0.0319,0.0321,0.0335,0.0321,0.0334,0.0335,0.034,0.032,0.0341,0.0423,,,0.034,0.0344,0.0354,0.0363,0.0351,0.0364,0.0368,0.0378,0.0347,0.0375,0.0472
,,,0.036,0.041,0.0358,0.0368,0.0348,0.0387,0.0354,0.0363,0.0375,0.04,0.0385,,,0.0319,0.0376,0.0321,0.0329,0.0315,0.0348,0.0319,0.0335,0.0344,0.0366,0.0361,,,0.0346,0.0415,0.0347,0.035,0.0348,0.0371,0.0338,0.0366,0.0382,0.0379,0.0393
,,,0.0359,0.0385,0.0363,0.0357,0.0355,0.0352,0.0365,0.0363,0.0362,0.036,0.0369,,,0.0321,0.0343,0.0325,0.0319,0.0321,0.0314,0.0329,0.0335,0.0325,0.0322,0.0336,,,0.0342,0.0366,0.0354,0.0347,0.0354,0.0335,0.035,0.0371,0.0357,0.0353,0.0371
,,0.0412,0.0476,0.0358,0.0372,0.0384,0.0374,0.0326,0.0361,0.0372,,,,,0.0373,0.0505,0.0316,0.0333,0.0349,0.0335,0.0336,0.0324,0.0338,,,,,0.0399,0.0556,0.0347,0.0358,0.038,0.0363,0.0357,0.0343,0.0361,,,
,,0.0391,0.0365,0.0356,0.0354,0.0378,0.0409,0.0337,0.0374,0.037,,,,,0.0356,0.033,0.0317,0.0322,0.0346,0.0379,0.035,0.0333,0.0327,,,,,0.0388,0.0355,0.0337,0.0354,0.0378,0.0425,0.037,0.0361,0.036,,,
,,0.0366,0.0368,0.0362,0.0382,0.0384,0.0372,0.0368,0.0359,0.0378,,,,,0.0326,0.0331,0.0327,0.035,0.0348,0.0331,0.033,0.0327,0.0336,,,,,0.0346,0.0365,0.0362,0.0374,0.038,0.0375,0.0363,0.0351,0.0376,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
~End,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate:,Plate2,1.3,PlateFormat,Endpoint,Absorbance,Raw,FALSE,1,,,,,,3,730 578 434 ,2,8,96,1,6,,,,,,,,,,,,,,,,,,,
,Temperature(¡C),1,2,3,4,5,6,7,8,9,10,11,12,,1,2,3,4,5,6,7,8,9,10,11,12,,1,2,3,4,5,6,7,8,9,10,11,12
,25,,0.0364,0.0364,0.0371,0.0365,0.0388,0.036,0.0367,0.0379,0.0397,0.0377,0.036,,,0.52,0.5842,0.7228,0.4393,0.3185,0.3731,0.4683,0.5903,0.5521,0.4979,0.4541,,,0.4826,0.7857,1.2232,0.6639,0.3706,0.4746,0.6765,1.2317,0.9466,0.443,0.404
,,,0.0364,0.0408,0.0377,0.0445,0.0357,0.0396,0.0355,0.0393,0.0388,0.0369,0.0375,,,0.5434,0.5683,0.431,0.6338,0.2837,0.4224,0.3407,0.7375,0.4154,0.7295,0.4093,,,0.5011,0.7136,0.4625,1.8814,0.3367,0.5306,0.4198,2.22,0.5798,0.788,0.3703
,,,0.0365,0.0388,0.0379,0.0357,0.0358,0.0361,0.0395,0.037,0.0364,0.0365,0.0373,,,0.7352,0.4615,0.7953,0.3297,0.5099,0.4776,0.8289,0.5487,0.3743,0.5004,0.6444,,,0.8013,0.5235,1.8665,0.4306,0.7038,0.6411,2.733,0.8496,0.4552,0.4453,0.673
,,0.0428,0.0553,0.0359,0.0376,0.0416,0.037,0.0327,0.0384,0.0369,,,,,0.4528,0.4473,0.4406,0.6232,0.839,0.4304,0.0337,0.7593,0.4271,,,,,0.3954,0.4054,0.3862,0.6433,2.1159,0.4715,0.0356,1.4534,0.5181,,,
,,0.0395,0.0418,0.0369,0.0355,0.0379,0.0423,0.0311,0.0373,0.0376,,,,,0.4083,0.437,0.3999,0.4205,0.4012,0.4086,0.0324,0.5696,0.4518,,,,,0.3562,0.3834,0.3491,0.38,0.4249,0.4316,0.0347,0.6851,0.5631,,,
,,0.037,0.0368,0.038,0.0396,0.0382,0.0381,0.0368,0.0369,0.0376,,,,,0.7312,0.8471,0.5423,0.4731,0.4293,0.3966,0.0324,0.3859,0.332,,,,,0.7767,0.9792,0.501,0.4321,0.4588,0.4438,0.0356,0.4005,0.386,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
~End,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Original Filename: Plate_2-14-2020; Date Last Saved: 2/14/2020 4:35:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Workflow:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Set Temperature: IsTemperatureControlOn=""True"" MaximumTemperature=""66"" MinimumTemperature=""15"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
--Null: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
--SetTemperatureWithWaitActivity.TemperatureToSet: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
--SetTemperatureWithWaitActivity.WaitTemperatureToRise: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Open Drawer: Message="""" WaitForDrawToClose=""True"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#NAME?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
--Null: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
--ReadPlateActivity.SectionNameToRead: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
