"Sample.Name","pHmean","SE"
"Sump",7.83647913764039,0.0415158099877069
"Tank1",7.6676821339964,0.019794335555469
"Tank10",7.74634631206278,0.00500173538579399
"Tank11",7.84364845012774,0.00202569041183911
"Tank12",7.90488483484706,0.00287637508909813
"Tank13",7.81634544223279,0.00148005040063
"Tank14",7.87107119865536,0.00188815316871676
"Tank15",7.89581612199119,0.00132206450082904
"Tank16",7.87559556225365,0.00264236971815573
"Tank17",7.78313216598802,0.00284529762350089
"Tank18",7.80577684129395,0.00123151768690007
"Tank19",7.81268570554835,0.00315041243725731
"Tank2",7.76354515146367,0.00807833008785038
"Tank20",7.76240151054292,0.00579163149045399
"Tank3",7.67464213782538,0.00547825377088899
"Tank4",7.71859625842374,0.00487957203639627
"Tank7",7.73309041303836,0.00739279074097441
"Tank8",7.71712405290833,0.0064324693890369
"Tank9",7.72524524481748,0.00481827105894743
