"Sample.Name","pHmean","SE"
"Sump",7.88343923193203,0.0150349780563563
"Tank1",7.72752998453567,0.0128167074801176
"Tank10",7.66407564313971,0.0255560999935572
"Tank11",7.85357927851653,0.0181053153627127
"Tank12",7.85828800817894,0.014656460006242
"Tank13",7.86375926299501,0.0187013613380935
"Tank14",7.84566539119692,0.0244186201446122
"Tank15",7.88469845045201,0.0052605539534288
"Tank16",7.85438950667623,0.0121110067883443
"Tank17",7.67545926808327,0.0715679573159917
"Tank18",7.78864747528328,0.0047011300433502
"Tank19",7.6975987080023,0.0469009762934012
"Tank2",7.61472564446328,0.0566479985472001
"Tank20",7.74001800095867,0.00547022152601442
"Tank3",7.56601245614966,0.060741257438474
"Tank4",7.72740858765376,0.0138047481439673
"Tank7",7.70872795739486,0.00512663474708265
"Tank8",7.57047474990315,0.0718789319601466
"Tank9",7.49608371653926,0.0452584002104586
