"Rows","Column","NoDye_730","NoDye_578","NoDye_434","Dye_730","Dye_578","Dye_434","Well.Location","A1_A2","A1_A2_corr","pH_in_lab","pHtris","pHtris_error","daterun","Sample.Name","TempInSitu","pHinsitu"
"A","02",0.0365,0.034,0.0361,0.035,0.3634,0.3313,"A02",1.11526794742164,1.26878892517695,7.78362902715297,8.09128932418355,3.80236430442595,2020-01-16,"Tank1",16.985,7.90122464541759
"A","03",0.0372,0.036,0.0381,0.0379,0.3936,0.3636,"A03",1.09883004926108,1.25240208312808,7.77752342865195,8.09128932418355,3.87782321160862,2020-01-16,"Tank2",16.949,7.89550203519964
"A","04",0.0408,0.039,0.0408,0.0403,0.3888,0.3547,"A04",1.11418575063613,1.26771008969466,7.78322931759635,8.09128932418355,3.80730430274515,2020-01-16,"Tank3",16.995,7.90066537418432
"A","05",0.0361,0.0345,0.0379,0.0374,0.3806,0.3606,"A05",1.07280647168637,1.22645933478531,7.76770403346806,8.09128932418355,3.9991808196543,2020-01-16,"Tank4",17.005,7.88459235769215
"A","06",0.0351,0.0344,0.0364,0.0348,0.4013,0.3555,"A06",1.14965560425798,1.30306977395116,7.79616894256723,8.09128932418355,3.64738386914739,2020-01-16,"Tank7",16.978,7.91417910736661
"A","07",0.0343,0.0323,0.0352,0.034,0.4171,0.3776,"A07",1.12372337321272,1.27721808841552,7.78674123854728,8.09128932418355,3.76390057794646,2020-01-16,"Tank8",17.054,7.90338254476805
"A","08",0.0365,0.0465,0.0475,0.0353,0.4466,0.3762,"A08",1.21642922097605,1.3696359918157,7.81967177239514,8.09128932418355,3.35691310625358,2020-01-16,"Tank9",17.084,7.93663935466467
"A","09",0.0369,0.0384,0.04,0.0348,0.3701,0.3559,"A09",1.04968553459119,1.20341021132075,7.75881647657526,8.09128932418355,4.10902186644823,2020-01-16,"Tank10",17.073,7.87445740282645
"A","10",0.0516,0.0474,0.0472,0.0565,0.4846,0.359,"A10",1.40860215053763,1.56121203225806,7.88189339700162,8.09128932418355,2.58791792991599,2020-01-16,"Tank11",17.01,8.00127084778659
"A","11",0.0366,0.0339,0.0366,0.0351,0.4594,0.3224,"A11",1.48625130525583,1.63862000870171,7.90508007589563,8.09128932418355,2.30135446685075,2020-01-16,"Tank12",17.082,8.02379086796679
"A","12",0.0335,0.0305,0.0343,0.0336,0.4867,0.3602,"A12",1.3999386126458,1.55257540331492,7.87924221986547,8.09128932418355,2.62068374794495,2020-01-16,"Tank13",17.015,7.99849279894603
"B","02",0.0364,0.0339,0.0355,0.035,0.3641,0.3262,"B02",1.13522766175967,1.28868664464225,7.79094523621682,8.09128932418355,3.71194349791757,2020-01-16,"Tank1",16.985,7.90872282017206
"B","03",0.0356,0.0327,0.0346,0.0351,0.3909,0.3434,"B03",1.15971548658261,1.31309841028128,7.79977971401913,8.09128932418355,3.60275845399754,2020-01-16,"Tank2",16.949,7.91831208776894
"B","04",0.0359,0.0334,0.0353,0.0354,0.4059,0.3647,"B04",1.13064565019703,1.28411886480752,7.78927500516863,8.09128932418355,3.73258583291842,2020-01-16,"Tank3",16.995,7.90686169173753
"B","05",0.0379,0.0353,0.0371,0.0357,0.389,0.3715,"B05",1.05733808674985,1.21103899465241,7.76177548773136,8.09128932418355,4.07245153707855,2020-01-16,"Tank4",17.005,7.87850713053523
"B","06",0.0377,0.035,0.0372,0.0356,0.4312,0.3873,"B06",1.13089153889835,1.28436398977854,7.78936477588488,8.09128932418355,3.7314763593518,2020-01-16,"Tank7",16.978,7.90720815010541
"B","07",0.0353,0.0321,0.0339,0.0347,0.4059,0.3672,"B07",1.12129380053908,1.27479606199461,7.78584893272662,8.09128932418355,3.77492855859223,2020-01-16,"Tank8",17.054,7.9024681584324
"B","08",0.0378,0.0347,0.037,0.0366,0.4069,0.3721,"B08",1.11031816830211,1.26385452007136,7.78179824310381,8.09128932418355,3.82499090910908,2020-01-16,"Tank9",17.084,7.89786829822605
"B","09",0.037,0.0347,0.036,0.0359,0.3748,0.3716,"B09",1.01336501336501,1.1672025016335,7.74452951765456,8.09128932418355,4.28559395957555,2020-01-16,"Tank10",17.073,7.8597818837045
"B","10",0.0352,0.0323,0.0342,0.0355,0.4918,0.3652,"B10",1.38856970063502,1.54124180314484,7.87574278174462,8.09128932418355,2.66393319782423,2020-01-16,"Tank11",17.01,7.99500153761186
"B","11",0.0337,0.03,0.0322,0.0345,0.4526,0.3161,"B11",1.48993288590604,1.64229015436242,7.90615468767386,8.09128932418355,2.28807337239009,2020-01-16,"Tank12",17.082,8.02488466798362
"B","12",0.0345,0.0327,0.036,0.0352,0.4612,0.3413,"B12",1.40446487196323,1.55708760407091,7.88062898925573,8.09128932418355,2.60354470699984,2020-01-16,"Tank13",17.015,7.99990623601235
"C","02",0.0388,0.0363,0.0391,0.036,0.4022,0.3546,"C02",1.15834118755891,1.31172837983035,7.79928794607765,8.09128932418355,3.60883619911048,2020-01-16,"Tank1",16.985,7.91726853828162
"C","03",0.0351,0.0321,0.0355,0.0347,0.3885,0.3432,"C03",1.15806556312885,1.31145361148978,7.79918926174693,8.09128932418355,3.6100558357687,2020-01-16,"Tank2",16.949,7.91770738441901
"C","04",0.038,0.0362,0.0396,0.0368,0.376,0.3415,"C04",1.12504124051468,1.27853186242164,7.78722459425424,8.09128932418355,3.75792679938551,2020-01-16,"Tank3",16.995,7.90476047920526
"C","05",0.0398,0.0373,0.0386,0.0399,0.4061,0.374,"C05",1.09961228750373,1.25318189173874,7.77781565380047,8.09128932418355,3.8742116098377,2020-01-16,"Tank4",17.005,7.89496530051929
"C","06",0.0395,0.036,0.0386,0.0356,0.4174,0.3723,"C06",1.14129146919431,1.294731617891,7.7931472055063,8.09128932418355,3.68472942607733,2020-01-16,"Tank7",16.978,7.91108368960958
"C","07",0.0337,0.0294,0.0311,0.0343,0.4271,0.3874,"C07",1.11639021647456,1.26990770846219,7.78404320475656,8.09128932418355,3.7972454959518,2020-01-16,"Tank8",17.054,7.90061757810624
"C","08",0.0352,0.0349,0.0367,0.035,0.4085,0.3627,"C08",1.14592274678112,1.29934851072961,7.79482257791812,8.09128932418355,3.66402354911895,2020-01-16,"Tank9",17.084,7.91121203651298
"C","09",0.0356,0.0329,0.0343,0.0354,0.4187,0.3963,"C09",1.0657095527333,1.21938445886251,7.76499267020875,8.09128932418355,4.03269047615876,2020-01-16,"Tank10",17.073,7.88079684684203
"C","10",0.0343,0.0298,0.0319,0.0341,0.458,0.3397,"C10",1.39090909090909,1.54357392727273,7.8764647682877,8.09128932418355,2.655010187978,2020-01-16,"Tank11",17.01,7.99573755723532
"C","11",0.0345,0.0308,0.033,0.035,0.4973,0.3454,"C11",1.49406861173453,1.64641303462648,7.90735928214728,8.09128932418355,2.2731858257315,2020-01-16,"Tank12",17.082,8.02611070954513
"C","12",0.0349,0.0324,0.035,0.0359,0.4544,0.3381,"C12",1.39357828533598,1.54623483118173,7.87728733097989,8.09128932418355,2.6448441605473,2020-01-16,"Tank13",17.015,7.99650015124501
"D","01",0.0361,0.034,0.0359,0.0348,0.4106,0.2954,"D01",1.44900306748466,1.60148746395706,7.89408391558717,8.09128932418355,2.43725567947447,2020-01-16,"Tank14",17.015,8.01361493202676
"D","02",0.0356,0.0318,0.0344,0.0349,0.4816,0.3458,"D02",1.44344761294457,1.59594926465876,7.89242418317821,8.09128932418355,2.45776826211081,2020-01-16,"Tank15",16.91,8.0135225467683
"D","03",0.0402,0.0383,0.0433,0.0388,0.4322,0.3182,"D03",1.43069127759682,1.5832325504886,7.88859333701835,8.09128932418355,2.50511357391926,2020-01-16,"Tank16",17.217,8.00495102765358
"D","04",0.0356,0.033,0.0355,0.0348,0.3922,0.3219,"D04",1.25348189415042,1.40657357938719,7.83226347678919,8.09128932418355,3.2012926125404,2020-01-16,"Tank17",17.091,7.94940361179136
"D","05",0.0359,0.0322,0.0348,0.0349,0.4506,0.3755,"D05",1.22739244951712,1.38056516856892,7.82342962069247,8.09128932418355,3.31046997281991,2020-01-16,"Tank18",16.918,7.94298092634173
"D","06",0.0358,0.0328,0.0353,0.0359,0.4527,0.3696,"D06",1.25613405146619,1.40921749910233,7.83315307959202,8.09128932418355,3.19029803841023,2020-01-16,"Tank19",16.955,7.95236354450039
"D","07",0.0359,0.0334,0.0358,0.0352,0.3993,0.3359,"D07",1.21875,1.3719495625,7.82046955748574,8.09128932418355,3.34705330445139,2020-01-16,"Tank20",17.029,7.93828263284561
"D","08",0.0356,0.0326,0.0341,0.034,0.5064,0.3279,"D08",1.6093432633717,1.76132964319567,7.93989019275695,8.09128932418355,1.87113728555089,2020-01-16,"Sump",14.809,8.0941615872122
"E","01",0.0357,0.0329,0.0349,0.0346,0.5046,0.3601,"E01",1.44897333741955,1.60145782623353,7.89407504733065,8.09128932418355,2.43736528198858,2020-01-16,"Tank14",17.015,8.01360589941827
"E","02",0.0354,0.0322,0.0348,0.035,0.4167,0.3022,"E02",1.43726661687827,1.58978746676624,7.89057143437116,8.09128932418355,2.4806663285723,2020-01-16,"Tank15",16.91,8.01163482112017
"E","03",0.0349,0.0318,0.033,0.0353,0.5076,0.3599,"E03",1.45604900459418,1.60851151638591,7.89618149528995,8.09128932418355,2.41133175537866,2020-01-16,"Tank16",17.217,8.01267719925521
"E","04",0.0354,0.0326,0.0353,0.0346,0.4522,0.366,"E04",1.26817496229261,1.42122101085973,7.83717276415555,8.09128932418355,3.14061887848314,2020-01-16,"Tank17",17.091,7.95441864137812
"E","05",0.0343,0.0313,0.0328,0.0349,0.4296,0.3595,"E05",1.2195645507513,1.37276158325667,7.82074927198762,8.09128932418355,3.34359632138388,2020-01-16,"Tank18",16.918,7.94023961597206
"E","06",0.0361,0.0328,0.0352,0.0361,0.4546,0.3744,"E06",1.2435141509434,1.39663679599057,7.82890625726601,8.09128932418355,3.24278438707316,2020-01-16,"Tank19",16.955,7.94802287931809
