"Rows","Column","NoDye_730","NoDye_578","NoDye_434","Dye_730","Dye_578","Dye_434","Well.Location","A1_A2","A1_A2_corr","pH_in_lab","pHtris","pHtris_error","daterun","Sample.Name","TempInSitu"
"A","02",0.0362,0.0339,0.0361,0.0346,0.3953,0.3428,"A02",1.17742458644178,1.33075250567629,7.80594546280032,8.09149162219381,3.52896811522712,2020-01-19,"Sump",14.809
"A","03",0.0357,0.0319,0.0339,0.0356,0.3962,0.3716,"A03",1.07874481941978,1.23237923801066,7.76983200575723,8.09149162219381,3.9752820796887,2020-01-19,"Tank1",16.985
"A","04",0.0349,0.0319,0.0342,0.0353,0.3785,0.354,"A04",1.08390732623669,1.2375257100814,7.77178648398197,8.09149162219381,3.95112734634666,2020-01-19,"Tank2",16.949
"A","05",0.0352,0.0324,0.0356,0.035,0.3497,0.3885,"A05",0.899178702917021,1.05337085386576,7.6966137791278,8.09149162219381,4.88016130404096,2020-01-19,"Tank3",16.995
"A","06",0.035,0.0319,0.0345,0.0366,0.3487,0.3875,"A06",0.896983494593056,1.05118246385885,7.69564837860047,8.09149162219381,4.89209236165564,2020-01-19,"Tank4",17.005
"A","07",0.0354,0.033,0.0344,0.0353,0.3714,0.4025,"A07",0.91933731667572,1.07346685497012,7.7053918104677,8.09149162219381,4.77167659257155,2020-01-19,"Tank7",16.978
"A","08",0.036,0.0334,0.0371,0.0359,0.3485,0.3849,"A08",0.9060074734119,1.06017841419948,7.69960487837884,8.09149162219381,4.84319532309826,2020-01-19,"Tank8",17.054
"A","09",0.0372,0.0361,0.0393,0.0351,0.3435,0.3858,"A09",0.887837062535858,1.04206444061962,7.69160550395188,8.09149162219381,4.94205687793213,2020-01-19,"Tank9",17.084
"A","10",0.035,0.0317,0.0345,0.0354,0.3615,0.3967,"A10",0.91044776119403,1.06460491044776,7.70154010110788,8.09149162219381,4.81927856189519,2020-01-19,"Tank10",17.073
"A","11",0.0388,0.0355,0.0384,0.0381,0.4512,0.3346,"A11",1.40249242169081,1.55512128022903,7.87989723058899,8.09149162219381,2.61502330453446,2020-01-19,"Tank11",17.01
"A","12",0.0343,0.0314,0.035,0.0346,0.5164,0.3644,"A12",1.47280461865694,1.62521508751139,7.90100912077984,8.09149162219381,2.35410861566624,2020-01-19,"Tank12",17.082
"B","02",0.0359,0.0328,0.0344,0.0357,0.4099,0.3488,"B02",1.1993006993007,1.35256067132867,7.81361608779272,8.09149162219381,3.43416946312992,2020-01-19,"Sump",14.809
"B","03",0.0344,0.0308,0.0324,0.0348,0.3934,0.3636,"B03",1.09492140266022,1.24850557678356,7.7759311962657,8.09149162219381,3.89990425328475,2020-01-19,"Tank1",16.985
"B","04",0.0344,0.0309,0.0327,0.0349,0.4264,0.3947,"B04",1.0926694329184,1.24626060165975,7.77508651723456,8.09149162219381,3.91034335488153,2020-01-19,"Tank2",16.949
"B","05",0.0362,0.0329,0.0354,0.0351,0.3532,0.3855,"B05",0.915148063781321,1.06929061389522,7.70358041297935,8.09149162219381,4.79406303963136,2020-01-19,"Tank3",16.995
"B","06",0.0358,0.0327,0.0355,0.0355,0.3599,0.3947,"B06",0.910987482614743,1.06514295549374,7.70177481290434,8.09149162219381,4.81637783842646,2020-01-19,"Tank4",17.005
"B","07",0.0358,0.0326,0.0348,0.0368,0.3658,0.3891,"B07",0.94027738465893,1.09434188310218,7.71434795420288,8.09149162219381,4.66099065043186,2020-01-19,"Tank7",16.978
"B","08",0.0357,0.0323,0.0354,0.0347,0.3554,0.3923,"B08",0.905560212349818,1.05973254233026,7.69940952588854,8.09149162219381,4.84560961825448,2020-01-19,"Tank8",17.054
"B","09",0.0363,0.0329,0.0357,0.0354,0.3567,0.3953,"B09",0.900693481276006,1.05488092732316,7.69727884171457,8.09149162219381,4.87194202114697,2020-01-19,"Tank9",17.084
"B","10",0.0365,0.0334,0.0363,0.0356,0.3717,0.4097,"B10",0.906224953246059,1.06039521854128,7.69969984020438,8.09149162219381,4.84202172211118,2020-01-19,"Tank10",17.073
"B","11",0.0358,0.0325,0.035,0.0354,0.4867,0.3583,"B11",1.40438677788075,1.55700975254866,7.88047722181648,8.09149162219381,2.60785538971024,2020-01-19,"Tank11",17.01
"B","12",0.0366,0.0338,0.0371,0.035,0.4822,0.3431,"B12",1.4629388816645,1.61537999349805,7.89809707796675,8.09149162219381,2.39009756491145,2020-01-19,"Tank12",17.082
"C","02",0.0368,0.0334,0.036,0.0392,0.4455,0.3814,"C02",1.19446064139942,1.34773564664723,7.81192884638439,8.09149162219381,3.45502150731545,2020-01-19,"Sump",14.809
"C","03",0.0354,0.0321,0.0346,0.0358,0.3841,0.3536,"C03",1.10357815442561,1.25713544067797,7.77916513669316,8.09149162219381,3.85993708062411,2020-01-19,"Tank1",16.985
"C","04",0.0354,0.0321,0.0348,0.0359,0.3926,0.3624,"C04",1.10058086212168,1.25414745796393,7.77804776354475,8.09149162219381,3.87374631630752,2020-01-19,"Tank2",16.949
"C","05",0.0347,0.0316,0.0339,0.0354,0.3698,0.4091,"C05",0.901201602136182,1.05538746995995,7.69750173105918,8.09149162219381,4.86918740734995,2020-01-19,"Tank3",16.995
"C","06",0.0347,0.0315,0.0335,0.035,0.3645,0.397,"C06",0.91602422907489,1.07016405781938,7.70395980917464,8.09149162219381,4.78937421076027,2020-01-19,"Tank4",17.005
"C","07",0.036,0.0324,0.0345,0.0356,0.3779,0.396,"C07",0.955788891959105,1.10980521166068,7.72087941404116,8.09149162219381,4.58027055402392,2020-01-19,"Tank7",16.978
"C","08",0.0354,0.0326,0.0355,0.0361,0.3728,0.3961,"C08",0.94331758821895,1.09737264378994,7.71563489526795,8.09149162219381,4.64508578239071,2020-01-19,"Tank8",17.054
"C","09",0.0355,0.0318,0.0337,0.0349,0.3652,0.3931,"C09",0.927777777777778,1.0818811,7.70902135375759,8.09149162219381,4.72682029833854,2020-01-19,"Tank9",17.084
