"Sample.Name","pHmean","SE"
"Sump",7.94936314922445,0.0182635415244678
"Tank1",7.70425711021081,0.00720203078296482
"Tank10",7.66387766973492,0.017205771938226
"Tank11",7.92949523360659,0.00787236240558399
"Tank12",7.93894027775759,0.0036230328941984
"Tank13",7.95869433077091,0.000121482302030308
"Tank14",7.93455100583898,0.00746755012901137
"Tank15",7.94764368084445,0.00226486940424911
"Tank16",7.95096819679872,0.000975019557365395
"Tank17",7.79940196571286,0.00165699906039524
"Tank18",7.75261899235178,0.00430117218572448
"Tank19",7.68807757197539,0.0337317443581797
"Tank2",7.75910509793431,0.00471367175162691
"Tank20",7.74778032355965,0.00479593752368994
"Tank3",7.79514452354925,0.00322536599862761
"Tank4",7.69398730899487,0.00570428867108957
"Tank7",7.68067829691307,0.0123600404827972
"Tank8",7.68970634724708,0.00582727098357663
"Tank9",7.67672839122915,0.00754077322389491
