"Sample.Name","pHmean","SE"
"Sump",8.07580813969057,0.00140519727424822
"Tank1",7.92625842829066,0.000589769237966774
"Tank10",7.72926796031422,0.00637801131312834
"Tank11",7.97917512852497,0.00640678849752239
"Tank12",7.98492451087803,0.000975685152207301
"Tank13",7.99705137275561,0.000825067594080897
"Tank14",7.99950939759476,0.000819557516697517
"Tank15",7.99955369169346,0.0025320754839766
"Tank16",7.99204406079707,0.00184698221544844
"Tank17",7.93556359414732,0.00165763918812233
"Tank18",7.94557756148687,0.00202382302462316
"Tank19",7.92539830965889,0.00254155996677588
"Tank2",7.93018772796657,0.00204868661010409
"Tank20",7.90689736032761,0.00505750620409676
"Tank3",7.81527885197205,0.00212243111412736
"Tank4",7.74172029531547,0.0038166901867957
"Tank7",7.75267986084841,0.00722798878797496
"Tank8",7.74357549499559,0.0065746564146558
"Tank9",7.73598539972886,0.00849830141453554
