"Rows","Column","NoDye_730","NoDye_578","NoDye_434","Dye_730","Dye_578","Dye_434","Well.Location","A1_A2","A1_A2_corr","pH_in_lab","pHtris","pHtris_error","daterun","Sample.Name","TempInSitu","pHinsitu"
"A","02",0.0355,0.0326,0.0365,0.0367,0.7655,0.7333,"A02",1.05189764232317,1.13490351329787,7.73130101737243,8.09149162219381,4.45147349387884,2020-02-24,"Sump",14,7.891992934916
"A","03",0.0372,0.0344,0.0388,0.0373,0.3468,0.4768,"A03",0.713176524320621,0.797191614866408,7.56817916080417,8.09149162219381,6.46744118172569,2020-02-24,"Tank1",16.9,7.67966234776346
"A","04",0.0381,0.0348,0.0378,0.0375,0.3298,0.3934,"A04",0.829870859067939,0.913538258843346,7.63075168110919,8.09149162219381,5.69412863038607,2020-02-24,"Tank2",17,7.74336408980666
"A","05",0.0358,0.0324,0.0355,0.0361,0.3393,0.3722,"A05",0.91141498216409,0.994839421224732,7.6701166851029,8.09149162219381,5.20762990021689,2020-02-24,"Tank3",17,7.78414429063303
"A","06",0.0376,0.0348,0.0383,0.0372,0.2731,0.3749,"A06",0.708308605341246,0.792338199851632,7.56538274652216,8.09149162219381,6.50200111718109,2020-02-24,"Tank4",17,7.67533203124171
"A","07",0.0376,0.0345,0.0374,0.0387,0.3544,0.5256,"A07",0.65448573188257,0.738675691644426,7.53331616311379,8.09149162219381,6.89830114325304,2020-02-24,"Tank7",17,7.64181774407754
"A","08",0.0366,0.0325,0.0357,0.0377,0.2886,0.4002,"A08",0.701706108970831,0.785755375619152,7.5615634903038,8.09149162219381,6.54920200913877,2020-02-24,"Tank8",17,7.67134512311711
"A","09",0.0354,0.0321,0.0355,0.0355,0.2829,0.407,"A09",0.675013462574044,0.759142259962305,7.54580280592203,8.09149162219381,6.74398296075648,2020-02-24,"Tank9",17,7.65487885262987
"A","10",0.037,0.0338,0.0379,0.0374,0.3524,0.5693,"A10",0.59924670433145,0.683601248775894,7.49798006921817,8.09149162219381,7.33500794028787,2020-02-24,"Tank10",17,7.60478519495995
"A","11",0.037,0.0339,0.037,0.0384,0.5428,0.4634,"A11",1.19411764705882,1.27669977352941,7.78642104283839,8.09149162219381,3.77026379806975,2020-02-24,"Tank11",17,7.90386214047024
"A","12",0.0352,0.0318,0.0346,0.036,0.4267,0.3355,"A12",1.3132289236921,1.39545615811396,7.82837716962671,8.09149162219381,3.25174226029496,2020-02-24,"Tank12",17,7.94680375162886
"B","02",0.0356,0.0322,0.0356,0.036,0.6274,0.5277,"B02",1.20968069961359,1.29221645596909,7.79210288750399,8.09149162219381,3.70004380735739,2020-02-24,"Sump",14,7.95495049839667
"B","03",0.0354,0.032,0.0354,0.0356,0.352,0.4505,"B03",0.770788141720896,0.854631578452639,7.60008914395177,8.09149162219381,6.07307652515137,2020-02-24,"Tank1",16.9,7.7129286850817
"B","04",0.0373,0.0342,0.0378,0.0371,0.3277,0.3699,"B04",0.883839903701474,0.967346502708396,7.65715794092886,8.09149162219381,5.36778262333783,2020-02-24,"Tank2",17,7.7707350979461
"B","05",0.0351,0.0313,0.034,0.0356,0.3332,0.3542,"B05",0.942758836409133,1.02608988645605,7.68444139544784,8.09149162219381,5.03059566458041,2020-02-24,"Tank3",17,7.79894963874847
"B","06",0.0418,0.0384,0.0422,0.0423,0.2837,0.3707,"B06",0.746341463414634,0.83025773902439,7.58680736253481,8.09149162219381,6.23722155597026,2020-02-24,"Tank4",17,7.69767263964231
"B","07",0.0353,0.0319,0.0353,0.0355,0.2915,0.3939,"B07",0.723772321428572,0.807755841796875,7.57420993425419,8.09149162219381,6.39290889853728,2020-02-24,"Tank7",17,7.68454166992603
"B","08",0.036,0.0329,0.0365,0.0365,0.2677,0.3554,"B08",0.735866834170854,0.819814318938442,7.5810019555933,8.09149162219381,6.30896861093346,2020-02-24,"Tank8",17,7.69162315380935
"B","09",0.0349,0.0314,0.0348,0.036,0.2446,0.3354,"B09",0.708180300500835,0.792210277295493,7.565308818561,8.09149162219381,6.50291476777365,2020-02-24,"Tank9",17,7.67525487054279
"B","10",0.0369,0.0336,0.037,0.0367,0.2661,0.3567,"B10",0.727414817130353,0.811387484682713,7.57626565631689,8.09149162219381,6.36750292694774,2020-02-24,"Tank10",17,7.68668544582632
"B","11",0.035,0.0317,0.0359,0.0358,0.4309,0.3377,"B11",1.32358803986711,1.40578440930233,7.83186895803944,8.09149162219381,3.2085884318568,2020-02-24,"Tank11",17,7.9503725004156
"B","12",0.0372,0.034,0.0378,0.038,0.4875,0.3991,"B12",1.25575589459085,1.33815436990291,7.8085618435412,8.09149162219381,3.49663315323193,2020-02-24,"Tank12",17,7.92653731657874
