"Rows","Column","NoDye_730","NoDye_578","NoDye_434","Dye_730","Dye_578","Dye_434","Well.Location","A1_A2","A1_A2_corr","pH_in_lab","pHtris","pHtris_error","daterun","Sample.Name","TempInSitu","pHinsitu"
"A","02",0.0358,0.0335,0.0364,0.0354,0.3684,0.2736,"A02",1.41119528619529,1.49313062984007,7.86142402341848,8.09008870581408,2.826479297208,2020-02-12,"Sump",13.3,8.03709593937302
"A","03",0.037,0.0337,0.0362,0.0361,0.3008,0.319,"A03",0.944659851956292,1.02798523792739,7.68624389943413,8.09008870581408,4.99184645638951,2020-02-12,"Tank1",17,7.80081135206999
"A","04",0.0364,0.0329,0.0356,0.0364,0.2864,0.3066,"A04",0.935424354243543,1.01877725738007,7.68207406150435,8.09008870581408,5.0433890053209,2020-02-12,"Tank2",17,7.79650411278539
"A","05",0.036,0.0326,0.0354,0.035,0.2931,0.3144,"A05",0.933928571428571,1.01728593125,7.68139536735372,8.09008870581408,5.05177821062265,2020-02-12,"Tank3",17,7.79580291162052
"A","06",0.0354,0.0318,0.0338,0.0367,0.2555,0.3216,"A06",0.776265270506108,0.860092388132635,7.60396809608839,8.09008870581408,6.00884152699505,2020-02-12,"Tank4",17,7.71553679337527
"A","07",0.0398,0.0368,0.0402,0.0414,0.2396,0.3027,"A07",0.771176696052127,0.85501897508624,7.60125044428655,8.09008870581408,6.04243388797733,2020-02-12,"Tank7",17,7.71270954937275
"A","08",0.0381,0.0343,0.0368,0.0378,0.2452,0.3155,"A08",0.756989247311828,0.840873797849462,7.59359114261421,8.09008870581408,6.13710901393528,2020-02-12,"Tank8",17,7.70473772163397
"A","09",0.0392,0.0371,0.0405,0.0378,0.2474,0.3257,"A09",0.738660153524075,0.82259931559665,7.58351128050569,8.09008870581408,6.26170421276509,2020-02-12,"Tank9",17,7.69423835728752
"A","10",0.0385,0.0356,0.0378,0.0369,0.2322,0.2896,"A10",0.782162588792423,0.865972135359116,7.60709857663227,8.09008870581408,5.97014627088947,2020-02-12,"Tank10",17,7.71879267099098
"A","11",0.0397,0.037,0.04,0.0372,0.3343,0.255,"A11",1.3783908045977,1.4604238891954,7.85089042069068,8.09008870581408,2.95668309485285,2020-02-12,"Tank11",17,7.96980048907775
"A","12",0.0352,0.0317,0.0348,0.0356,0.3595,0.284,"A12",1.31591639871383,1.39813562580386,7.83021879411104,8.09008870581408,3.21220101723086,2020-02-12,"Tank12",17.4,7.9426614591255
"B","02",0.038,0.0348,0.0373,0.0377,0.3906,0.2846,"B02",1.43820678513732,1.520061648021,7.86994073964976,8.09008870581408,2.72120583802878,2020-02-12,"Sump",13.3,8.04585095249335
