"Rows","Column","NoDye_730","NoDye_578","NoDye_434","Dye_730","Dye_578","Dye_434","Well.Location","A1_A2","A1_A2_corr","pH_in_lab","pHtris","pHtris_error","daterun","Sample.Name","TempInSitu"
"A","02",0.0362,0.0325,0.0353,0.0354,0.3218,0.261,"A02",1.28079470198675,1.36311857417219,7.79937341316422,8.04354927404766,3.03567309112236,2020-01-30,"Sump",14.809
"A","03",0.0347,0.0317,0.0348,0.0348,0.2739,0.3163,"A03",0.860341151385927,0.943917764925373,7.62784508932416,8.04354927404766,5.16816856042346,2020-01-30,"Tank1",16.985
"A","04",0.0369,0.0338,0.0366,0.0356,0.2482,0.3103,"A04",0.784363636363636,0.868166624909091,7.5893034928307,8.04354927404766,5.64733012430935,2020-01-30,"Tank2",16.949
"A","05",0.0366,0.0328,0.0357,0.035,0.2741,0.3238,"A05",0.838453572661374,0.922095400241629,7.61705299793439,8.04354927404766,5.30233932288264,2020-01-30,"Tank3",16.995
"A","06",0.0354,0.0324,0.0349,0.0351,0.2451,0.3058,"A06",0.785398230088495,0.869198136061947,7.58984950757433,8.04354927404766,5.64054189283308,2020-01-30,"Tank4",17.005
"A","07",0.0369,0.0334,0.0353,0.0363,0.2504,0.3225,"A07",0.756080611535789,0.839967869353718,7.57413170962789,8.04354927404766,5.8359506285905,2020-01-30,"Tank7",16.978
"A","08",0.035,0.0324,0.036,0.035,0.2508,0.3142,"A08",0.785046728971963,0.868847682242991,7.5896640695839,8.04354927404766,5.64284731776559,2020-01-30,"Tank8",17.054
"A","09",0.0355,0.0324,0.0356,0.0355,0.2419,0.3158,"A09",0.74768022840828,0.831592515167737,7.56953163983058,8.04354927404766,5.89314018062256,2020-01-30,"Tank9",17.084
"A","10",0.036,0.0335,0.0359,0.0358,0.2569,0.2974,"A10",0.854413450515858,0.938007725640046,7.62494591709445,8.04354927404766,5.20421200506371,2020-01-30,"Tank10",17.073
"A","11",0.0371,0.0357,0.0374,0.0369,0.3467,0.2759,"A11",1.30372852953498,1.38598407038123,7.80724261061004,8.04354927404766,2.93784068930933,2020-01-30,"Tank11",17.01
"A","12",0.0362,0.0348,0.0371,0.0364,0.3526,0.2842,"A12",1.28635074929121,1.3686580672337,7.80129091528992,8.04354927404766,3.01183408597214,2020-01-30,"Tank12",17.082
"B","02",0.036,0.0323,0.035,0.0354,0.3403,0.2637,"B02",1.34583515045792,1.42796523462713,7.82138520367416,8.04354927404766,2.76201540892288,2020-01-30,"Sump",14.809
"B","03",0.0343,0.0308,0.0333,0.0359,0.2684,0.3023,"B03",0.882572924457741,0.96608329842932,7.63856709103425,8.04354927404766,5.03486917547793,2020-01-30,"Tank1",16.985
"B","04",0.0359,0.0328,0.0354,0.0353,0.2472,0.3061,"B04",0.792480648728345,0.876259452635459,7.59357078444995,8.04354927404766,5.59427777796491,2020-01-30,"Tank2",16.949
"B","05",0.0343,0.0316,0.0351,0.0342,0.2706,0.3112,"B05",0.865677045619117,0.949237760861694,7.63044011580281,8.04354927404766,5.13590635389949,2020-01-30,"Tank3",16.995
"B","06",0.0359,0.0324,0.0354,0.0359,0.2637,0.3055,"B06",0.856349500185117,0.939938006849315,7.62589472006112,8.04354927404766,5.19241618043029,2020-01-30,"Tank4",17.005
"B","07",0.0342,0.0304,0.0328,0.0344,0.2398,0.2984,"B07",0.788244159758854,0.872035586284853,7.59134828408677,8.04354927404766,5.62190861961776,2020-01-30,"Tank7",16.978
"B","08",0.035,0.0318,0.0347,0.0349,0.2514,0.3076,"B08",0.804761904761905,0.888504116666667,7.59995636306743,8.04354927404766,5.51489020414739,2020-01-30,"Tank8",17.054
"B","09",0.0375,0.0344,0.0373,0.0377,0.2494,0.3159,"B09",0.771551724137931,0.855392885775862,7.58249008510892,8.04354927404766,5.73203660759973,2020-01-30,"Tank9",17.084
"B","10",0.0347,0.0323,0.0343,0.0354,0.262,0.3011,"B10",0.860578729800827,0.944154635475385,7.62796092672357,8.04354927404766,5.16672843249647,2020-01-30,"Tank10",17.073
"B","11",0.0359,0.0336,0.0362,0.0347,0.3323,0.2672,"B11",1.29155900086133,1.37385080081826,7.80308191617804,8.04354927404766,2.98956778502597,2020-01-30,"Tank11",17.01
"B","12",0.0342,0.0315,0.0331,0.0344,0.3317,0.2745,"B12",1.24378109452736,1.32621524875622,7.78641307046911,8.04354927404766,3.19680025344269,2020-01-30,"Tank12",17.082
"C","02",0.0358,0.0327,0.0357,0.0357,0.3625,0.2806,"C02",1.3465306122449,1.42865862428571,7.82161557747959,8.04354927404766,2.7591513274386,2020-01-30,"Sump",14.809
"C","03",0.0352,0.032,0.0351,0.036,0.3004,0.3273,"C03",0.918325326012354,1.0017291757035,7.65533054007265,8.04354927404766,4.82646056794336,2020-01-30,"Tank1",16.985
"C","04",0.0356,0.0325,0.0348,0.0354,0.2449,0.2961,"C04",0.813001912045889,0.896719572848949,7.60419385740834,8.04354927404766,5.46220830718214,2020-01-30,"Tank2",16.949
"C","05",0.035,0.0313,0.0338,0.035,0.2813,0.3104,"C05",0.903832248734635,0.98727928054953,7.6486042059924,8.04354927404766,4.91008452362618,2020-01-30,"Tank3",16.995
"C","06",0.0359,0.0322,0.0346,0.0354,0.2677,0.3156,"C06",0.838365896980462,0.922007985790409,7.61700928164275,8.04354927404766,5.30288281792633,2020-01-30,"Tank4",17.005
"C","07",0.0346,0.0319,0.0354,0.0347,0.2562,0.2933,"C07",0.86966640806827,0.953215237005431,7.63237127719395,8.04354927404766,5.11189753235385,2020-01-30,"Tank7",16.978
"C","08",0.0347,0.0316,0.0342,0.0351,0.2676,0.3127,"C08",0.84717727436174,0.93079310967278,7.62138317657202,8.04354927404766,5.24850514483384,2020-01-30,"Tank8",17.054
"C","09",0.0352,0.0322,0.0349,0.0352,0.2453,0.2869,"C09",0.845634920634921,0.929255351388889,7.62062040563253,8.04354927404766,5.25798815927811,2020-01-30,"Tank9",17.084
"C","10",0.0354,0.0325,0.0346,0.0351,0.2777,0.3047,"C10",0.907914201183432,0.991349070821006,7.65050803786771,8.04354927404766,4.88641547143973,2020-01-30,"Tank10",17.073
"C","11",0.0356,0.0331,0.0352,0.0357,0.3421,0.2691,"C11",1.32121471343028,1.40341815419162,7.8131628563844,8.04354927404766,2.86423828354716,2020-01-30,"Tank11",17.01
"C","12",0.0362,0.0341,0.036,0.0346,0.3331,0.2693,"C12",1.27969348659004,1.36202063984674,7.79899251088555,8.04354927404766,3.04040859115716,2020-01-30,"Tank12",17.082
"D","01",0.0349,0.0317,0.0345,0.0354,0.2666,0.2333,"D01",1.18204740292486,1.26466549268785,7.76403724141307,8.04354927404766,3.47498378031227,2020-01-30,"Tank13",17.015
"D","02",0.0364,0.0333,0.0375,0.0363,0.3259,0.2604,"D02",1.31255605381166,1.39478529304933,7.81023980857493,8.04354927404766,2.90057855709913,2020-01-30,"Tank14",17.015
"D","03",0.0356,0.033,0.0366,0.035,0.3039,0.256,"D03",1.23409090909091,1.31655393522727,7.78296514136014,8.04354927404766,3.23966602067427,2020-01-30,"Tank15",16.91
"D","04",0.0345,0.0313,0.034,0.035,0.3237,0.2652,"D04",1.26527958387516,1.34764968335501,7.79398061641854,8.04354927404766,3.10271808036716,2020-01-30,"Tank16",17.217
"D","05",0.0365,0.0326,0.0352,0.0359,0.2741,0.2836,"D05",0.972289156626506,1.05553222108434,7.67959480258672,8.04354927404766,4.52479942697968,2020-01-30,"Tank17",17.091
"D","06",0.0346,0.031,0.0336,0.0344,0.2838,0.2806,"D06",1.02346278317152,1.10655337580906,7.7015516923422,8.04354927404766,4.25182428867443,2020-01-30,"Tank18",16.918
"D","07",0.0349,0.0321,0.0354,0.0344,0.2861,0.2985,"D07",0.965477996965099,1.04874135527314,7.67659741079376,8.04354927404766,4.56206396892305,2020-01-30,"Tank19",16.955
"E","01",0.0353,0.0322,0.0351,0.035,0.2509,0.2184,"E01",1.19281045751634,1.27539647875817,7.7680099055805,8.04354927404766,3.42559433751692,2020-01-30,"Tank13",17.015
"E","02",0.0352,0.0319,0.0339,0.0352,0.3263,0.2568,"E02",1.32077164647824,1.40297640735756,7.81301368386834,8.04354927404766,2.86609284440061,2020-01-30,"Tank14",17.015
"E","03",0.0335,0.0296,0.0316,0.0339,0.37,0.3155,"E03",1.19929453262787,1.2818612345679,7.77038827201206,8.04354927404766,3.39602571860834,2020-01-30,"Tank15",16.91
