"Rows","Column","NoDye_730","NoDye_578","NoDye_434","Dye_730","Dye_578","Dye_434","Well.Location","A1_A2","A1_A2_corr","pH_in_lab","pHtris","pHtris_error","daterun","Sample.Name","TempInSitu"
"E","04",0.0362,0.0329,0.0362,0.0354,0.386,0.3084,"E04",1.296336996337,1.37861456025641,7.80471949696753,8.04354927404766,2.96920885225019,2020-01-30,"Tank16",17.217
"E","05",0.0354,0.032,0.0346,0.035,0.2891,0.2931,"E05",0.994592506759367,1.07776911838548,7.68928440167498,8.04354927404766,4.40433520455585,2020-01-30,"Tank17",17.091
"E","06",0.0351,0.0317,0.0347,0.0346,0.3048,0.3001,"E06",1.02895825498308,1.11203247386235,7.70385280043541,8.04354927404766,4.22321617035741,2020-01-30,"Tank18",16.918
"E","07",0.0352,0.032,0.0348,0.0354,0.2972,0.3087,"E07",0.968213372305444,1.05146858056266,7.67780335942572,8.04354927404766,4.54707122640505,2020-01-30,"Tank19",16.955
"F","01",0.0344,0.0312,0.0334,0.0351,0.3939,0.3326,"F01",1.21273031825796,1.29525698827471,7.77528140222862,8.04354927404766,3.33519274488189,2020-01-30,"Tank13",17.015
"F","02",0.0362,0.0335,0.0363,0.0362,0.3534,0.2741,"F02",1.34524810765349,1.42737994091674,7.82119066426393,8.04354927404766,2.76443398564315,2020-01-30,"Tank14",17.015
"F","03",0.0354,0.0319,0.0344,0.0358,0.3455,0.2945,"F03",1.20600693107432,1.28855363342318,7.77283871936809,8.04354927404766,3.36556096638847,2020-01-30,"Tank15",16.91
"F","04",0.0348,0.0318,0.0343,0.0346,0.336,0.2673,"F04",1.30531732418525,1.38756813121784,7.80778333917164,8.04354927404766,2.93111817735372,2020-01-30,"Tank16",17.217
"F","05",0.0352,0.0321,0.035,0.035,0.2944,0.2921,"F05",1.02020987174504,1.10331015643218,7.70018456722977,8.04354927404766,4.26882082920466,2020-01-30,"Tank17",17.091
"F","06",0.0346,0.0304,0.0326,0.0347,0.2861,0.2783,"F06",1.04071661237785,1.12375579723127,7.70874086623626,8.04354927404766,4.16244615908109,2020-01-30,"Tank18",16.918
"F","07",0.0419,0.0397,0.0414,0.0412,0.3078,0.3133,"F07",0.986060161408657,1.06926219515774,7.68559996559034,8.04354927404766,4.45014130282299,2020-01-30,"Tank19",16.955
