date,TempInSitu,mV,pH
2020-03-03T14:02:00Z,27.03,-80.71,7.9
2020-03-03T14:02:00Z,27.03,-80.71,7.9
2020-03-03T14:02:00Z,27.03,-80.71,7.9
2020-03-03T14:02:00Z,27.03,-80.71,7.9
2020-03-03T14:02:00Z,27.03,-80.71,7.9
2020-03-03T14:02:00Z,27.03,-80.71,7.9
2020-03-03T14:02:00Z,27.03,-80.71,7.9
2020-03-03T14:02:00Z,27.03,-80.72,7.9
2020-03-03T14:02:00Z,27.03,-80.71,7.9
2020-03-03T14:02:00Z,27.03,-80.71,7.9
2020-03-03T14:02:00Z,27.03,-80.72,7.9
2020-03-03T14:02:00Z,27.03,-80.72,7.9
2020-03-03T14:03:00Z,27.03,-80.72,7.9
2020-03-03T14:03:00Z,27.03,-80.72,7.9
2020-03-03T14:03:00Z,27.03,-80.72,7.9
2020-03-03T14:03:00Z,27.03,-80.72,7.9
2020-03-03T14:03:00Z,27.03,-80.72,7.9
2020-03-03T14:03:00Z,27.03,-80.72,7.9
2020-03-03T14:03:00Z,27.03,-80.72,7.9
2020-03-03T14:03:00Z,27.03,-80.72,7.9
2020-03-03T14:03:00Z,27.03,-80.72,7.9
2020-03-03T14:03:00Z,27.03,-80.72,7.9
2020-03-03T14:03:00Z,27.03,-80.72,7.9
2020-03-03T14:03:00Z,27.03,-80.72,7.9
2020-03-03T14:04:00Z,27.03,-80.72,7.9
2020-03-03T14:04:00Z,27.03,-80.71,7.9
2020-03-03T14:04:00Z,27.03,-80.71,7.9
2020-03-03T14:04:00Z,27.03,-80.71,7.9
2020-03-03T14:04:00Z,27.03,-80.71,7.9
2020-03-03T14:04:00Z,27.03,-80.69,7.9
2020-03-03T14:04:00Z,27.03,-80.63,7.9
2020-03-03T14:04:00Z,27.05,-80.66,7.9
2020-03-03T14:04:00Z,27.05,-80.66,7.9
2020-03-03T14:04:00Z,27.05,-80.66,7.9
2020-03-03T14:04:00Z,27.05,-80.67,7.9
2020-03-03T14:04:00Z,27.05,-80.67,7.9
2020-03-03T14:05:00Z,27.05,-80.66,7.9
2020-03-03T14:05:00Z,27.05,-80.66,7.9
2020-03-03T14:05:00Z,27.05,-80.66,7.9
2020-03-03T14:05:00Z,27.05,-80.64,7.9
2020-03-03T14:05:00Z,27.05,-80.66,7.9
2020-03-03T14:05:00Z,27.05,-80.66,7.9
2020-03-03T14:05:00Z,27.05,-80.64,7.9
2020-03-03T14:05:00Z,27.05,-80.64,7.9
2020-03-03T14:05:00Z,27.05,-80.64,7.9
2020-03-03T14:05:00Z,27.05,-80.64,7.9
2020-03-03T14:05:00Z,27.05,-80.64,7.9
2020-03-03T14:05:00Z,27.05,-80.64,7.9
2020-03-03T14:06:00Z,27.05,-80.64,7.9
2020-03-03T14:06:00Z,27.05,-80.64,7.9
2020-03-03T14:06:00Z,27.05,-80.64,7.9
2020-03-03T14:06:00Z,27.05,-80.64,7.9
2020-03-03T14:06:00Z,27.05,-80.64,7.9
2020-03-03T14:06:00Z,27.05,-80.64,7.9
2020-03-03T14:06:00Z,27.05,-80.64,7.9
2020-03-03T14:06:00Z,27.05,-80.64,7.9
2020-03-03T14:06:00Z,27.05,-80.64,7.9
2020-03-03T14:06:00Z,27.05,-80.64,7.9
2020-03-03T14:06:00Z,27.05,-80.64,7.9
2020-03-03T14:06:00Z,27.05,-80.64,7.9
2020-03-03T14:07:00Z,27.05,-80.64,7.9
2020-03-03T14:07:00Z,27.05,-80.64,7.9
2020-03-03T14:07:00Z,27.05,-80.64,7.9
2020-03-03T14:07:00Z,27.05,-80.64,7.9
2020-03-03T14:07:00Z,27.05,-80.63,7.9
2020-03-03T14:07:00Z,27.05,-80.64,7.9
2020-03-03T14:07:00Z,27.05,-80.63,7.9
2020-03-03T14:07:00Z,27.05,-80.64,7.9
2020-03-03T14:07:00Z,27.05,-80.63,7.9
2020-03-03T14:07:00Z,27.05,-80.63,7.9
2020-03-03T14:07:00Z,27.05,-80.63,7.9
2020-03-03T14:07:00Z,27.05,-80.63,7.9
2020-03-03T14:08:00Z,27.05,-80.61,7.9
2020-03-03T14:08:00Z,27.08,-80.61,7.9
2020-03-03T14:08:00Z,27.08,-80.61,7.9
2020-03-03T14:08:00Z,27.08,-80.61,7.9
2020-03-03T14:08:00Z,27.08,-80.61,7.9
2020-03-03T14:08:00Z,27.08,-80.61,7.9
2020-03-03T14:08:00Z,27.08,-80.61,7.9
2020-03-03T14:08:00Z,27.08,-80.6,7.9
2020-03-03T14:08:00Z,27.08,-80.61,7.9
2020-03-03T14:08:00Z,27.08,-80.6,7.9
2020-03-03T14:08:00Z,27.08,-80.6,7.9
2020-03-03T14:08:00Z,27.08,-80.6,7.9
2020-03-03T14:09:00Z,27.08,-80.6,7.9
2020-03-03T14:09:00Z,27.08,-80.6,7.9
2020-03-03T14:09:00Z,27.08,-80.6,7.9
2020-03-03T14:09:00Z,27.08,-80.58,7.9
2020-03-03T14:09:00Z,27.08,-80.6,7.9
2020-03-03T14:09:00Z,27.08,-80.6,7.9
2020-03-03T14:09:00Z,27.08,-80.6,7.9
2020-03-03T14:09:00Z,27.08,-80.6,7.9
2020-03-03T14:09:00Z,27.08,-80.6,7.9
2020-03-03T14:09:00Z,27.08,-80.6,7.9
2020-03-03T14:09:00Z,27.08,-80.58,7.9
2020-03-03T14:09:00Z,27.08,-80.58,7.9
2020-03-03T14:10:00Z,27.08,-80.61,7.9
2020-03-03T14:10:00Z,27.08,-80.6,7.9
2020-03-03T14:10:00Z,27.08,-80.6,7.9
2020-03-03T14:10:00Z,27.08,-80.58,7.9
2020-03-03T14:10:00Z,27.08,-80.58,7.9
2020-03-03T14:10:00Z,27.08,-80.58,7.9
2020-03-03T14:10:00Z,27.08,-80.58,7.9
2020-03-03T14:10:00Z,27.08,-80.61,7.9
2020-03-03T14:10:00Z,27.08,-80.58,7.9
2020-03-03T14:10:00Z,27.08,-80.58,7.9
2020-03-03T14:10:00Z,27.08,-80.58,7.9
2020-03-03T14:10:00Z,27.08,-80.58,7.9
2020-03-03T14:11:00Z,27.08,-80.58,7.9
2020-03-03T14:11:00Z,27.08,-80.58,7.9
2020-03-03T14:11:00Z,27.08,-80.58,7.9
2020-03-03T14:11:00Z,27.08,-80.58,7.9
2020-03-03T14:11:00Z,27.08,-80.58,7.9
2020-03-03T14:11:00Z,27.08,-80.56,7.9
2020-03-03T14:11:00Z,27.08,-80.56,7.9
2020-03-03T14:11:00Z,27.08,-80.56,7.9
2020-03-03T14:11:00Z,27.08,-80.56,7.9
2020-03-03T14:11:00Z,27.08,-80.56,7.9
2020-03-03T14:11:00Z,27.08,-80.56,7.9
2020-03-03T14:11:00Z,27.08,-80.56,7.9
2020-03-03T14:12:00Z,27.08,-80.56,7.9
2020-03-03T14:12:00Z,27.08,-80.55,7.9
2020-03-03T14:12:00Z,27.08,-80.55,7.9
2020-03-03T14:12:00Z,27.08,-80.53,7.9
2020-03-03T14:12:00Z,27.08,-80.53,7.9
2020-03-03T14:12:00Z,27.08,-80.56,7.9
2020-03-03T14:12:00Z,27.08,-80.55,7.9
2020-03-03T14:12:00Z,27.08,-80.53,7.9
2020-03-03T14:12:00Z,27.08,-80.53,7.9
2020-03-03T14:12:00Z,27.08,-80.52,7.9
2020-03-03T14:12:00Z,27.1,-80.52,7.9
2020-03-03T14:12:00Z,27.1,-80.52,7.9
2020-03-03T14:13:00Z,27.1,-80.52,7.9
2020-03-03T14:13:00Z,27.1,-80.52,7.9
2020-03-03T14:13:00Z,27.1,-80.52,7.9
2020-03-03T14:13:00Z,27.1,-80.5,7.9
2020-03-03T14:13:00Z,27.1,-80.5,7.9
2020-03-03T14:13:00Z,27.1,-80.5,7.9
2020-03-03T14:13:00Z,27.1,-80.5,7.9
2020-03-03T14:13:00Z,27.1,-80.56,7.9
2020-03-03T14:13:00Z,27.1,-80.5,7.9
2020-03-03T14:13:00Z,27.1,-80.49,7.9
2020-03-03T14:13:00Z,27.1,-80.49,7.9
2020-03-03T14:13:00Z,27.1,-80.49,7.9
2020-03-03T14:14:00Z,27.1,-80.49,7.9
2020-03-03T14:14:00Z,27.1,-80.49,7.9
2020-03-03T14:14:00Z,27.1,-80.49,7.9
2020-03-03T14:14:00Z,27.1,-80.49,7.9
2020-03-03T14:14:00Z,27.1,-80.49,7.9
2020-03-03T14:14:00Z,27.1,-80.49,7.9
2020-03-03T14:14:00Z,27.1,-80.47,7.9
2020-03-03T14:14:00Z,27.1,-80.47,7.9
2020-03-03T14:14:00Z,27.1,-80.47,7.9
2020-03-03T14:14:00Z,27.1,-80.47,7.9
2020-03-03T14:14:00Z,27.1,-80.47,7.9
2020-03-03T14:14:00Z,27.1,-80.47,7.9
2020-03-03T14:15:00Z,27.1,-80.47,7.9
2020-03-03T14:15:00Z,27.1,-80.47,7.9
2020-03-03T14:15:00Z,27.1,-80.47,7.9
2020-03-03T14:15:00Z,27.1,-80.46,7.9
2020-03-03T14:15:00Z,27.1,-80.46,7.9
2020-03-03T14:15:00Z,27.1,-80.46,7.9
2020-03-03T14:15:00Z,27.1,-80.46,7.9
2020-03-03T14:15:00Z,27.1,-80.46,7.9
2020-03-03T14:15:00Z,27.1,-80.46,7.9
2020-03-03T14:15:00Z,27.1,-80.46,7.9
2020-03-03T14:15:00Z,27.12,-80.46,7.9
2020-03-03T14:15:00Z,27.1,-80.44,7.9
2020-03-03T14:16:00Z,27.12,-80.44,7.9
2020-03-03T14:16:00Z,27.12,-80.44,7.9
2020-03-03T14:16:00Z,27.12,-80.44,7.9
2020-03-03T14:16:00Z,27.12,-80.44,7.9
2020-03-03T14:16:00Z,27.12,-80.44,7.9
2020-03-03T14:16:00Z,27.12,-80.42,7.9
2020-03-03T14:16:00Z,27.12,-80.42,7.9
2020-03-03T14:16:00Z,27.12,-80.42,7.9
2020-03-03T14:16:00Z,27.12,-80.42,7.9
2020-03-03T14:16:00Z,27.12,-80.42,7.9
2020-03-03T14:16:00Z,27.12,-80.42,7.9
2020-03-03T14:16:00Z,27.12,-80.42,7.9
2020-03-03T14:17:00Z,27.12,-80.41,7.9
2020-03-03T14:17:00Z,27.12,-80.41,7.9
2020-03-03T14:17:00Z,27.12,-80.41,7.9
2020-03-03T14:17:00Z,27.12,-80.41,7.9
2020-03-03T14:17:00Z,27.12,-80.41,7.9
2020-03-03T14:17:00Z,27.12,-80.41,7.9
2020-03-03T14:17:00Z,27.12,-80.42,7.9
2020-03-03T14:17:00Z,27.12,-80.39,7.9
2020-03-03T14:17:00Z,27.12,-80.39,7.9
2020-03-03T14:17:00Z,27.12,-80.39,7.9
2020-03-03T14:17:00Z,27.12,-80.39,7.9
2020-03-03T14:17:00Z,27.12,-80.39,7.9
2020-03-03T14:18:00Z,27.12,-80.38,7.9
2020-03-03T14:18:00Z,27.12,-80.38,7.9
2020-03-03T14:18:00Z,27.12,-80.38,7.9
2020-03-03T14:18:00Z,27.12,-80.36,7.9
2020-03-03T14:18:00Z,27.12,-80.38,7.9
2020-03-03T14:18:00Z,27.12,-80.38,7.9
2020-03-03T14:18:00Z,27.12,-80.38,7.9
2020-03-03T14:18:00Z,27.12,-80.38,7.9
2020-03-03T14:18:00Z,27.15,-80.36,7.89
2020-03-03T14:18:00Z,27.15,-80.38,7.9
2020-03-03T14:18:00Z,27.15,-80.38,7.9
2020-03-03T14:18:00Z,27.15,-80.38,7.9
2020-03-03T14:19:00Z,27.15,-80.36,7.89
2020-03-03T14:19:00Z,27.15,-80.36,7.89
2020-03-03T14:19:00Z,27.15,-80.36,7.89
2020-03-03T14:19:00Z,27.15,-80.36,7.89
2020-03-03T14:19:00Z,27.15,-80.36,7.89
2020-03-03T14:19:00Z,27.15,-80.35,7.89
2020-03-03T14:19:00Z,27.15,-80.35,7.89
2020-03-03T14:19:00Z,27.15,-80.35,7.89
2020-03-03T14:19:00Z,27.15,-80.35,7.89
2020-03-03T14:19:00Z,27.15,-80.33,7.89
2020-03-03T14:19:00Z,27.15,-80.33,7.89
2020-03-03T14:19:00Z,27.15,-80.31,7.89
2020-03-03T14:20:00Z,27.15,-80.31,7.89
2020-03-03T14:20:00Z,27.15,-80.3,7.89
2020-03-03T14:20:00Z,27.17,-80.28,7.89
2020-03-03T14:20:00Z,27.17,-80.25,7.89
2020-03-03T14:20:00Z,27.17,-80.25,7.89
2020-03-03T14:20:00Z,27.17,-80.24,7.89
2020-03-03T14:20:00Z,27.17,-80.21,7.89
2020-03-03T14:20:00Z,27.17,-80.19,7.89
2020-03-03T14:20:00Z,27.17,-80.17,7.89
2020-03-03T14:20:00Z,27.17,-80.14,7.89
2020-03-03T14:20:00Z,27.17,-80.13,7.89
2020-03-03T14:20:00Z,27.17,-80.11,7.89
2020-03-03T14:21:00Z,27.2,-80.08,7.89
2020-03-03T14:21:00Z,27.2,-80.06,7.89
2020-03-03T14:21:00Z,27.2,-80.03,7.89
2020-03-03T14:21:00Z,27.2,-80.02,7.89
2020-03-03T14:21:00Z,27.22,-80,7.89
2020-03-03T14:21:00Z,27.22,-79.99,7.89
2020-03-03T14:21:00Z,27.22,-79.96,7.89
2020-03-03T14:21:00Z,27.25,-79.92,7.89
2020-03-03T14:21:00Z,27.25,-79.91,7.89
2020-03-03T14:21:00Z,27.25,-79.89,7.89
2020-03-03T14:21:00Z,27.27,-79.86,7.89
2020-03-03T14:21:00Z,27.27,-79.85,7.89
2020-03-03T14:22:00Z,27.27,-79.83,7.89
2020-03-03T14:22:00Z,27.3,-79.81,7.89
2020-03-03T14:22:00Z,27.3,-79.8,7.88
2020-03-03T14:22:00Z,27.32,-79.78,7.88
2020-03-03T14:22:00Z,27.32,-79.78,7.88
2020-03-03T14:22:00Z,27.35,-79.75,7.88
2020-03-03T14:22:00Z,27.35,-79.75,7.88
2020-03-03T14:22:00Z,27.35,-79.74,7.88
2020-03-03T14:22:00Z,27.37,-79.74,7.88
2020-03-03T14:22:00Z,27.37,-79.72,7.88
2020-03-03T14:22:00Z,27.4,-79.71,7.88
2020-03-03T14:22:00Z,27.4,-79.71,7.88
2020-03-03T14:23:00Z,27.4,-79.69,7.88
2020-03-03T14:23:00Z,27.42,-79.69,7.88
2020-03-03T14:23:00Z,27.42,-79.67,7.88
2020-03-03T14:23:00Z,27.42,-79.67,7.88
2020-03-03T14:23:00Z,27.44,-79.67,7.88
2020-03-03T14:23:00Z,27.44,-79.66,7.88
2020-03-03T14:23:00Z,27.44,-79.64,7.88
2020-03-03T14:23:00Z,27.47,-79.64,7.88
2020-03-03T14:23:00Z,27.47,-79.63,7.88
2020-03-03T14:23:00Z,27.47,-79.63,7.88
2020-03-03T14:23:00Z,27.49,-79.61,7.88
2020-03-03T14:23:00Z,27.49,-79.61,7.88
2020-03-03T14:24:00Z,27.49,-79.6,7.88
2020-03-03T14:24:00Z,27.49,-79.6,7.88
2020-03-03T14:24:00Z,27.49,-79.6,7.88
2020-03-03T14:24:00Z,27.52,-79.58,7.88
2020-03-03T14:24:00Z,27.52,-79.58,7.88
2020-03-03T14:24:00Z,27.52,-79.56,7.88
2020-03-03T14:24:00Z,27.54,-79.56,7.88
2020-03-03T14:24:00Z,27.54,-79.55,7.88
2020-03-03T14:24:00Z,27.54,-79.55,7.88
2020-03-03T14:24:00Z,27.57,-79.55,7.88
2020-03-03T14:24:00Z,27.57,-79.53,7.88
2020-03-03T14:24:00Z,27.57,-79.53,7.88
2020-03-03T14:25:00Z,27.59,-79.52,7.88
2020-03-03T14:25:00Z,27.59,-79.52,7.88
2020-03-03T14:25:00Z,27.59,-79.5,7.88
2020-03-03T14:25:00Z,27.59,-79.5,7.88
2020-03-03T14:25:00Z,27.62,-79.5,7.88
2020-03-03T14:25:00Z,27.62,-79.49,7.88
2020-03-03T14:25:00Z,27.62,-79.49,7.88
2020-03-03T14:25:00Z,27.62,-79.49,7.88
2020-03-03T14:25:00Z,27.64,-79.49,7.88
2020-03-03T14:25:00Z,27.64,-79.47,7.88
2020-03-03T14:25:00Z,27.64,-79.47,7.88
2020-03-03T14:25:00Z,27.64,-79.47,7.88
2020-03-03T14:26:00Z,27.67,-79.46,7.88
2020-03-03T14:26:00Z,27.67,-79.46,7.88
2020-03-03T14:26:00Z,27.67,-79.46,7.88
2020-03-03T14:26:00Z,27.67,-79.46,7.88
2020-03-03T14:26:00Z,27.69,-79.46,7.88
2020-03-03T14:26:00Z,27.69,-79.44,7.88
2020-03-03T14:26:00Z,27.69,-79.44,7.88
2020-03-03T14:26:00Z,27.69,-79.44,7.88
2020-03-03T14:26:00Z,27.72,-79.44,7.88
2020-03-03T14:26:00Z,27.72,-79.44,7.88
2020-03-03T14:26:00Z,27.72,-79.44,7.88
2020-03-03T14:26:00Z,27.72,-79.44,7.88
2020-03-03T14:27:00Z,27.74,-79.44,7.88
2020-03-03T14:27:00Z,27.74,-79.44,7.88
2020-03-03T14:27:00Z,27.74,-79.46,7.88
2020-03-03T14:27:00Z,27.74,-79.44,7.88
2020-03-03T14:27:00Z,27.76,-79.44,7.88
2020-03-03T14:27:00Z,27.76,-79.49,7.88
2020-03-03T14:27:00Z,27.76,-79.46,7.88
2020-03-03T14:27:00Z,27.76,-79.46,7.88
2020-03-03T14:27:00Z,27.76,-79.46,7.88
2020-03-03T14:27:00Z,27.79,-79.46,7.88
2020-03-03T14:27:00Z,27.79,-79.44,7.88
2020-03-03T14:27:00Z,27.79,-79.44,7.88
2020-03-03T14:28:00Z,27.79,-79.44,7.88
2020-03-03T14:28:00Z,27.81,-79.44,7.88
2020-03-03T14:28:00Z,27.81,-79.44,7.88
2020-03-03T14:28:00Z,27.81,-79.42,7.88
2020-03-03T14:28:00Z,27.81,-79.42,7.88
2020-03-03T14:28:00Z,27.81,-79.41,7.88
2020-03-03T14:28:00Z,27.81,-79.41,7.88
2020-03-03T14:28:00Z,27.81,-79.41,7.88
2020-03-03T14:28:00Z,27.84,-79.39,7.88
2020-03-03T14:28:00Z,27.84,-79.39,7.88
2020-03-03T14:28:00Z,27.84,-79.39,7.88
2020-03-03T14:28:00Z,27.86,-79.38,7.88
2020-03-03T14:29:00Z,27.86,-79.38,7.88
2020-03-03T14:29:00Z,27.86,-79.38,7.88
2020-03-03T14:29:00Z,27.89,-79.38,7.88
2020-03-03T14:29:00Z,27.89,-79.36,7.88
2020-03-03T14:29:00Z,27.89,-79.36,7.88
2020-03-03T14:29:00Z,27.89,-79.36,7.88
2020-03-03T14:29:00Z,27.91,-79.35,7.88
2020-03-03T14:29:00Z,27.91,-79.35,7.88
2020-03-03T14:29:00Z,27.91,-79.33,7.88
2020-03-03T14:29:00Z,27.91,-79.33,7.88
2020-03-03T14:29:00Z,27.94,-79.31,7.87
2020-03-03T14:29:00Z,27.94,-79.31,7.87
2020-03-03T14:30:00Z,27.94,-79.31,7.87
2020-03-03T14:30:00Z,27.94,-79.31,7.87
2020-03-03T14:30:00Z,27.94,-79.3,7.87
2020-03-03T14:30:00Z,27.94,-79.3,7.87
2020-03-03T14:30:00Z,27.94,-79.3,7.87
2020-03-03T14:30:00Z,27.96,-79.3,7.87
2020-03-03T14:30:00Z,27.96,-79.28,7.87
2020-03-03T14:30:00Z,27.96,-79.28,7.87
2020-03-03T14:30:00Z,27.96,-79.28,7.87
2020-03-03T14:30:00Z,27.96,-79.27,7.87
2020-03-03T14:30:00Z,27.99,-79.27,7.87
2020-03-03T14:30:00Z,27.99,-79.27,7.87
2020-03-03T14:31:00Z,27.99,-79.27,7.87
2020-03-03T14:31:00Z,27.99,-79.25,7.87
2020-03-03T14:31:00Z,27.99,-79.25,7.87
2020-03-03T14:31:00Z,28.01,-79.25,7.87
2020-03-03T14:31:00Z,28.01,-79.24,7.87
2020-03-03T14:31:00Z,28.01,-79.24,7.87
2020-03-03T14:31:00Z,28.01,-79.22,7.87
2020-03-03T14:31:00Z,28.01,-79.22,7.87
2020-03-03T14:31:00Z,28.01,-79.24,7.87
2020-03-03T14:31:00Z,28.01,-79.22,7.87
2020-03-03T14:31:00Z,28.01,-79.22,7.87
2020-03-03T14:31:00Z,28.04,-79.22,7.87
2020-03-03T14:32:00Z,28.04,-79.22,7.87
2020-03-03T14:32:00Z,28.04,-79.21,7.87
2020-03-03T14:32:00Z,28.04,-79.21,7.87
2020-03-03T14:32:00Z,28.04,-79.21,7.87
2020-03-03T14:32:00Z,28.04,-79.21,7.87
2020-03-03T14:32:00Z,28.04,-79.21,7.87
2020-03-03T14:32:00Z,28.04,-79.21,7.87
2020-03-03T14:32:00Z,28.06,-79.21,7.87
2020-03-03T14:32:00Z,28.06,-79.19,7.87
2020-03-03T14:32:00Z,28.06,-79.19,7.87
2020-03-03T14:32:00Z,28.06,-79.19,7.87
2020-03-03T14:32:00Z,28.06,-79.19,7.87
2020-03-03T14:33:00Z,28.06,-79.19,7.87
2020-03-03T14:33:00Z,28.06,-79.19,7.87
2020-03-03T14:33:00Z,28.09,-79.19,7.87
2020-03-03T14:33:00Z,28.09,-79.19,7.87
2020-03-03T14:33:00Z,28.09,-79.19,7.87
2020-03-03T14:33:00Z,28.09,-79.19,7.87
2020-03-03T14:33:00Z,28.09,-79.19,7.87
2020-03-03T14:33:00Z,28.09,-79.19,7.87
2020-03-03T14:33:00Z,28.09,-79.19,7.87
2020-03-03T14:33:00Z,28.09,-79.19,7.87
2020-03-03T14:33:00Z,28.09,-79.19,7.87
2020-03-03T14:33:00Z,28.09,-79.19,7.87
2020-03-03T14:34:00Z,28.09,-79.19,7.87
2020-03-03T14:34:00Z,28.09,-79.19,7.87
2020-03-03T14:34:00Z,28.09,-79.19,7.87
2020-03-03T14:34:00Z,28.11,-79.19,7.87
2020-03-03T14:34:00Z,28.11,-79.19,7.87
2020-03-03T14:34:00Z,28.11,-79.19,7.87
2020-03-03T14:34:00Z,28.11,-79.19,7.87
2020-03-03T14:34:00Z,28.11,-79.19,7.87
2020-03-03T14:34:00Z,28.11,-79.19,7.87
2020-03-03T14:34:00Z,28.11,-79.19,7.87
2020-03-03T14:34:00Z,28.11,-79.19,7.87
2020-03-03T14:34:00Z,28.11,-79.19,7.87
2020-03-03T14:35:00Z,28.11,-79.19,7.87
2020-03-03T14:35:00Z,28.13,-79.17,7.87
2020-03-03T14:35:00Z,28.13,-79.17,7.87
2020-03-03T14:35:00Z,28.13,-79.17,7.87
2020-03-03T14:35:00Z,28.13,-79.17,7.87
2020-03-03T14:35:00Z,28.13,-79.17,7.87
2020-03-03T14:35:00Z,28.13,-79.17,7.87
2020-03-03T14:35:00Z,28.13,-79.17,7.87
2020-03-03T14:35:00Z,28.13,-79.17,7.87
2020-03-03T14:35:00Z,28.13,-79.19,7.87
2020-03-03T14:35:00Z,28.13,-79.17,7.87
2020-03-03T14:35:00Z,28.13,-79.17,7.87
2020-03-03T14:36:00Z,28.13,-79.17,7.87
2020-03-03T14:36:00Z,28.13,-79.17,7.87
2020-03-03T14:36:00Z,28.16,-79.17,7.87
2020-03-03T14:36:00Z,28.16,-79.17,7.87
2020-03-03T14:36:00Z,28.16,-79.17,7.87
2020-03-03T14:36:00Z,28.16,-79.16,7.87
2020-03-03T14:36:00Z,28.16,-79.17,7.87
2020-03-03T14:36:00Z,28.16,-79.16,7.87
2020-03-03T14:36:00Z,28.16,-79.17,7.87
2020-03-03T14:36:00Z,28.16,-79.16,7.87
2020-03-03T14:36:00Z,28.16,-79.16,7.87
2020-03-03T14:36:00Z,28.16,-79.16,7.87
2020-03-03T14:37:00Z,28.16,-79.16,7.87
2020-03-03T14:37:00Z,28.16,-79.16,7.87
2020-03-03T14:37:00Z,28.16,-79.16,7.87
2020-03-03T14:37:00Z,28.16,-79.16,7.87
2020-03-03T14:37:00Z,28.16,-79.16,7.87
2020-03-03T14:37:00Z,28.18,-79.16,7.87
2020-03-03T14:37:00Z,28.18,-79.16,7.87
2020-03-03T14:37:00Z,28.18,-79.16,7.87
2020-03-03T14:37:00Z,28.18,-79.16,7.87
2020-03-03T14:37:00Z,28.18,-79.16,7.87
2020-03-03T14:37:00Z,28.18,-79.16,7.87
2020-03-03T14:37:00Z,28.18,-79.16,7.87
2020-03-03T14:38:00Z,28.18,-79.16,7.87
2020-03-03T14:38:00Z,28.18,-79.16,7.87
2020-03-03T14:38:00Z,28.18,-79.16,7.87
2020-03-03T14:38:00Z,28.18,-79.16,7.87
2020-03-03T14:38:00Z,28.18,-79.16,7.87
2020-03-03T14:38:00Z,28.18,-79.16,7.87
2020-03-03T14:38:00Z,28.18,-79.16,7.87
2020-03-03T14:38:00Z,28.18,-79.16,7.87
2020-03-03T14:38:00Z,28.18,-79.16,7.87
2020-03-03T14:38:00Z,28.18,-79.16,7.87
2020-03-03T14:38:00Z,28.18,-79.16,7.87
2020-03-03T14:38:00Z,28.18,-79.16,7.87
2020-03-03T14:39:00Z,28.18,-79.16,7.87
2020-03-03T14:39:00Z,28.18,-79.16,7.87
2020-03-03T14:39:00Z,28.18,-79.16,7.87
2020-03-03T14:39:00Z,28.18,-79.16,7.87
2020-03-03T14:39:00Z,28.18,-79.16,7.87
2020-03-03T14:39:00Z,28.18,-79.16,7.87
2020-03-03T14:39:00Z,28.18,-79.16,7.87
2020-03-03T14:39:00Z,28.18,-79.16,7.87
2020-03-03T14:39:00Z,28.18,-79.16,7.87
2020-03-03T14:39:00Z,28.18,-79.16,7.87
2020-03-03T14:39:00Z,28.18,-79.16,7.87
2020-03-03T14:39:00Z,28.18,-79.16,7.87
2020-03-03T14:40:00Z,28.18,-79.16,7.87
2020-03-03T14:40:00Z,28.18,-79.16,7.87
2020-03-03T14:40:00Z,28.18,-79.16,7.87
2020-03-03T14:40:00Z,28.18,-79.16,7.87
2020-03-03T14:40:00Z,28.18,-79.16,7.87
2020-03-03T14:40:00Z,28.18,-79.16,7.87
2020-03-03T14:40:00Z,28.18,-79.16,7.87
2020-03-03T14:40:00Z,28.18,-79.16,7.87
2020-03-03T14:40:00Z,28.18,-79.16,7.87
2020-03-03T14:40:00Z,28.18,-79.16,7.87
2020-03-03T14:40:00Z,28.18,-79.16,7.87
2020-03-03T14:40:00Z,28.18,-79.16,7.87
2020-03-03T14:41:00Z,28.18,-79.16,7.87
2020-03-03T14:41:00Z,28.18,-79.16,7.87
2020-03-03T14:41:00Z,28.18,-79.16,7.87
2020-03-03T14:41:00Z,28.18,-79.16,7.87
2020-03-03T14:41:00Z,28.18,-79.16,7.87
2020-03-03T14:41:00Z,28.18,-79.16,7.87
2020-03-03T14:41:00Z,28.18,-79.16,7.87
2020-03-03T14:41:00Z,28.18,-79.16,7.87
2020-03-03T14:41:00Z,28.18,-79.16,7.87
2020-03-03T14:41:00Z,28.18,-79.16,7.87
2020-03-03T14:41:00Z,28.18,-79.16,7.87
2020-03-03T14:41:00Z,28.18,-79.16,7.87
2020-03-03T14:42:00Z,28.18,-79.16,7.87
2020-03-03T14:42:00Z,28.18,-79.16,7.87
2020-03-03T14:42:00Z,28.18,-79.16,7.87
2020-03-03T14:42:00Z,28.18,-79.16,7.87
2020-03-03T14:42:00Z,28.18,-79.16,7.87
2020-03-03T14:42:00Z,28.18,-79.21,7.87
2020-03-03T14:42:00Z,28.18,-79.17,7.87
2020-03-03T14:42:00Z,28.18,-79.17,7.87
2020-03-03T14:42:00Z,28.18,-79.17,7.87
2020-03-03T14:42:00Z,28.18,-79.17,7.87
2020-03-03T14:42:00Z,28.18,-79.17,7.87
2020-03-03T14:42:00Z,28.18,-79.16,7.87
2020-03-03T14:43:00Z,28.18,-79.16,7.87
2020-03-03T14:43:00Z,28.18,-79.16,7.87
2020-03-03T14:43:00Z,28.18,-79.16,7.87
2020-03-03T14:43:00Z,28.18,-79.16,7.87
2020-03-03T14:43:00Z,28.18,-79.16,7.87
2020-03-03T14:43:00Z,28.18,-79.16,7.87
2020-03-03T14:43:00Z,28.18,-79.16,7.87
