"Sample.Name","pHmean","SE"
"Sump",7.99914222373047,0.00109519438465404
"Tank1",7.85751391878703,0.000651198553402534
"Tank10",7.70593626177874,0.00483521894913031
"Tank11",7.92008829362037,0.000919958969841566
"Tank12",7.92891444663515,0.00112519517685343
"Tank13",7.93304795029045,0.000820448283039669
"Tank14",7.93139767284142,0.00075947887763607
"Tank15",7.9199726214081,0.00124036062375148
"Tank16",7.91934609308992,0.00156749258088652
"Tank17",7.85358193510028,0.00228686697150865
"Tank18",7.85477805738438,0.000909619840991822
"Tank19",7.84712730496827,0.000590619710137141
"Tank2",7.85796984904931,0.00354451290431144
"Tank20",7.83306069738321,0.000938300739784003
"Tank3",7.72748312783104,0.00424750730646948
"Tank4",7.69526099801018,0.00605074668864469
"Tank7",7.82494868592459,0.0158689433986399
"Tank8",7.72210109520181,0.00383621600214412
"Tank9",7.70862188845942,0.00368107122122567
