"Rows","Column","NoDye_730","NoDye_578","NoDye_434","Dye_730","Dye_578","Dye_434","Well.Location","A1_A2","A1_A2_corr","pH_in_lab","pHtris","pHtris_error","daterun","Sample.Name","TempInSitu","pHinsitu"
"A","02",0.0388,0.0361,0.0381,0.0378,0.3542,0.2803,"A02",1.31208881578947,1.39431944716283,7.82892503717632,8.09008870581408,3.22819289299101,2020-02-06,"Sump",13.4,8.00210071508311
"A","03",0.0356,0.0325,0.0356,0.0358,0.2631,0.2493,"A03",1.07915690866511,1.16208156065574,7.74328778345122,8.09008870581408,4.28673819254454,2020-02-06,"Tank1",17,7.85958803712056
"A","04",0.0352,0.032,0.0342,0.035,0.391,0.3768,"A04",1.04784130688448,1.13085926371062,7.73057971737734,8.09008870581408,4.44382010519084,2020-02-06,"Tank2",17,7.84651694148451
"A","05",0.0357,0.0322,0.0343,0.0349,0.2453,0.3106,"A05",0.77192349332371,0.855763547275352,7.60165024923569,8.09008870581408,6.03749197740398,2020-02-06,"Tank3",17,7.71312551953795
"A","06",0.0362,0.0323,0.035,0.0366,0.2592,0.3521,"A06",0.71518787496053,0.799196972687085,7.57028491661353,8.09008870581408,6.42519270310338,2020-02-06,"Tank4",17,7.68044746498696
"A","07",0.0341,0.0321,0.0353,0.0339,0.2736,0.3096,"A07",0.880510018214936,0.964026538615665,7.65651882833649,8.09008870581408,5.35927223104491,2020-02-06,"Tank7",17,7.77007338098832
"A","08",0.0351,0.0324,0.0362,0.0351,0.2272,0.2905,"A08",0.766024380652773,0.849882011010618,7.59848300014948,8.09008870581408,6.07664172225086,2020-02-06,"Tank8",17,7.70982980649884
"A","09",0.0388,0.0352,0.0378,0.0359,0.2515,0.3283,"A09",0.747102931152011,0.831016937968644,7.58818064200031,8.09008870581408,6.20398715100698,2020-02-06,"Tank9",17,7.69910320535609
"A","10",0.0362,0.0339,0.0391,0.0354,0.2638,0.3516,"A10",0.736354931375678,0.820300961857644,7.58222839875158,8.09008870581408,6.27756166255034,2020-02-06,"Tank10",17,7.69290141741864
"A","11",0.0367,0.0342,0.0386,0.0358,0.3603,0.2971,"A11",1.26060138781804,1.34298542598304,7.81119784646211,8.09008870581408,3.44731522105001,2020-02-06,"Tank11",17.4,7.92322973782272
"A","12",0.0347,0.0315,0.0348,0.0353,0.3463,0.2869,"A12",1.2493041749503,1.33172187316103,7.8072248222463,8.09008870581408,3.49642499425866,2020-02-06,"Tank12",17,7.92516895358347
"B","02",0.0356,0.0334,0.035,0.0348,0.3635,0.29,"B02",1.29358874120407,1.37587449354965,7.82262561656052,8.09008870581408,3.30605879588614,2020-02-06,"Sump",13.4,7.99560614715471
"B","03",0.0376,0.0348,0.0383,0.037,0.3366,0.3194,"B03",1.07348242811502,1.15642398722045,7.74100892583483,8.09008870581408,4.31490670464941,2020-02-06,"Tank1",17,7.85724501380888
"B","04",0.0384,0.0351,0.039,0.037,0.3457,0.3216,"B04",1.09859154929577,1.18145829577465,7.75101491703951,8.09008870581408,4.19122460957555,2020-02-06,"Tank2",17,7.86752975125234
"B","05",0.0363,0.0344,0.0398,0.0356,0.2699,0.3283,"B05",0.816735822959889,0.90044235857538,7.62505285955624,8.09008870581408,5.74821690055925,2020-02-06,"Tank3",17,7.73744871828857
"B","06",0.0353,0.0314,0.0353,0.0363,0.2526,0.3375,"B06",0.731075697211155,0.815037457171315,7.57927741996592,8.09008870581408,6.31403813262337,2020-02-06,"Tank4",17,7.68982551982164
"B","07",0.0354,0.032,0.0343,0.0351,0.3152,0.3027,"B07",1.05508001488649,1.13807640398214,7.73354614660436,8.09008870581408,4.407152655242,2020-02-06,"Tank7",17,7.84956925436541
"B","08",0.0377,0.0347,0.0384,0.0393,0.2497,0.3042,"B08",0.807721423164269,0.891454817183951,7.62043559774264,8.09008870581408,5.80528996837719,2020-02-06,"Tank8",17,7.73265381823861
"B","09",0.0381,0.0356,0.0406,0.0371,0.2576,0.3333,"B09",0.759278175008512,0.843155905686074,7.59483515213251,8.09008870581408,6.12173205623388,2020-02-06,"Tank9",17,7.70603285794611
"B","10",0.0383,0.035,0.0395,0.0383,0.2597,0.3373,"B10",0.754533243787777,0.838425111987911,7.59225273102606,8.09008870581408,6.15365285710956,2020-02-06,"Tank10",17,7.70334414473032
"B","11",0.0376,0.0343,0.0381,0.0366,0.3681,0.3052,"B11",1.24878776575905,1.33120700261097,7.80704247055696,8.09008870581408,3.49867900773086,2020-02-06,"Tank11",17.4,7.91898170167157
"B","12",0.0376,0.0345,0.0381,0.0379,0.3625,0.298,"B12",1.26232665639445,1.34470555412173,7.81180188536736,8.09008870581408,3.43984881459617,2020-02-06,"Tank12",17,7.92985282758802
"C","02",0.0352,0.0319,0.0342,0.0347,0.3726,0.2951,"C02",1.3052792654935,1.38753018592196,7.82661528770515,8.09008870581408,3.2567432532549,2020-02-06,"Sump",13.4,7.99971980895357
"C","03",0.037,0.0332,0.0368,0.0368,0.3151,0.3003,"C03",1.06977626090254,1.15272886253318,7.73951490461515,8.09008870581408,4.33337400796338,2020-02-06,"Tank1",17,7.85570870543165
"C","04",0.0384,0.0346,0.0375,0.0385,0.3296,0.3107,"C04",1.07982424020505,1.16274690388136,7.74355510040126,8.09008870581408,4.28343394014683,2020-02-06,"Tank2",17,7.85986285441109
"C","05",0.0357,0.0322,0.0361,0.036,0.2847,0.3492,"C05",0.806265984654731,0.890003715153453,7.61968595097788,8.09008870581408,5.81455620502823,2020-02-06,"Tank3",17,7.73187514566661
"C","06",0.0382,0.034,0.0371,0.0382,0.2716,0.3432,"C06",0.776216922574322,0.860044184253512,7.60394234709955,8.09008870581408,6.00915980519668,2020-02-06,"Tank4",17,7.71551000922195
"C","07",0.0342,0.0317,0.0357,0.0345,0.2954,0.2825,"C07",1.06855983772819,1.15151606369168,7.73902356676253,8.09008870581408,4.33944733880667,2020-02-06,"Tank7",17,7.85520342242004
"C","08",0.0398,0.0371,0.0406,0.0396,0.2637,0.327,"C08",0.791346824842987,0.875129006978367,7.61193366198879,8.09008870581408,5.91038072897346,2020-02-06,"Tank8",17,7.72381966086799
"C","09",0.0404,0.037,0.0412,0.04,0.2672,0.3343,"C09",0.785689948892675,0.869488985689949,7.6089613204494,8.09008870581408,5.94712125985603,2020-02-06,"Tank9",17,7.72072960207606
"C","10",0.0381,0.0346,0.038,0.037,0.2662,0.3325,"C10",0.787212449255751,0.871006949763193,7.60976310728016,8.09008870581408,5.93721053007399,2020-02-06,"Tank10",17,7.72156322318727
"C","11",0.0364,0.0328,0.0367,0.036,0.3538,0.2942,"C11",1.24621946490888,1.32864635401318,7.80613459777878,8.09008870581408,3.50990104510516,2020-02-06,"Tank11",17.4,7.91805344136681
"C","12",0.0351,0.032,0.0363,0.0357,0.3557,0.2918,"C12",1.26755590427619,1.3499192214594,7.81362837161025,8.09008870581408,3.41727197632764,2020-02-06,"Tank12",17,7.93172155873397
"D","01",0.0381,0.0351,0.0385,0.0375,0.3332,0.2725,"D01",1.27323103154305,1.35557743968457,7.81560325489577,8.09008870581408,3.39286083131629,2020-02-06,"Tank13",17,7.93374187856954
"D","02",0.0361,0.0323,0.0356,0.0362,0.3517,0.2871,"D02",1.27008750994431,1.35244328420843,7.81451028356104,8.09008870581408,3.40637083564975,2020-02-06,"Tank14",17,7.93262379182526
"D","03",0.0359,0.0323,0.035,0.036,0.3744,0.3098,"D03",1.24499453949763,1.3274250782672,7.80570102801769,8.09008870581408,3.51526031589749,2020-02-06,"Tank15",17.1,7.92210841401332
"D","04",0.0386,0.0356,0.0398,0.0398,0.3385,0.2882,"D04",1.22046925566343,1.30297286751618,7.79694170513161,8.09008870581408,3.62353258836077,2020-02-06,"Tank16",17,7.91464084182798
"D","05",0.038,0.0347,0.0385,0.0381,0.3353,0.3252,"D05",1.04849965108165,1.13151564637125,7.73085023924338,8.09008870581408,4.44047623745499,2020-02-06,"Tank17",17,7.84679532454772
"D","06",0.0392,0.0358,0.0396,0.0389,0.3366,0.3233,"D06",1.06021126760563,1.1431923681338,7.73563829039393,8.09008870581408,4.38129207613536,2020-02-06,"Tank18",17,7.85172154900182
"D","07",0.0461,0.042,0.0462,0.0468,0.3497,0.3388,"D07",1.0517300445358,1.13473641486811,7.7321755220597,8.09008870581408,4.42409467645469,2020-02-06,"Tank19",17,7.84815903483224
"D","08",0.0371,0.0341,0.0377,0.036,0.3129,0.3139,"D08",1.00937612693833,1.09250869076812,7.71451260529694,8.09008870581408,4.64242252680403,2020-02-06,"Tank20",17,7.82997232045791
"E","01",0.0495,0.0468,0.0481,0.0477,0.3791,0.3107,"E01",1.26361573373676,1.34599079065809,7.81225274329631,8.09008870581408,3.43427584815111,2020-02-06,"Tank13",17,7.93031413338546
"E","02",0.0362,0.0322,0.0341,0.0362,0.3605,0.2948,"E02",1.25930187955504,1.34168978960491,7.8107424005988,8.09008870581408,3.45294489805192,2020-02-06,"Tank14",17,7.92876873942778
"E","03",0.0367,0.0331,0.0371,0.036,0.3698,0.3113,"E03",1.22735540196435,1.3098384965442,7.79941635991508,8.09008870581408,3.59294386587023,2020-02-06,"Tank15",17.1,7.91567591065538
"E","04",0.0387,0.0354,0.0389,0.0362,0.3744,0.3133,"E04",1.23329721921271,1.31576261014807,7.80154203679575,8.09008870581408,3.56666879080035,2020-02-06,"Tank16",17,7.91935164504463
"E","05",0.0358,0.0326,0.0368,0.0359,0.3405,0.3261,"E05",1.0643153526971,1.14728422510373,7.7373053343852,8.09008870581408,4.36068607227202,2020-02-06,"Tank17",17,7.85343627402828
"E","06",0.0377,0.0342,0.0376,0.0366,0.3366,0.3194,"E06",1.07281724991163,1.15576079091552,7.74074110977392,8.09008870581408,4.31821712645868,2020-02-06,"Tank18",17,7.85696963025974
"E","07",0.0382,0.0347,0.0384,0.0368,0.3317,0.3227,"E07",1.04445222261113,1.12748027721386,7.72918476845765,8.09008870581408,4.46106279523316,2020-02-06,"Tank19",17,7.84508136327551
"E","08",0.0379,0.035,0.0385,0.0368,0.326,0.3232,"E08",1.0220433869839,1.10513820871239,7.71986143605594,8.09008870581408,4.57630667871511,2020-02-06,"Tank20",17,7.83548245093174
"F","01",0.0427,0.0395,0.0414,0.042,0.3684,0.2988,"F01",1.27702440914374,1.3593595149167,7.81691907983244,8.09008870581408,3.37659617731163,2020-02-06,"Tank13",17,7.93508783891634
"F","02",0.036,0.0325,0.0362,0.0358,0.3718,0.3032,"F02",1.27058383233533,1.35293812780689,7.81468300496378,8.09008870581408,3.40423586026163,2020-02-06,"Tank14",17,7.93280048727122
"F","03",0.0415,0.0383,0.0432,0.0433,0.3617,0.3033,"F03",1.24506387921022,1.32749421138211,7.80572558105805,8.09008870581408,3.51495682058055,2020-02-06,"Tank15",17.1,7.92213353955558
"F","04",0.0373,0.034,0.037,0.037,0.3288,0.2735,"F04",1.24619932432432,1.3286262734375,7.80612747187196,8.09008870581408,3.50998912704188,2020-02-06,"Tank16",17,7.92404579239714
"F","05",0.0368,0.0339,0.038,0.0358,0.3464,0.3269,"F05",1.08140738185581,1.16432532856157,7.74418869750167,8.09008870581408,4.27560217063909,2020-02-06,"Tank17",17,7.86051420672485
"F","06",0.037,0.0337,0.0377,0.0366,0.3329,0.3174,"F06",1.06961799357372,1.15257106676187,7.73945100461489,8.09008870581408,4.33416386333569,2020-02-06,"Tank18",17,7.85564299289158
"F","07",0.0379,0.0341,0.0382,0.0371,0.3385,0.3276,"F07",1.05168849069607,1.13469498483804,7.73215849679538,8.09008870581408,4.42430512240826,2020-02-06,"Tank19",17,7.84814151679706
"F","08",0.0385,0.0352,0.0382,0.0372,0.3281,0.3259,"F08",1.01799307958477,1.10109996920415,7.71815743682135,8.09008870581408,4.59736947909412,2020-02-06,"Tank20",17,7.83372732075999
